Duration (years),Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
1.0,1.84896,1.0,0.0,4.7051196,0.0,0.0,3.0,10.0
2.0,1.84896,1.0,0.0,3.8085806,0.0,0.0,3.0,9.5
4.0,1.84896,1.0,0.5,3.0621996,0.0,0.25,3.0,8.5
6.0,1.8545938,1.1666666,0.6666667,2.6665595,0.0,0.33333334,2.8333333,8.0
8.0,1.8545938,1.25,0.625,2.3971062,0.125,0.5,2.875,7.5
10.0,1.84896,1.2,0.6,2.2983754,0.2,0.5,2.9,7.2
12.0,1.8545938,1.25,0.5833333,2.1388268,0.16666667,0.5833333,2.9166667,7.0
14.0,1.8513163,1.2857143,0.71428573,2.053076,0.21428572,0.5714286,2.9285715,6.857143
16.0,1.8545938,1.3125,0.75,1.9435518,0.25,0.625,2.9375,6.8125
18.0,1.8739333,1.3333334,0.8888889,1.9025497,0.2777778,0.6111111,2.8888888,6.7222223
20.0,1.84896,1.35,0.75,1.8471237,0.3,0.6,2.85,6.5
22.0,1.8825114,1.4090909,1.0,1.7631929,0.3181818,0.6818182,2.909091,6.4545455
24.0,1.8545938,1.4166666,0.8333333,1.7118261,0.33333334,0.6666667,2.8333333,6.1666665
26.0,1.9291667,1.4615384,1.4230769,1.6777898,0.3846154,0.7692308,2.9230769,6.269231
28.0,1.9014761,1.4642857,1.1428572,1.6509241,0.39285713,0.75,2.9285715,5.964286
30.0,1.8739333,1.4333333,1.3333334,1.6249752,0.4,0.73333335,2.8666666,5.9
32.0,1.8545938,1.40625,1.3125,1.5779796,0.375,0.71875,2.84375,5.90625
34.0,1.9886764,1.5588236,1.3235294,1.5534382,0.44117647,0.88235295,2.9705882,5.852941
36.0,1.9628195,1.5555556,1.25,1.5189314,0.4722222,0.8888889,2.9444444,5.8333335
38.0,1.9391184,1.5526316,1.0526316,1.4747177,0.4473684,0.8684211,2.8947368,5.7894735
40.0,1.920725,1.525,0.975,1.4485679,0.45,0.85,2.85,5.775
42.0,1.9014761,1.5238096,1.1428572,1.4214934,0.47619048,0.8333333,2.8333333,5.642857
44.0,1.8825114,1.5227273,1.1136364,1.3911126,0.45454547,0.84090906,2.8181818,5.5227275
46.0,1.86575,1.5217391,1.2608696,1.3512962,0.45652175,0.82608694,2.7826087,5.5652175
48.0,1.8545938,1.5,1.0416666,1.3390578,0.4375,0.8125,2.7916667,5.6875
50.0,1.84896,1.48,1.46,1.3326294,0.44,0.82,2.78,5.58
52.0,2.1485,1.8076923,1.4038461,1.2793273,0.86538464,1.1538461,3.0384614,5.980769
54.0,2.1211295,1.7962962,1.3888888,1.2603536,0.8518519,1.1481482,3.0185184,5.9074073
56.0,2.0978572,1.7678572,1.3035715,1.2353449,0.8214286,1.125,2.982143,5.767857
58.0,2.0773966,1.7413793,1.137931,1.2168357,0.8103448,1.137931,2.9482758,5.7586207
60.0,2.0561,1.7666667,1.2833333,1.1979592,0.8333333,1.1333333,2.9166667,5.65
62.0,2.0392258,1.7580645,1.3064516,1.199813,0.8064516,1.1129032,2.887097,5.612903
64.0,2.0229375,1.71875,1.265625,1.188876,0.8125,1.109375,2.84375,5.75
66.0,2.0038333,1.6969697,1.1666666,1.177508,0.8030303,1.0909091,2.7878788,5.7727275
68.0,1.9886764,1.7058823,1.367647,1.1658211,0.7941176,1.0882353,2.7794118,5.632353
70.0,1.9748,1.6857142,1.2142857,1.1524719,0.78571427,1.1,2.7428572,5.5571427
72.0,1.9628195,1.6666666,1.4166666,1.1439658,0.7916667,1.0972222,2.7222223,5.5555553
74.0,1.9490811,1.6756756,1.1756756,1.1320205,0.7837838,1.081081,2.7297297,5.472973
76.0,1.9391184,1.6578947,1.8026316,1.1251967,0.7763158,1.0657895,2.7105262,5.5394735
78.0,1.9291667,1.6410257,1.051282,1.1175016,0.7692308,1.0769231,2.7051282,5.5
80.0,1.920725,1.6375,1.1875,1.1147511,0.7625,1.0625,2.675,5.4625
82.0,1.9110366,1.6219512,1.1585366,1.1092212,0.75609756,1.0609756,2.7195122,5.402439
84.0,1.9014761,1.6309524,1.3571428,1.0975605,0.7619048,1.0595238,2.6666667,5.345238
86.0,1.8919187,1.6046512,1.244186,1.0919404,0.74418604,1.0581396,2.6860466,5.244186
88.0,1.8825114,1.6022727,1.0681819,1.0839704,0.7386364,1.0454545,2.6818182,5.193182
90.0,1.8739333,1.5888889,1.2444445,1.0774565,0.73333335,1.0444444,2.6888888,5.088889
92.0,1.86575,1.5652174,1.4673913,1.0674677,0.73913044,1.0326087,2.673913,5.0
94.0,1.862,1.5638298,1.5212766,1.0612808,0.7234042,1.0212766,2.680851,5.0319147
96.0,1.8545938,1.5520834,1.21875,1.0563576,0.7291667,1.0208334,2.6770833,4.9791665
98.0,1.8513163,1.5510204,1.1938776,1.0538076,0.7346939,1.0204082,2.6632652,4.928571
100.0,1.84896,1.56,1.27,1.0510963,0.73,1.01,2.65,4.87
