Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob
861,Airport Lake,0.0,0.0
667,Almanor 2011 CFM,0.0,0.0
219,Anacapa-Dume alt 1,3.0E-5,0.003
197,Anaheim,0.0,0.0
722,Antelope Valley 2011,0.0,0.0
845,Ash Hill,0.0,0.0
881,Baker,1.0E-5,0.001
668,Bartlett Springs 2011 CFM,8.0E-5,0.008
669,Battle Creek 2011 CFM,0.0,0.0
842,Bear River fault zone,2.0E-5,0.002
581,Bennett Valley 2011 CFM,0.0,0.0
158,Bicycle Lake,0.0,0.0
741,Big Lagoon - Bald Mtn 2011 CFM,7.0E-5,0.007
192,Big Pine (Central),2.0E-5,0.002
191,Big Pine (East),2.0E-5,0.002
200,Big Pine (West),0.0,0.0
87,Blackwater,1.0E-5,0.001
169,Blue Cut,2.0E-5,0.002
170,Brawley (Seismic Zone) alt 1,4.7E-4,0.047
541,Breckenridge 2011,0.0,0.0
882,Bullion Mountains,2.0E-5,0.002
94,Burnt Mtn,0.0,0.0
561,Butano 2011 CFM,6.0E-5,0.006
165,Cady,0.0,0.0
602,Calaveras (Central) 2011 CFM,3.3E-4,0.031
601,Calaveras (No) 2011 CFM,1.4E-4,0.014
621,Calaveras (So) - Paicines extension 2011 CFM,2.4E-4,0.023
603,Calaveras (So) 2011 CFM,2.7E-4,0.025
88,Calico-Hidalgo,3.0E-5,0.003
724,Camp Rock 2011,0.0,0.0
173,Canada David (Detachment),1.0E-5,0.001
176,Carlsbad,0.0,0.0
721,Carson Range (Genoa),2.0E-5,0.002
670,Casmalia 2011 CFM,4.0E-5,0.004
34,Cedar Mtn-Mahogany Mtn,0.0,0.0
172,Cerro Prieto,1.8E-4,0.018
129,Channel Islands Thrust,4.0E-5,0.004
214,Channel Islands Western Deep Ramp,7.0E-5,0.006
238,Chino alt 1,1.0E-5,0.001
124,Clamshell-Sawpit,0.0,0.0
844,Clayton,1.0E-5,0.001
81,Cleghorn,2.0E-5,0.002
884,Cleghorn Lake,0.0,0.0
883,Cleghorn Pass,0.0,0.0
582,Collayami 2011 CFM,0.0,0.0
184,Compton,2.0E-5,0.002
622,Concord 2011 CFM,7.0E-5,0.007
626,Contra Costa (Lafayette) 2011 CFM,1.0E-5,0.001
633,Contra Costa Shear Zone (connector) 2011 CFM,2.0E-5,0.002
776,Coronado Bank alt1,4.0E-5,0.004
157,Coyote Canyon,0.0,0.0
163,Coyote Lake,0.0,0.0
125,Cucamonga,6.0E-5,0.006
