Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob
861,Airport Lake,0.0,0.0
667,Almanor 2011 CFM,2.0E-5,0.002
219,Anacapa-Dume alt 1,3.0E-5,0.003
197,Anaheim,0.0,0.0
722,Antelope Valley 2011,0.0,0.0
845,Ash Hill,6.0E-5,0.006
881,Baker,2.0E-5,0.002
668,Bartlett Springs 2011 CFM,1.1E-4,0.011
669,Battle Creek 2011 CFM,0.0,0.0
842,Bear River fault zone,2.0E-5,0.002
581,Bennett Valley 2011 CFM,1.4E-4,0.013
158,Bicycle Lake,3.4E-4,0.034
741,Big Lagoon - Bald Mtn 2011 CFM,1.2E-4,0.011
192,Big Pine (Central),2.0E-5,0.002
191,Big Pine (East),6.0E-5,0.006
200,Big Pine (West),0.0,0.0
87,Blackwater,1.0E-5,0.001
169,Blue Cut,6.0E-5,0.006
170,Brawley (Seismic Zone) alt 1,0.00103,0.096
541,Breckenridge 2011,0.0,0.0
882,Bullion Mountains,2.0E-5,0.002
94,Burnt Mtn,4.0E-5,0.004
561,Butano 2011 CFM,1.3E-4,0.013
165,Cady,3.0E-5,0.003
602,Calaveras (Central) 2011 CFM,6.8E-4,0.062
601,Calaveras (No) 2011 CFM,5.7E-4,0.057
621,Calaveras (So) - Paicines extension 2011 CFM,4.7E-4,0.042
603,Calaveras (So) 2011 CFM,4.1E-4,0.039
88,Calico-Hidalgo,4.0E-5,0.004
724,Camp Rock 2011,1.0E-5,0.001
173,Canada David (Detachment),1.0E-5,0.001
176,Carlsbad,1.0E-5,0.001
721,Carson Range (Genoa),1.1E-4,0.011
670,Casmalia 2011 CFM,5.0E-5,0.005
34,Cedar Mtn-Mahogany Mtn,1.0E-5,0.001
172,Cerro Prieto,5.8E-4,0.047
129,Channel Islands Thrust,2.9E-4,0.022
214,Channel Islands Western Deep Ramp,1.0E-4,0.009
238,Chino alt 1,8.0E-5,0.008
124,Clamshell-Sawpit,0.0,0.0
844,Clayton,4.0E-5,0.004
81,Cleghorn,5.0E-5,0.005
884,Cleghorn Lake,3.0E-5,0.003
883,Cleghorn Pass,0.0,0.0
582,Collayami 2011 CFM,0.0,0.0
184,Compton,2.0E-5,0.002
622,Concord 2011 CFM,3.1E-4,0.03
626,Contra Costa (Lafayette) 2011 CFM,3.0E-5,0.003
633,Contra Costa Shear Zone (connector) 2011 CFM,8.0E-5,0.008
