Magnitude,Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
5.0,1.920725,1.6375,1.1875,1.1147511,0.7625,1.0625,2.675,5.4625
5.1,1.5179125,1.3,0.9875,0.8821756,0.5875,0.825,2.125,4.3125
5.2,1.196675,1.025,0.825,0.69756424,0.45,0.65,1.675,3.35
5.3,0.9411875,0.8125,0.7,0.55112696,0.35,0.5,1.325,2.675
5.4,0.7386,0.6375,0.5875,0.43552524,0.2625,0.375,1.0375,2.0875
5.5,0.5775125,0.4875,0.325,0.34576902,0.2,0.3,0.825,1.65
5.6,0.4512,0.3875,0.275,0.27645183,0.15,0.225,0.65,1.2625
5.7,0.3475625,0.3,0.2,0.21764798,0.1,0.1625,0.5125,0.9625
5.8,0.2662,0.225,0.2,0.16905218,0.0625,0.125,0.4,0.7375
5.9,0.1972125,0.1625,0.15,0.1297552,0.0375,0.0875,0.3,0.55
6.0,0.1519125,0.125,0.1125,0.10303939,0.025,0.0625,0.2375,0.4125
6.1,0.112575,0.0875,0.0875,0.080666766,0.0125,0.0375,0.175,0.3375
6.2,0.0860375,0.075,0.05,0.06326399,0.0125,0.0375,0.1375,0.25
6.3,0.067325,0.05,0.0375,0.05188966,0.0,0.025,0.1125,0.2
6.4,0.0499,0.0375,0.025,0.042122018,0.0,0.0125,0.0875,0.15
6.5,0.035825,0.025,0.0125,0.03431832,0.0,0.0,0.0625,0.1125
6.6,0.026125,0.025,0.0125,0.027762476,0.0,0.0,0.05,0.1
6.7,0.0186625,0.0125,0.0,0.02196246,0.0,0.0,0.0375,0.075
6.8,0.013,0.0125,0.0,0.017149536,0.0,0.0,0.025,0.0625
6.9,0.0095375,0.0,0.0,0.014263881,0.0,0.0,0.025,0.05
7.0,0.007025,0.0,0.0,0.01174627,0.0,0.0,0.0125,0.0375
7.1,0.00495,0.0,0.0,0.009793156,0.0,0.0,0.0125,0.0375
7.2,0.0033375,0.0,0.0,0.0076861186,0.0,0.0,0.0125,0.025
7.3,0.002275,0.0,0.0,0.0057701967,0.0,0.0,0.0,0.0125
7.4,0.0015125,0.0,0.0,0.004515416,0.0,0.0,0.0,0.0125
7.5,9.75E-4,0.0,0.0,0.0037081835,0.0,0.0,0.0,0.0125
7.6,6.375E-4,0.0,0.0,0.0028627852,0.0,0.0,0.0,0.0125
7.7,3.125E-4,0.0,0.0,0.0019525384,0.0,0.0,0.0,0.0
7.8,1.875E-4,0.0,0.0,0.0015201659,0.0,0.0,0.0,0.0
7.9,1.0E-4,0.0,0.0,0.0011141101,0.0,0.0,0.0,0.0
8.0,5.0E-5,0.0,0.0,7.893815E-4,0.0,0.0,0.0,0.0
8.1,2.5E-5,0.0,0.0,5.5873714E-4,0.0,0.0,0.0,0.0
8.2,1.25E-5,0.0,0.0,3.952847E-4,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
