Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob
861,Airport Lake,0.0,0.0
667,Almanor 2011 CFM,0.0,0.0
219,Anacapa-Dume alt 1,8.0E-5,0.008
197,Anaheim,0.0,0.0
722,Antelope Valley 2011,0.0,0.0
845,Ash Hill,0.0,0.0
881,Baker,2.0E-5,0.002
668,Bartlett Springs 2011 CFM,8.2E-4,0.082
669,Battle Creek 2011 CFM,0.0,0.0
842,Bear River fault zone,0.0,0.0
581,Bennett Valley 2011 CFM,0.0,0.0
158,Bicycle Lake,0.0,0.0
741,Big Lagoon - Bald Mtn 2011 CFM,2.7E-4,0.027
192,Big Pine (Central),1.0E-5,0.001
191,Big Pine (East),4.0E-5,0.004
200,Big Pine (West),0.0,0.0
87,Blackwater,0.0,0.0
169,Blue Cut,0.0,0.0
170,Brawley (Seismic Zone) alt 1,0.00111,0.11
541,Breckenridge 2011,0.0,0.0
882,Bullion Mountains,0.0,0.0
94,Burnt Mtn,0.0,0.0
561,Butano 2011 CFM,0.0,0.0
165,Cady,0.0,0.0
602,Calaveras (Central) 2011 CFM,3.2E-4,0.032
601,Calaveras (No) 2011 CFM,4.0E-5,0.004
621,Calaveras (So) - Paicines extension 2011 CFM,2.7E-4,0.027
603,Calaveras (So) 2011 CFM,3.0E-4,0.03
88,Calico-Hidalgo,2.5E-4,0.025
724,Camp Rock 2011,9.0E-5,0.009
173,Canada David (Detachment),0.0,0.0
176,Carlsbad,3.0E-5,0.003
721,Carson Range (Genoa),0.0,0.0
670,Casmalia 2011 CFM,3.0E-5,0.003
34,Cedar Mtn-Mahogany Mtn,0.0,0.0
172,Cerro Prieto,0.0,0.0
129,Channel Islands Thrust,4.0E-5,0.004
214,Channel Islands Western Deep Ramp,7.0E-5,0.007
238,Chino alt 1,4.0E-5,0.004
124,Clamshell-Sawpit,5.0E-5,0.005
844,Clayton,0.0,0.0
81,Cleghorn,6.0E-5,0.006
884,Cleghorn Lake,0.0,0.0
883,Cleghorn Pass,0.0,0.0
582,Collayami 2011 CFM,0.0,0.0
184,Compton,7.0E-5,0.007
622,Concord 2011 CFM,9.0E-5,0.009
626,Contra Costa (Lafayette) 2011 CFM,1.0E-5,0.001
633,Contra Costa Shear Zone (connector) 2011 CFM,1.0E-5,0.001
776,Coronado Bank alt1,0.0,0.0
157,Coyote Canyon,0.0,0.0
163,Coyote Lake,0.0,0.0
125,Cucamonga,1.2E-4,0.012
894,Davis Creek,0.0,0.0
