Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob
861,Airport Lake,2.9E-4,0.029
667,Almanor 2011 CFM,0.00247,0.227
219,Anacapa-Dume alt 1,2.6E-4,0.026
197,Anaheim,9.0E-5,0.009
722,Antelope Valley 2011,0.00109,0.105
845,Ash Hill,0.00108,0.101
881,Baker,1.9E-4,0.019
668,Bartlett Springs 2011 CFM,0.00232,0.213
669,Battle Creek 2011 CFM,2.0E-4,0.02
842,Bear River fault zone,9.3E-4,0.091
581,Bennett Valley 2011 CFM,0.0012,0.116
158,Bicycle Lake,0.00153,0.142
741,Big Lagoon - Bald Mtn 2011 CFM,9.0E-4,0.087
192,Big Pine (Central),6.6E-4,0.065
191,Big Pine (East),3.5E-4,0.035
200,Big Pine (West),4.0E-5,0.004
87,Blackwater,0.00109,0.103
169,Blue Cut,9.6E-4,0.087
170,Brawley (Seismic Zone) alt 1,0.01143,0.756
541,Breckenridge 2011,3.0E-5,0.003
882,Bullion Mountains,5.4E-4,0.052
94,Burnt Mtn,6.3E-4,0.063
561,Butano 2011 CFM,2.7E-4,0.027
165,Cady,7.9E-4,0.077
602,Calaveras (Central) 2011 CFM,0.00547,0.45
601,Calaveras (No) 2011 CFM,0.00186,0.182
621,Calaveras (So) - Paicines extension 2011 CFM,0.00583,0.47
603,Calaveras (So) 2011 CFM,0.006,0.502
88,Calico-Hidalgo,0.00177,0.165
724,Camp Rock 2011,6.9E-4,0.068
173,Canada David (Detachment),1.0E-4,0.01
176,Carlsbad,3.2E-4,0.032
721,Carson Range (Genoa),0.00133,0.127
670,Casmalia 2011 CFM,1.7E-4,0.017
34,Cedar Mtn-Mahogany Mtn,0.00117,0.102
172,Cerro Prieto,0.01268,0.837
129,Channel Islands Thrust,0.00115,0.104
214,Channel Islands Western Deep Ramp,3.8E-4,0.032
238,Chino alt 1,0.00167,0.158
124,Clamshell-Sawpit,1.6E-4,0.015
844,Clayton,5.5E-4,0.055
81,Cleghorn,3.3E-4,0.033
884,Cleghorn Lake,9.2E-4,0.084
883,Cleghorn Pass,7.4E-4,0.066
582,Collayami 2011 CFM,7.9E-4,0.076
184,Compton,2.3E-4,0.023
622,Concord 2011 CFM,0.00237,0.229
626,Contra Costa (Lafayette) 2011 CFM,2.4E-4,0.024
633,Contra Costa Shear Zone (connector) 2011 CFM,5.1E-4,0.05
776,Coronado Bank alt1,0.00363,0.304
157,Coyote Canyon,0.00239,0.201
163,Coyote Lake,0.00109,0.104
125,Cucamonga,3.8E-4,0.038
894,Davis Creek,0.00116,0.092
245,Death Valley (Black Mtns Frontal),6.2E-4,0.062
45,Death Valley (Fish Lake Valley),0.00148,0.144
46,Death Valley (No),7.5E-4,0.073
246,Death Valley (So),9.2E-4,0.091
51,Deep Springs,7.5E-4,0.075
230,Del Valle,3.1E-4,0.031
889,Dog Valley,2.0E-4,0.02
888,Dry Mountain,2.2E-4,0.022
249,Earthquake Valley,7.0E-4,0.069
255,Earthquake Valley (No  Extension),7.8E-4,0.078
256,Earthquake Valley (So Extension),0.00114,0.111
671,East Huasna 2011 CFM,3.0E-5,0.003
672,Eaton Roughs 2011 CFM,0.00306,0.258
96,Elmore Ranch,0.0037,0.33
103,Elsinore (Coyote Mountains),0.00138,0.134
296,Elsinore (Glen Ivy) rev,0.00651,0.515
102,Elsinore (Julian),2.8E-4,0.028
402,Elsinore (Stepovers Combined),5.8E-4,0.058
299,Elsinore (Temecula) rev,7.3E-4,0.072
196,Elysian Park (Lower CFM),1.0E-4,0.01
146,Elysian Park (Upper),0.00122,0.114
90,Emerson-Copper Mtn 2011,8.9E-4,0.086
95,Eureka Peak,0.0012,0.12
20,Fickle Hill (alt1),1.6E-4,0.016
698,Fish Slough 2011 CFM,1.6E-4,0.016
893,Fitzhugh Creek,2.3E-4,0.022
204,Fontana (Seismicity),2.0E-4,0.02
634,Franklin 2011 CFM,5.8E-4,0.058
699,Garberville - Briceland 2011 CFM,0.00202,0.194
159,Garlic Springs,0.00132,0.126
341,Garlock (Central),0.00175,0.168
48,Garlock (East),0.00283,0.245
49,Garlock (West),5.6E-4,0.056
700,Gillem - Big Crack 2011 CFM,8.1E-4,0.069
160,Goldstone Lake,0.00192,0.176
701,Goose Lake 2011 CFM,1.6E-4,0.016
86,Gravel Hills-Harper Lk,0.00132,0.127
131,Great Valley 01,1.5E-4,0.015
133,Great Valley 02,1.7E-4,0.016
132,Great Valley 03 Mysterious Ridge,0.00145,0.136
383,Great Valley 03a Dunnigan Hills,0.00137,0.118
134,Great Valley 04a Trout Creek,6.5E-4,0.063
381,Great Valley 04b Gordon Valley,0.00137,0.132
717,Great Valley 05 Pittsburg - Kirby Hills alt1,0.00165,0.146
645,Great Valley 06 (Midland) 2011 CFM alt1,6.1E-4,0.058
136,Great Valley 07 (Orestimba),0.00149,0.137
137,Great Valley 08 (Quinto),7.6E-4,0.076
151,Great Valley 09 (Laguna Seca),0.00244,0.221
138,Great Valley 10 (Panoche),5.0E-4,0.05
139,Great Valley 11,9.6E-4,0.094
140,Great Valley 12,2.2E-4,0.022
142,Great Valley 13 (Coalinga),3.2E-4,0.032
141,Great Valley 14 (Kettleman Hills),2.1E-4,0.021
623,Green Valley 2011 CFM,0.00466,0.402
636,Greenville (No) 2011 CFM,0.00137,0.13
635,Greenville (So) 2011 CFM,0.0015,0.142
702,Hartley Springs 2011 CFM,5.8E-4,0.058
37,Hat Creek-McArthur-Mayfield,0.00153,0.144
639,Hayward (No) 2011 CFM,0.00302,0.287
638,Hayward (So) 2011 CFM,0.00667,0.562
637,Hayward (So) extension 2011 CFM,0.00502,0.438
167,Hector Mine,7.0E-4,0.068
84,Helendale-So Lockhart,7.0E-4,0.069
703,Hilton Creek 2011 CFM,8.0E-4,0.08
108,Hollywood,5.0E-4,0.047
228,Holser alt 1,2.2E-4,0.022
723,Homestead Valley 2011,6.2E-4,0.061
704,Honey Lake 2011 CFM,0.00242,0.219
30,Hosgri,0.00113,0.102
208,Hosgri (Extension),4.7E-4,0.047
50,Hunter Mountain-Saline Valley,0.00173,0.167
677,Hunting Creek - Bartlett Springs connector 2011,0.00252,0.239
640,Hunting Creek - Berryessa 2011 CFM,0.00687,0.517
97,Imperial,0.01258,0.797
678,Incline Village 2011 CFM,2.0E-5,0.002
65,Independence rev 2011,2.4E-4,0.024
892,Jess Valley,1.2E-4,0.011
91,Johnson Valley (No) 2011 rev,9.6E-4,0.093
168,Joshua Tree (Seismicity),6.0E-5,0.006
679,Keddie Ridge 2011 CFM,9.6E-4,0.092
542,Kern Canyon (Lake Isabella) 2011,1.5E-4,0.015
544,Kern Canyon (North Kern) 2011,2.6E-4,0.026
543,Kern Canyon (South Kern) 2011,1.8E-4,0.018
92,Kickapoo,8.4E-4,0.083
680,King Range 2011 CFM,8.2E-4,0.078
641,La Panza 2011,2.0E-4,0.02
104,Laguna Salada,0.00261,0.24
207,Lake Isabella (Seismicity),3.1E-4,0.031
642,Las Positas,4.4E-4,0.044
890,Last Chance,1.1E-4,0.011
85,Lenwood-Lockhart-Old Woman Springs,0.0015,0.141
705,Likely 2011 CFM,0.00101,0.097
681,Lions Head 2011 CFM,2.0E-5,0.002
144,Little Lake,9.5E-4,0.093
16,Little Salmon (Offshore),6.8E-4,0.068
17,Little Salmon (Onshore),0.00135,0.133
683,Los Alamos 2011 CFM,3.3E-4,0.033
780,Los Alamos extension,2.1E-4,0.021
643,Los Medanos - Roe Island,4.0E-5,0.004
74,Los Osos 2011,1.9E-4,0.019
201,Lost Hills,0.00106,0.102
166,Ludlow,8.3E-4,0.08
644,Maacama 2011 CFM,0.00441,0.392
22,Mad River (alt1),5.4E-4,0.053
221,Malibu Coast (Extension) alt 1,4.7E-4,0.045
220,Malibu Coast alt 1,8.5E-4,0.084
164,Manix-Afton Hills,4.4E-4,0.043
21,McKinleyville (alt1),6.7E-4,0.066
155,McLean Lake,0.00112,0.11
13,Mendocino,0.01658,0.872
605,Mission (connected) 2011 CFM,0.00112,0.111
250,Mission Creek,4.9E-4,0.049
779,Mission Hills 2011,5.9E-4,0.058
78,Mission Ridge-Arroyo Parida-Santa Ana,0.00258,0.211
686,Mohawk Valley 2011 CFM,7.4E-4,0.072
707,Mono Lake 2011 CFM,8.0E-4,0.079
646,Monte Vista - Shannon 2011 CFM,0.0015,0.138
11,Monterey Bay-Tularcitos,0.00133,0.125
188,Morales (East),6.0E-5,0.006
187,Morales (West),4.0E-5,0.004
711,Mount Diablo Thrust North CFM,5.4E-4,0.054
713,Mount Diablo Thrust South,9.3E-4,0.089
156,Nelson Lake,7.3E-4,0.064
122,Newport-Inglewood (Offshore),7.0E-4,0.066
235,Newport-Inglewood alt 1,9.7E-4,0.092
83,North Frontal  (East),2.3E-4,0.023
82,North Frontal  (West),1.8E-4,0.018
199,North Salt Lake,2.4E-4,0.023
687,North Tahoe 2011 CFM,7.2E-4,0.071
130,Northridge,5.7E-4,0.056
211,Northridge Hills,7.0E-5,0.007
116,Oak Ridge (Onshore),9.2E-4,0.083
709,Oceanic - West Huasna,0.00152,0.141
777,Oceanside alt1,5.0E-4,0.047
921,Ortigalita (North),0.00422,0.325
9,Ortigalita (South),0.00164,0.152
64,Owens Valley,1.5E-4,0.015
891,Owens Valley Keough Hot Springs,3.4E-4,0.034
47,Owl Lake,0.00282,0.247
841,Ozena,8.0E-5,0.008
109,Palos Verdes,0.00206,0.2
244,Panamint Valley,0.0012,0.114
162,Paradise,8.1E-4,0.077
186,Peralta Hills,1.0E-4,0.01
647,Pilarcitos 2011 CFM,1.4E-4,0.014
193,Pine Mtn,3.9E-4,0.037
93,Pinto Mtn,0.00198,0.173
