Duration (years),Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
1.0,0.68625,0.0,0.0,2.7963636,0.0,0.0,1.0,6.0
2.0,0.68625,0.0,0.0,2.3403792,0.0,0.0,1.0,5.5
4.0,0.68625,0.0,0.0,1.9758693,0.0,0.0,1.0,5.25
6.0,0.7089583,0.16666667,0.0,1.8383178,0.0,0.0,1.1666666,5.1666665
8.0,0.7089583,0.125,0.0,1.7401142,0.0,0.0,1.125,5.125
10.0,0.68625,0.1,0.0,1.6179919,0.0,0.0,1.2,4.9
12.0,0.7089583,0.16666667,0.0,1.569323,0.0,0.0,1.3333334,4.9166665
14.0,0.6977551,0.14285715,0.0,1.5010897,0.0,0.0,1.3571428,4.785714
16.0,0.7089583,0.125,0.0,1.4587731,0.0,0.0,1.4375,4.6875
18.0,0.74538887,0.16666667,0.0,1.442083,0.0,0.0,1.5,4.8333335
20.0,0.68625,0.15,0.0,1.3317076,0.0,0.0,1.35,4.4
22.0,0.75852275,0.18181819,0.0,1.3553251,0.0,0.0,1.5,4.5454545
24.0,0.7089583,0.16666667,0.0,1.2729089,0.0,0.0,1.4166666,4.25
26.0,0.8332308,0.30769232,0.0,1.3300864,0.0,0.03846154,1.6153846,4.4615383
28.0,0.78664285,0.2857143,0.0,1.2659712,0.0,0.035714287,1.5,4.214286
30.0,0.74538887,0.26666668,0.0,1.2025942,0.0,0.033333335,1.4333333,4.0
32.0,0.7089583,0.25,0.0,1.1469693,0.0,0.03125,1.34375,3.8125
34.0,0.9288088,0.5882353,0.029411765,1.2463298,0.0,0.05882353,1.7058823,4.470588
36.0,0.88655555,0.5555556,0.027777778,1.1933366,0.0,0.055555556,1.6111112,4.1944447
38.0,0.8500263,0.5263158,0.02631579,1.1486012,0.0,0.05263158,1.5526316,4.0526314
40.0,0.817925,0.5,0.025,1.1146563,0.0,0.05,1.475,3.95
42.0,0.78664285,0.47619048,0.023809524,1.0808309,0.0,0.04761905,1.4285715,3.7619047
44.0,0.75852275,0.45454547,0.022727273,1.0470407,0.0,0.045454547,1.3636364,3.6818182
46.0,0.7329674,0.4347826,0.02173913,1.0199245,0.0,0.04347826,1.3478261,3.5217392
48.0,0.7089583,0.4375,0.020833334,0.9900583,0.0,0.041666668,1.2916666,3.4791667
50.0,0.68625,0.42,0.02,0.9621811,0.0,0.04,1.24,3.34
52.0,1.1434616,0.8076923,0.5,1.0732874,0.26923078,0.46153846,1.75,3.8269231
54.0,1.1096296,0.7777778,0.4814815,1.0417476,0.25925925,0.44444445,1.6851852,3.7222223
56.0,1.0802857,0.76785713,0.4642857,1.0139813,0.25,0.42857143,1.6428572,3.5892856
58.0,1.0529138,0.7413793,0.44827586,0.9900392,0.2413793,0.41379312,1.6206896,3.5
60.0,1.0249333,0.71666664,0.53333336,0.9676893,0.23333333,0.4,1.5666667,3.3833334
62.0,0.9983871,0.6935484,0.516129,0.94328094,0.22580644,0.38709676,1.532258,3.3064516
64.0,0.97442186,0.6875,0.5,0.9220979,0.21875,0.375,1.515625,3.203125
66.0,0.9505303,0.6666667,0.5,0.9001745,0.21212122,0.36363637,1.469697,3.1060605
68.0,0.9288088,0.6617647,0.4852941,0.8818189,0.20588236,0.3529412,1.4411764,3.0294118
70.0,0.9077714,0.64285713,0.47142857,0.86296016,0.2,0.34285715,1.4142857,2.9571428
72.0,0.88655555,0.625,0.3611111,0.843471,0.19444445,0.33333334,1.375,2.8888888
74.0,0.86756754,0.6081081,0.3243243,0.8254774,0.1891892,0.3243243,1.3513514,2.8513513
76.0,0.8500263,0.59210527,0.34210527,0.8092326,0.18421052,0.31578946,1.3157895,2.868421
78.0,0.8332308,0.5769231,0.42307693,0.79363614,0.17948718,0.32051283,1.2948718,2.8076923
80.0,0.817925,0.575,0.4125,0.78938085,0.175,0.3125,1.275,2.75
82.0,0.80212194,0.5609756,0.40243903,0.77620566,0.17073171,0.30487806,1.2439024,2.707317
84.0,0.78664285,0.54761904,0.39285713,0.7628467,0.16666667,0.29761904,1.2261904,2.6785715
86.0,0.77255815,0.53488374,0.38372093,0.7512408,0.1627907,0.29069766,1.2093023,2.6511629
88.0,0.75852275,0.52272725,0.375,0.74088246,0.1590909,0.2840909,1.1931819,2.590909
90.0,0.74538887,0.51111114,0.36666667,0.7308783,0.15555556,0.2777778,1.1666666,2.5333333
92.0,0.7329674,0.5,0.35869566,0.7193449,0.1521739,0.27173913,1.1413044,2.4782608
94.0,0.7205851,0.4893617,0.35106382,0.7089229,0.14893617,0.26595744,1.1170213,2.4787233
96.0,0.7089583,0.47916666,0.34375,0.6986377,0.14583333,0.27083334,1.09375,2.4270833
98.0,0.6977551,0.47959185,0.33673468,0.6883011,0.15306123,0.26530612,1.0816326,2.4285715
100.0,0.68625,0.47,0.33,0.6770783,0.15,0.26,1.07,2.39
