Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob
861,Airport Lake,2.8E-4,0.028
667,Almanor 2011 CFM,7.4E-4,0.073
219,Anacapa-Dume alt 1,2.5E-4,0.025
197,Anaheim,4.0E-5,0.004
722,Antelope Valley 2011,6.3E-4,0.063
845,Ash Hill,3.1E-4,0.031
881,Baker,1.2E-4,0.012
668,Bartlett Springs 2011 CFM,0.00174,0.166
669,Battle Creek 2011 CFM,2.2E-4,0.022
842,Bear River fault zone,4.5E-4,0.045
581,Bennett Valley 2011 CFM,5.6E-4,0.056
158,Bicycle Lake,3.3E-4,0.033
741,Big Lagoon - Bald Mtn 2011 CFM,8.7E-4,0.084
192,Big Pine (Central),6.0E-5,0.006
191,Big Pine (East),7.0E-5,0.007
200,Big Pine (West),2.0E-5,0.002
87,Blackwater,2.7E-4,0.026
169,Blue Cut,3.6E-4,0.036
170,Brawley (Seismic Zone) alt 1,0.00766,0.628
541,Breckenridge 2011,3.0E-5,0.003
882,Bullion Mountains,3.8E-4,0.038
94,Burnt Mtn,5.6E-4,0.056
561,Butano 2011 CFM,1.4E-4,0.014
165,Cady,3.0E-4,0.03
602,Calaveras (Central) 2011 CFM,0.00322,0.303
601,Calaveras (No) 2011 CFM,0.00157,0.156
621,Calaveras (So) - Paicines extension 2011 CFM,0.00339,0.31
603,Calaveras (So) 2011 CFM,0.00276,0.271
88,Calico-Hidalgo,7.9E-4,0.077
724,Camp Rock 2011,3.5E-4,0.035
173,Canada David (Detachment),1.1E-4,0.011
176,Carlsbad,1.1E-4,0.011
721,Carson Range (Genoa),9.5E-4,0.094
670,Casmalia 2011 CFM,1.5E-4,0.015
34,Cedar Mtn-Mahogany Mtn,3.6E-4,0.036
172,Cerro Prieto,0.01061,0.768
129,Channel Islands Thrust,0.00105,0.099
214,Channel Islands Western Deep Ramp,3.5E-4,0.034
238,Chino alt 1,3.8E-4,0.038
124,Clamshell-Sawpit,1.0E-4,0.01
844,Clayton,3.5E-4,0.035
81,Cleghorn,1.3E-4,0.013
884,Cleghorn Lake,5.5E-4,0.052
883,Cleghorn Pass,0.0,0.0
582,Collayami 2011 CFM,1.2E-4,0.012
184,Compton,3.1E-4,0.03
622,Concord 2011 CFM,0.00119,0.119
626,Contra Costa (Lafayette) 2011 CFM,2.4E-4,0.024
633,Contra Costa Shear Zone (connector) 2011 CFM,3.8E-4,0.038
776,Coronado Bank alt1,0.00106,0.104
157,Coyote Canyon,8.1E-4,0.073
163,Coyote Lake,7.3E-4,0.071
125,Cucamonga,2.9E-4,0.029
894,Davis Creek,8.0E-5,0.008
245,Death Valley (Black Mtns Frontal),5.5E-4,0.054
45,Death Valley (Fish Lake Valley),7.8E-4,0.075
46,Death Valley (No),5.3E-4,0.053
246,Death Valley (So),8.5E-4,0.083
51,Deep Springs,8.0E-4,0.08
230,Del Valle,2.0E-4,0.02
889,Dog Valley,1.2E-4,0.012
888,Dry Mountain,7.0E-5,0.007
249,Earthquake Valley,6.7E-4,0.067
255,Earthquake Valley (No  Extension),7.4E-4,0.072
256,Earthquake Valley (So Extension),5.3E-4,0.053
671,East Huasna 2011 CFM,4.0E-5,0.004
672,Eaton Roughs 2011 CFM,0.00192,0.17
96,Elmore Ranch,0.00104,0.104
103,Elsinore (Coyote Mountains),5.3E-4,0.052
296,Elsinore (Glen Ivy) rev,0.00104,0.099
102,Elsinore (Julian),2.5E-4,0.025
402,Elsinore (Stepovers Combined),4.7E-4,0.047
299,Elsinore (Temecula) rev,3.9E-4,0.039
196,Elysian Park (Lower CFM),4.0E-5,0.004
146,Elysian Park (Upper),9.1E-4,0.089
90,Emerson-Copper Mtn 2011,7.4E-4,0.072
95,Eureka Peak,1.0E-5,0.001
20,Fickle Hill (alt1),2.4E-4,0.024
698,Fish Slough 2011 CFM,8.0E-5,0.008
893,Fitzhugh Creek,6.0E-5,0.006
204,Fontana (Seismicity),8.0E-5,0.008
634,Franklin 2011 CFM,4.0E-4,0.04
699,Garberville - Briceland 2011 CFM,0.00193,0.185
159,Garlic Springs,2.7E-4,0.027
341,Garlock (Central),0.00121,0.116
48,Garlock (East),0.00102,0.099
49,Garlock (West),4.9E-4,0.049
700,Gillem - Big Crack 2011 CFM,1.6E-4,0.016
160,Goldstone Lake,7.8E-4,0.078
701,Goose Lake 2011 CFM,6.0E-5,0.006
86,Gravel Hills-Harper Lk,5.0E-4,0.05
131,Great Valley 01,3.0E-5,0.003
133,Great Valley 02,4.0E-5,0.004
132,Great Valley 03 Mysterious Ridge,7.6E-4,0.073
383,Great Valley 03a Dunnigan Hills,0.0,0.0
134,Great Valley 04a Trout Creek,5.2E-4,0.052
381,Great Valley 04b Gordon Valley,4.2E-4,0.042
717,Great Valley 05 Pittsburg - Kirby Hills alt1,0.0,0.0
645,Great Valley 06 (Midland) 2011 CFM alt1,5.3E-4,0.052
136,Great Valley 07 (Orestimba),2.8E-4,0.028
137,Great Valley 08 (Quinto),2.1E-4,0.021
151,Great Valley 09 (Laguna Seca),6.9E-4,0.069
138,Great Valley 10 (Panoche),5.1E-4,0.051
139,Great Valley 11,4.2E-4,0.042
140,Great Valley 12,1.8E-4,0.018
142,Great Valley 13 (Coalinga),4.9E-4,0.049
141,Great Valley 14 (Kettleman Hills),2.2E-4,0.022
623,Green Valley 2011 CFM,0.00269,0.252
636,Greenville (No) 2011 CFM,0.00124,0.117
635,Greenville (So) 2011 CFM,6.9E-4,0.068
702,Hartley Springs 2011 CFM,3.3E-4,0.033
37,Hat Creek-McArthur-Mayfield,4.2E-4,0.042
639,Hayward (No) 2011 CFM,0.00286,0.269
638,Hayward (So) 2011 CFM,0.00502,0.447
637,Hayward (So) extension 2011 CFM,0.00157,0.147
167,Hector Mine,3.4E-4,0.033
84,Helendale-So Lockhart,4.3E-4,0.043
703,Hilton Creek 2011 CFM,7.8E-4,0.078
108,Hollywood,5.0E-4,0.048
228,Holser alt 1,2.0E-4,0.02
723,Homestead Valley 2011,4.6E-4,0.045
704,Honey Lake 2011 CFM,0.00103,0.101
30,Hosgri,8.1E-4,0.076
208,Hosgri (Extension),1.6E-4,0.016
50,Hunter Mountain-Saline Valley,0.00114,0.112
677,Hunting Creek - Bartlett Springs connector 2011,0.00131,0.13
640,Hunting Creek - Berryessa 2011 CFM,0.00241,0.231
97,Imperial,0.00826,0.653
678,Incline Village 2011 CFM,4.0E-5,0.004
65,Independence rev 2011,1.5E-4,0.015
892,Jess Valley,5.0E-5,0.005
91,Johnson Valley (No) 2011 rev,5.5E-4,0.054
168,Joshua Tree (Seismicity),6.0E-5,0.006
679,Keddie Ridge 2011 CFM,2.2E-4,0.021
542,Kern Canyon (Lake Isabella) 2011,3.0E-5,0.003
544,Kern Canyon (North Kern) 2011,6.0E-5,0.006
543,Kern Canyon (South Kern) 2011,4.0E-5,0.004
92,Kickapoo,2.0E-4,0.02
680,King Range 2011 CFM,1.6E-4,0.016
641,La Panza 2011,9.0E-5,0.008
104,Laguna Salada,6.7E-4,0.067
207,Lake Isabella (Seismicity),1.4E-4,0.014
642,Las Positas,0.0,0.0
890,Last Chance,1.0E-4,0.01
85,Lenwood-Lockhart-Old Woman Springs,8.1E-4,0.075
705,Likely 2011 CFM,2.6E-4,0.026
681,Lions Head 2011 CFM,3.0E-5,0.003
144,Little Lake,3.2E-4,0.032
