Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob
861,Airport Lake,0.0,0.0
667,Almanor 2011 CFM,0.0,0.0
219,Anacapa-Dume alt 1,7.0E-5,0.007
197,Anaheim,0.0,0.0
722,Antelope Valley 2011,0.0,0.0
845,Ash Hill,0.0,0.0
881,Baker,4.0E-5,0.004
668,Bartlett Springs 2011 CFM,6.5E-4,0.065
669,Battle Creek 2011 CFM,0.0,0.0
842,Bear River fault zone,0.0,0.0
581,Bennett Valley 2011 CFM,3.0E-5,0.003
158,Bicycle Lake,0.0,0.0
741,Big Lagoon - Bald Mtn 2011 CFM,1.7E-4,0.017
192,Big Pine (Central),1.0E-5,0.001
191,Big Pine (East),2.0E-5,0.002
200,Big Pine (West),0.0,0.0
87,Blackwater,0.0,0.0
169,Blue Cut,0.0,0.0
170,Brawley (Seismic Zone) alt 1,0.00118,0.118
541,Breckenridge 2011,0.0,0.0
882,Bullion Mountains,0.0,0.0
94,Burnt Mtn,0.0,0.0
561,Butano 2011 CFM,4.0E-5,0.004
165,Cady,0.0,0.0
602,Calaveras (Central) 2011 CFM,3.4E-4,0.034
601,Calaveras (No) 2011 CFM,9.0E-5,0.009
621,Calaveras (So) - Paicines extension 2011 CFM,2.7E-4,0.027
603,Calaveras (So) 2011 CFM,3.0E-4,0.03
88,Calico-Hidalgo,1.8E-4,0.018
724,Camp Rock 2011,4.0E-5,0.004
173,Canada David (Detachment),0.0,0.0
176,Carlsbad,3.0E-5,0.003
721,Carson Range (Genoa),0.0,0.0
670,Casmalia 2011 CFM,5.0E-5,0.005
34,Cedar Mtn-Mahogany Mtn,0.0,0.0
172,Cerro Prieto,0.0,0.0
129,Channel Islands Thrust,3.0E-5,0.003
214,Channel Islands Western Deep Ramp,4.0E-5,0.004
238,Chino alt 1,1.0E-5,0.001
124,Clamshell-Sawpit,2.0E-5,0.002
844,Clayton,1.0E-5,0.001
81,Cleghorn,3.0E-5,0.003
884,Cleghorn Lake,0.0,0.0
883,Cleghorn Pass,0.0,0.0
582,Collayami 2011 CFM,0.0,0.0
184,Compton,8.0E-5,0.008
622,Concord 2011 CFM,6.0E-5,0.006
626,Contra Costa (Lafayette) 2011 CFM,4.0E-5,0.004
633,Contra Costa Shear Zone (connector) 2011 CFM,6.0E-5,0.006
776,Coronado Bank alt1,0.0,0.0
157,Coyote Canyon,0.0,0.0
163,Coyote Lake,0.0,0.0
125,Cucamonga,1.6E-4,0.016
894,Davis Creek,0.0,0.0
