Magnitude,Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
5.0,0.0847625,0.0625,0.0375,0.096017614,0.0,0.025,0.125,0.3375
5.1,0.06735,0.05,0.025,0.07800481,0.0,0.0125,0.1,0.275
5.2,0.053825,0.0375,0.025,0.064738885,0.0,0.0125,0.0875,0.225
5.3,0.0426125,0.025,0.0125,0.053581268,0.0,0.0125,0.075,0.1875
5.4,0.0338625,0.025,0.0125,0.043327123,0.0,0.0,0.0625,0.15
5.5,0.026675,0.0125,0.0125,0.035978135,0.0,0.0,0.05,0.125
5.6,0.0215125,0.0125,0.0,0.029892718,0.0,0.0,0.0375,0.1125
5.7,0.0168625,0.0125,0.0,0.024644619,0.0,0.0,0.0375,0.0875
5.8,0.01265,0.0125,0.0,0.019993806,0.0,0.0,0.025,0.0625
5.9,0.009775,0.0,0.0,0.017349362,0.0,0.0,0.025,0.0625
6.0,0.007525,0.0,0.0,0.014366394,0.0,0.0,0.0125,0.0375
6.1,0.0056625,0.0,0.0,0.011796991,0.0,0.0,0.0125,0.0375
6.2,0.004625,0.0,0.0,0.010426797,0.0,0.0,0.0125,0.0375
6.3,0.003625,0.0,0.0,0.008877679,0.0,0.0,0.0125,0.025
6.4,0.0029875,0.0,0.0,0.0077486215,0.0,0.0,0.0125,0.025
6.5,0.002225,0.0,0.0,0.006105256,0.0,0.0,0.0,0.025
6.6,0.0016,0.0,0.0,0.0051201773,0.0,0.0,0.0,0.0125
6.7,0.0010875,0.0,0.0,0.0040220977,0.0,0.0,0.0,0.0125
6.8,8.625E-4,0.0,0.0,0.0036298097,0.0,0.0,0.0,0.0125
6.9,5.875E-4,0.0,0.0,0.0028734736,0.0,0.0,0.0,0.0125
7.0,4.25E-4,0.0,0.0,0.0024005494,0.0,0.0,0.0,0.0125
7.1,2.875E-4,0.0,0.0,0.0020347566,0.0,0.0,0.0,0.0
7.2,2.125E-4,0.0,0.0,0.0017107076,0.0,0.0,0.0,0.0
7.3,7.5E-5,0.0,0.0,9.6581975E-4,0.0,0.0,0.0,0.0
7.4,5.0E-5,0.0,0.0,7.893815E-4,0.0,0.0,0.0,0.0
7.5,1.25E-5,0.0,0.0,3.952847E-4,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
