Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.25527278,0.2762346,0.243
6.1,0.25527278,0.2762346,0.243
6.2,0.25527278,0.2762346,0.243
6.3,0.25527278,0.2762346,0.243
6.4,0.25527278,0.2762346,0.243
6.5,0.21803237,0.23866506,0.2
6.6,0.21803237,0.23866506,0.2
6.7,0.19876164,0.219276,0.177
6.8,0.19335775,0.21385762,0.173
6.9,0.18258727,0.20303571,0.16
7.0,0.17534195,0.19576421,0.148
7.1,0.16990003,0.19020574,0.142
7.2,0.1360346,0.15549599,0.109
7.3,0.12614892,0.14533585,0.096
7.4,0.11984061,0.13860607,0.088
7.5,0.101070024,0.11520955,0.072
7.6,0.09119583,0.10334564,0.063
7.7,0.07425504,0.08476997,0.052
7.8,0.039368838,0.048956383,0.026
7.9,0.00916513,0.0115290405,0.006
8.0,0.005444808,0.0063302456,0.004
8.1,0.0041010045,0.00463796,0.0
8.2,6.9458416E-4,7.0988556E-4,0.0
