Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob
861,Airport Lake,3.9E-4,0.038
667,Almanor 2011 CFM,0.00215,0.196
219,Anacapa-Dume alt 1,1.1E-4,0.011
197,Anaheim,9.0E-5,0.009
722,Antelope Valley 2011,8.2E-4,0.08
845,Ash Hill,8.9E-4,0.083
881,Baker,1.6E-4,0.015
668,Bartlett Springs 2011 CFM,0.00212,0.191
669,Battle Creek 2011 CFM,2.0E-4,0.02
842,Bear River fault zone,7.0E-4,0.069
581,Bennett Valley 2011 CFM,0.00124,0.117
158,Bicycle Lake,0.00126,0.116
741,Big Lagoon - Bald Mtn 2011 CFM,6.9E-4,0.064
192,Big Pine (Central),6.7E-4,0.061
191,Big Pine (East),6.3E-4,0.063
200,Big Pine (West),0.0,0.0
87,Blackwater,8.3E-4,0.076
169,Blue Cut,9.3E-4,0.088
170,Brawley (Seismic Zone) alt 1,0.01144,0.808
541,Breckenridge 2011,1.0E-5,0.001
882,Bullion Mountains,5.6E-4,0.054
94,Burnt Mtn,3.9E-4,0.039
561,Butano 2011 CFM,3.5E-4,0.033
165,Cady,9.6E-4,0.091
602,Calaveras (Central) 2011 CFM,0.00621,0.491
601,Calaveras (No) 2011 CFM,0.00219,0.209
621,Calaveras (So) - Paicines extension 2011 CFM,0.00655,0.522
603,Calaveras (So) 2011 CFM,0.00659,0.548
88,Calico-Hidalgo,0.00156,0.15
724,Camp Rock 2011,1.4E-4,0.014
173,Canada David (Detachment),1.1E-4,0.011
176,Carlsbad,1.9E-4,0.019
721,Carson Range (Genoa),0.00115,0.112
670,Casmalia 2011 CFM,1.4E-4,0.014
34,Cedar Mtn-Mahogany Mtn,8.5E-4,0.068
172,Cerro Prieto,0.01265,0.858
129,Channel Islands Thrust,8.3E-4,0.073
214,Channel Islands Western Deep Ramp,2.4E-4,0.023
238,Chino alt 1,0.00187,0.175
124,Clamshell-Sawpit,1.2E-4,0.012
844,Clayton,3.4E-4,0.034
81,Cleghorn,4.5E-4,0.045
884,Cleghorn Lake,0.00109,0.098
883,Cleghorn Pass,8.2E-4,0.073
582,Collayami 2011 CFM,8.0E-4,0.079
184,Compton,2.3E-4,0.023
622,Concord 2011 CFM,0.00251,0.239
626,Contra Costa (Lafayette) 2011 CFM,2.1E-4,0.021
633,Contra Costa Shear Zone (connector) 2011 CFM,6.0E-4,0.057
776,Coronado Bank alt1,0.00322,0.283
157,Coyote Canyon,0.00183,0.154
163,Coyote Lake,6.6E-4,0.062
125,Cucamonga,4.6E-4,0.046
894,Davis Creek,7.6E-4,0.063
245,Death Valley (Black Mtns Frontal),4.3E-4,0.043
45,Death Valley (Fish Lake Valley),0.00102,0.097
46,Death Valley (No),4.7E-4,0.047
246,Death Valley (So),7.7E-4,0.075
51,Deep Springs,5.7E-4,0.056
230,Del Valle,3.0E-4,0.03
889,Dog Valley,2.4E-4,0.024
888,Dry Mountain,1.0E-4,0.01
249,Earthquake Valley,6.1E-4,0.061
255,Earthquake Valley (No  Extension),8.0E-4,0.079
256,Earthquake Valley (So Extension),9.8E-4,0.097
671,East Huasna 2011 CFM,7.0E-5,0.007
672,Eaton Roughs 2011 CFM,0.00291,0.235
96,Elmore Ranch,0.00273,0.261
103,Elsinore (Coyote Mountains),0.00124,0.119
296,Elsinore (Glen Ivy) rev,0.00787,0.587
102,Elsinore (Julian),3.0E-4,0.029
402,Elsinore (Stepovers Combined),5.2E-4,0.051
299,Elsinore (Temecula) rev,6.4E-4,0.063
196,Elysian Park (Lower CFM),6.0E-5,0.006
146,Elysian Park (Upper),0.00137,0.127
90,Emerson-Copper Mtn 2011,2.7E-4,0.027
95,Eureka Peak,3.6E-4,0.036
20,Fickle Hill (alt1),2.7E-4,0.026
698,Fish Slough 2011 CFM,8.0E-5,0.008
893,Fitzhugh Creek,2.0E-4,0.018
204,Fontana (Seismicity),2.1E-4,0.021
634,Franklin 2011 CFM,7.7E-4,0.074
699,Garberville - Briceland 2011 CFM,0.00187,0.179
159,Garlic Springs,9.9E-4,0.094
341,Garlock (Central),0.00199,0.187
48,Garlock (East),0.00243,0.214
49,Garlock (West),9.4E-4,0.092
700,Gillem - Big Crack 2011 CFM,7.8E-4,0.069
160,Goldstone Lake,0.00141,0.129
701,Goose Lake 2011 CFM,1.3E-4,0.011
86,Gravel Hills-Harper Lk,0.00102,0.095
131,Great Valley 01,8.0E-5,0.008
133,Great Valley 02,1.0E-4,0.01
132,Great Valley 03 Mysterious Ridge,0.0013,0.12
383,Great Valley 03a Dunnigan Hills,9.0E-4,0.076
134,Great Valley 04a Trout Creek,7.1E-4,0.069
381,Great Valley 04b Gordon Valley,0.00116,0.109
717,Great Valley 05 Pittsburg - Kirby Hills alt1,0.00182,0.155
645,Great Valley 06 (Midland) 2011 CFM alt1,6.2E-4,0.06
136,Great Valley 07 (Orestimba),0.00137,0.125
137,Great Valley 08 (Quinto),6.7E-4,0.066
151,Great Valley 09 (Laguna Seca),0.00279,0.245
138,Great Valley 10 (Panoche),4.4E-4,0.044
139,Great Valley 11,7.0E-4,0.067
140,Great Valley 12,1.6E-4,0.016
142,Great Valley 13 (Coalinga),6.0E-5,0.006
141,Great Valley 14 (Kettleman Hills),6.0E-5,0.006
623,Green Valley 2011 CFM,0.00481,0.411
636,Greenville (No) 2011 CFM,0.00129,0.124
