Duration (years),Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
1.0,7.17341,6.0,4.0,7.564186,1.0,3.0,10.0,23.0
2.0,7.17341,6.0,5.0,5.666301,2.0,3.5,10.0,21.5
4.0,7.17341,6.25,5.0,4.2427535,2.75,4.25,9.5,18.75
6.0,7.175906,6.3333335,5.6666665,3.5539227,3.3333333,4.5,9.333333,17.333334
8.0,7.175906,6.375,5.375,3.15176,3.625,4.75,9.375,16.125
10.0,7.17341,6.4,5.4,2.8708215,3.8,4.9,9.3,15.3
12.0,7.175906,6.5,5.5833335,2.637716,4.0,5.0,9.166667,14.583333
14.0,7.1778774,6.571429,6.0,2.4772701,4.071429,5.142857,9.214286,13.857142
16.0,7.175906,6.625,5.8125,2.3087535,4.25,5.25,9.0625,13.4375
18.0,7.1822,6.6666665,5.888889,2.1912951,4.3333335,5.3333335,9.111111,12.888889
20.0,7.17341,6.7,6.25,2.0860932,4.45,5.35,9.0,12.65
22.0,7.1847954,6.7272725,6.1363635,2.007333,4.5,5.409091,9.0,12.272727
24.0,7.175906,6.75,5.9583335,1.933741,4.5833335,5.4583335,8.916667,12.166667
26.0,7.193308,6.8076925,5.9615383,1.8572917,4.6538463,5.5,8.923077,11.846154
28.0,7.1923094,6.821429,6.321429,1.8138666,4.642857,5.535714,8.928572,11.821428
30.0,7.1822,6.8333335,6.8,1.7176113,4.733333,5.6,8.866667,11.4
32.0,7.175906,6.875,5.84375,1.6554927,4.8125,5.625,8.78125,11.1875
34.0,7.2061324,6.882353,6.9411764,1.6102734,4.882353,5.7058825,8.794118,11.058824
36.0,7.1957917,6.9166665,7.138889,1.5629243,4.9722223,5.6944447,8.722222,10.888889
38.0,7.1943555,6.9210525,6.0,1.5275276,4.9736843,5.736842,8.684211,10.789474
40.0,7.1984377,6.95,6.9,1.5055779,4.975,5.725,8.65,10.625
42.0,7.1923094,6.952381,6.714286,1.4811118,4.9761906,5.7380953,8.642858,10.523809
44.0,7.1847954,6.931818,6.568182,1.4426596,5.0227275,5.7954545,8.613636,10.431818
46.0,7.177739,6.9565215,6.347826,1.3958731,5.0869565,5.826087,8.565217,10.326087
48.0,7.175906,6.9583335,6.8958335,1.369247,5.1041665,5.8333335,8.541667,10.270833
50.0,7.17341,6.98,6.28,1.3334206,5.12,5.88,8.52,10.18
52.0,7.1950192,7.0,6.8076925,1.2833614,5.173077,5.923077,8.480769,10.057693
54.0,7.194667,7.0185184,6.351852,1.2555666,5.185185,5.9444447,8.462963,9.981482
56.0,7.1861963,7.0,6.714286,1.230177,5.178571,5.982143,8.375,9.875
58.0,7.1849656,7.034483,6.448276,1.1967945,5.224138,6.0,8.344828,9.74138
60.0,7.1817164,7.016667,6.7166667,1.1706139,5.233333,6.0333333,8.333333,9.683333
62.0,7.183855,7.032258,6.016129,1.1491249,5.2580647,6.032258,8.370968,9.596774
64.0,7.195453,7.046875,6.96875,1.1271863,5.3125,6.078125,8.328125,9.5625
66.0,7.2000456,7.0454545,6.742424,1.1115416,5.3333335,6.1060605,8.318182,9.515152
68.0,7.2061324,7.029412,6.9411764,1.0947045,5.3088236,6.117647,8.279411,9.573529
70.0,7.1981,7.0571427,6.5285716,1.074685,5.4142857,6.1,8.285714,9.485714
72.0,7.1957917,7.0833335,6.8055553,1.0501623,5.4444447,6.111111,8.263889,9.416667
74.0,7.1886215,7.0540543,6.756757,1.0227551,5.4324327,6.1486487,8.243243,9.337838
76.0,7.1943555,7.0789475,6.7763157,1.0095805,5.4736843,6.1842103,8.197369,9.315789
78.0,7.193308,7.1025643,6.705128,0.9991523,5.5128207,6.217949,8.192307,9.397436
80.0,7.1984377,7.1125,6.775,0.99017864,5.5125,6.2125,8.175,9.35
82.0,7.1954026,7.097561,6.865854,0.99166584,5.4512196,6.219512,8.195122,9.414634
84.0,7.1923094,7.0833335,7.3809524,0.9790499,5.5,6.25,8.214286,9.309524
86.0,7.1875,7.104651,7.4069767,0.9657588,5.523256,6.22093,8.197675,9.290698
88.0,7.1847954,7.1136365,7.159091,0.9497626,5.5795455,6.2272725,8.170455,9.25
90.0,7.1822,7.1,6.766667,0.9391905,5.5666666,6.2444444,8.122222,9.233334
92.0,7.177739,7.1086955,7.304348,0.9211977,5.597826,6.271739,8.119565,9.173913
94.0,7.1737766,7.106383,6.989362,0.90818053,5.606383,6.2765956,8.106383,9.106383
96.0,7.175906,7.1041665,6.8020835,0.90080565,5.6770835,6.28125,8.083333,9.125
98.0,7.1778774,7.112245,6.397959,0.8894308,5.6836734,6.285714,8.061225,9.17347
100.0,7.17341,7.12,7.51,0.87816185,5.67,6.3,8.06,9.1
