Magnitude,Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
5.0,7.552708,6.275,4.65,4.5571914,3.8875,4.6875,9.9,19.4
5.1,5.996719,4.975,3.625,3.626504,3.0625,3.7125,7.825,15.425
5.2,4.76494,3.95,3.1625,2.8898978,2.4125,2.9375,6.25,12.2875
5.3,3.782698,3.1375,2.8125,2.3004954,1.875,2.325,4.975,9.8
5.4,3.0053022,2.5,2.2625,1.8322198,1.475,1.8375,3.975,7.7375
5.5,2.384179,1.9875,1.6875,1.4592648,1.1375,1.45,3.15,6.1625
5.6,1.8934687,1.575,1.225,1.1644537,0.875,1.15,2.5125,4.925
5.7,1.5030563,1.25,1.0375,0.93319833,0.6875,0.9,2.0,3.925
5.8,1.1934104,0.9875,0.925,0.7504068,0.525,0.7,1.6,3.0875
5.9,0.9463146,0.7875,0.675,0.59997755,0.4,0.55,1.275,2.4625
6.0,0.7501271,0.625,0.4875,0.48224515,0.3125,0.425,1.0125,1.975
6.1,0.5943813,0.5,0.375,0.38614652,0.225,0.3375,0.8125,1.575
6.2,0.47102708,0.3875,0.35,0.31251726,0.175,0.2625,0.65,1.2625
6.3,0.3742729,0.3125,0.2875,0.2529015,0.125,0.2,0.525,0.9875
6.4,0.2969604,0.25,0.2,0.20580554,0.0875,0.15,0.425,0.8
6.5,0.23481041,0.2,0.15,0.16693668,0.0625,0.1125,0.3375,0.65
6.6,0.18551876,0.15,0.1,0.1358609,0.0375,0.0875,0.275,0.525
6.7,0.14650834,0.125,0.1,0.111047655,0.025,0.0625,0.225,0.4375
6.8,0.11550833,0.0875,0.075,0.09163023,0.0125,0.05,0.175,0.35
6.9,0.09082292,0.075,0.05,0.075545155,0.0125,0.0375,0.1375,0.2875
7.0,0.07143125,0.05,0.0375,0.061998095,0.0,0.025,0.1125,0.2375
7.1,0.056164585,0.0375,0.025,0.051288236,0.0,0.0125,0.0875,0.1875
7.2,0.04379375,0.0375,0.025,0.042504746,0.0,0.0125,0.075,0.15
7.3,0.03399167,0.025,0.0125,0.0354926,0.0,0.0,0.0625,0.125
7.4,0.026233334,0.0125,0.0125,0.029241746,0.0,0.0,0.05,0.1
7.5,0.020139582,0.0125,0.0,0.024166087,0.0,0.0,0.0375,0.0875
7.6,0.015325,0.0125,0.0,0.020091021,0.0,0.0,0.025,0.0625
7.7,0.01136875,0.0125,0.0,0.016458275,0.0,0.0,0.025,0.05
7.8,0.008189583,0.0,0.0,0.01319392,0.0,0.0,0.0125,0.0375
7.9,0.0057895835,0.0,0.0,0.010516069,0.0,0.0,0.0125,0.0375
8.0,0.003825,0.0,0.0,0.008079362,0.0,0.0,0.0125,0.025
8.1,0.0021666666,0.0,0.0,0.005732636,0.0,0.0,0.0,0.0125
8.2,0.0010020833,0.0,0.0,0.0037239671,0.0,0.0,0.0,0.0125
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
