Duration (years),Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
1.0,7.060754,5.0,4.0,7.7226343,1.0,3.0,10.0,23.0
4.0,7.060754,6.0,4.75,4.346542,2.75,4.0,9.25,19.0
8.0,7.0584383,6.25,5.5,3.2345874,3.5,4.625,9.125,16.0
12.0,7.060233,6.4166665,5.8333335,2.7085578,3.8333333,4.9166665,9.166667,14.333333
16.0,7.0584383,6.5,5.5,2.3769543,4.0625,5.0625,9.0,13.4375
20.0,7.060754,6.6,6.25,2.1506314,4.25,5.2,8.9,12.75
24.0,7.0621195,6.625,5.7083335,1.9749659,4.375,5.3333335,8.75,12.166667
28.0,7.0630617,6.714286,6.107143,1.8355914,4.464286,5.428571,8.678572,11.678572
32.0,7.0621195,6.75,6.25,1.7148819,4.59375,5.46875,8.59375,11.4375
36.0,7.0660906,6.7777777,6.1944447,1.6315198,4.6944447,5.5555553,8.527778,11.055555
40.0,7.0621195,6.8,6.4,1.5345311,4.8,5.6,8.5,10.775
44.0,7.062762,6.840909,6.3863635,1.4540799,4.818182,5.681818,8.454545,10.477273
48.0,7.0621195,6.875,6.3125,1.4036183,4.8958335,5.7291665,8.375,10.354167
52.0,7.0660906,6.8846154,6.8846154,1.3279719,5.019231,5.769231,8.365385,10.153846
56.0,7.074321,6.910714,6.839286,1.2819315,5.035714,5.839286,8.303572,9.964286
60.0,7.0621195,6.9166665,7.15,1.2376503,5.1,5.8333335,8.316667,9.816667
64.0,7.074321,6.9375,7.015625,1.2051083,5.140625,5.875,8.234375,9.859375
68.0,7.0630617,6.9558825,7.3382354,1.1740533,5.1764708,5.882353,8.25,9.617647
72.0,7.076369,6.986111,7.1666665,1.1287616,5.2083335,5.9444447,8.194445,9.527778
76.0,7.069724,6.9736843,6.75,1.0543152,5.3026314,6.013158,8.157895,9.289474
80.0,7.0621195,6.975,6.85,1.046659,5.2875,6.0125,8.0875,9.25
84.0,7.073906,7.0,6.642857,1.0289974,5.2738094,6.047619,8.095238,9.285714
88.0,7.073281,7.0227275,7.0113635,0.9874122,5.3636365,6.068182,8.079545,9.170455
92.0,7.067259,7.0108695,7.097826,0.9608691,5.369565,6.054348,8.054348,9.032609
96.0,7.0621195,7.0104165,7.21875,0.9460352,5.4166665,6.09375,8.010417,8.947917
100.0,7.060754,7.0,6.73,0.9360041,5.39,6.13,7.97,8.93
200.0,7.0767465,7.06,7.585,0.6025713,5.98,6.475,7.685,8.305
300.0,7.090483,7.0733333,6.93,0.46174154,6.3166666,6.61,7.56,7.96
400.0,7.0767465,7.0475,7.05,0.38198826,6.325,6.7275,7.4525,7.855
500.0,7.060754,7.06,7.3,0.3400407,6.444,6.73,7.384,7.76
