Duration (years),Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
1.0,2271.1494,1737.0,1495.0,2272.5735,1263.0,1428.0,2616.0,6774.0
4.0,2271.1494,1881.5,1638.5,1305.9084,1376.75,1549.25,2758.0,6036.5
8.0,2270.236,1964.0,1711.875,978.3883,1442.5,1623.125,2811.875,5101.75
12.0,2270.6057,2015.8334,1823.0,820.63257,1483.4166,1674.0,2839.5833,4595.3335
16.0,2270.236,2055.8125,2079.0625,721.077,1517.625,1711.0625,2831.6875,4281.5
20.0,2271.1494,2083.65,1883.05,656.1288,1540.4,1738.3,2815.6,4058.9
24.0,2271.0542,2109.9167,1711.0834,601.73895,1562.7916,1765.6666,2768.0417,3904.875
28.0,2271.4736,2129.1428,1976.5358,559.91565,1586.9286,1788.7858,2759.8572,3768.4644
32.0,2271.0542,2149.6562,2087.0625,521.78845,1606.9688,1808.2188,2736.4375,3647.1562
36.0,2272.5227,2154.4167,2221.4167,497.71576,1625.7778,1824.7222,2718.4443,3535.861
40.0,2271.0542,2173.975,2031.0,467.8859,1626.6,1838.175,2702.2,3451.3
44.0,2271.1428,2181.3865,2094.5908,444.07916,1647.841,1858.0682,2692.6592,3352.4092
48.0,2271.0542,2192.3333,2045.9584,428.3089,1654.3541,1869.6666,2671.5,3313.6875
52.0,2272.5227,2205.8655,2122.4038,403.84943,1685.0385,1887.4807,2665.4807,3231.0576
56.0,2274.6675,2216.8928,2142.0894,391.52307,1690.3572,1897.0178,2640.4106,3197.4644
60.0,2271.0542,2216.2834,2059.1667,374.25354,1702.8,1913.6,2650.0833,3146.45
64.0,2274.6675,2223.2812,2100.7812,366.0895,1719.3125,1922.0312,2636.0312,3136.6875
68.0,2271.4736,2230.8823,2156.8088,355.5713,1723.4117,1920.9706,2624.4119,3046.9707
72.0,2275.0347,2241.625,2230.5417,341.57028,1739.9166,1933.8889,2610.361,3041.486
76.0,2273.378,2240.842,2088.408,322.56665,1764.3158,1945.0922,2591.6711,2998.092
80.0,2271.0542,2237.35,2266.55,319.24,1754.05,1953.875,2594.5625,2954.875
84.0,2274.3035,2239.1904,2227.8215,310.77975,1772.0714,1965.9524,2600.274,2955.262
88.0,2274.3525,2246.0454,2318.682,297.85208,1785.0682,1970.2727,2570.5,2916.307
92.0,2272.7964,2250.6956,2336.2173,290.03812,1791.0435,1974.7283,2574.7065,2874.3914
96.0,2271.0542,2252.9792,2334.9792,284.82498,1795.0521,1980.2291,2553.3438,2839.7395
100.0,2271.1494,2254.58,2248.15,280.13202,1795.63,1988.76,2553.75,2852.08
200.0,2275.346,2267.63,2299.7,174.54684,1948.495,2096.64,2451.465,2613.135
300.0,2280.7227,2276.97,2276.97,132.99078,2053.4,2142.7266,2422.1633,2535.17
400.0,2275.346,2272.6975,2272.6975,109.93247,2055.7124,2172.3474,2380.4026,2495.185
500.0,2271.1494,2267.622,2267.622,97.05069,2079.892,2181.056,2361.144,2467.098
