Parent ID,Parent Name,Triggered 10 Year Mean Count,Triggered 1 Day Prob,Triggered 1 Week Prob,Triggered 1 Month Prob,Triggered 1 Year Prob,Triggered 10 Year Prob,Triggered 10 Year Primary Mean Count
861,Airport Lake,0.05145,0.02018,0.02721,0.03314,0.04227,0.05102,0.03387
667,Almanor 2011 CFM,1.0E-5,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
219,Anacapa-Dume alt 1,2.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5,2.0E-5,1.0E-5
197,Anaheim,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,Antelope Valley 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,Ash Hill,0.01167,0.00193,0.00334,0.00465,0.00754,0.01056,0.00199
881,Baker,2.4E-4,4.0E-5,5.0E-5,9.0E-5,1.4E-4,2.4E-4,3.0E-5
668,Bartlett Springs 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,Battle Creek 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,Bear River fault zone,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,Bennett Valley 2011 CFM,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0
158,Bicycle Lake,0.00195,2.8E-4,5.6E-4,7.6E-4,0.00122,0.00182,2.3E-4
741,Big Lagoon - Bald Mtn 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,Big Pine (Central),1.1E-4,2.0E-5,3.0E-5,3.0E-5,5.0E-5,1.1E-4,0.0
191,Big Pine (East),5.0E-5,1.0E-5,3.0E-5,3.0E-5,5.0E-5,5.0E-5,0.0
200,Big Pine (West),0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Blackwater,0.01342,0.0024,0.00407,0.00563,0.00926,0.01279,0.00316
169,Blue Cut,1.1E-4,1.0E-5,1.0E-5,4.0E-5,5.0E-5,1.1E-4,3.0E-5
170,Brawley (Seismic Zone) alt 1,1.8E-4,3.0E-5,4.0E-5,7.0E-5,9.0E-5,1.8E-4,3.0E-5
541,Breckenridge 2011,1.0E-5,0.0,1.0E-5,1.0E-5,1.0E-5,1.0E-5,0.0
882,Bullion Mountains,1.2E-4,1.0E-5,2.0E-5,5.0E-5,1.0E-4,1.2E-4,2.0E-5
94,Burnt Mtn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,Butano 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Cady,3.7E-4,8.0E-5,1.1E-4,2.0E-4,2.5E-4,3.6E-4,8.0E-5
602,Calaveras (Central) 2011 CFM,2.0E-5,1.0E-5,1.0E-5,1.0E-5,2.0E-5,2.0E-5,0.0
601,Calaveras (No) 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,Calaveras (So) - Paicines extension 2011 CFM,2.0E-5,1.0E-5,1.0E-5,1.0E-5,2.0E-5,2.0E-5,1.0E-5
603,Calaveras (So) 2011 CFM,1.0E-5,0.0,1.0E-5,1.0E-5,1.0E-5,1.0E-5,0.0
88,Calico-Hidalgo,3.2E-4,5.0E-5,1.1E-4,1.3E-4,2.2E-4,3.2E-4,5.0E-5
724,Camp Rock 2011,1.1E-4,2.0E-5,3.0E-5,4.0E-5,6.0E-5,1.1E-4,1.0E-5
173,Canada David (Detachment),0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Carlsbad,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,Carson Range (Genoa),0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,Casmalia 2011 CFM,1.0E-5,0.0,0.0,1.0E-5,1.0E-5,1.0E-5,0.0
34,Cedar Mtn-Mahogany Mtn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Cerro Prieto,4.0E-5,0.0,2.0E-5,2.0E-5,3.0E-5,4.0E-5,1.0E-5
129,Channel Islands Thrust,6.0E-5,2.0E-5,2.0E-5,2.0E-5,5.0E-5,6.0E-5,2.0E-5
214,Channel Islands Western Deep Ramp,3.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5,3.0E-5,0.0
238,Chino alt 1,1.0E-4,0.0,0.0,2.0E-5,5.0E-5,9.0E-5,2.0E-5
124,Clamshell-Sawpit,3.0E-5,0.0,1.0E-5,1.0E-5,2.0E-5,3.0E-5,0.0
844,Clayton,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Cleghorn,8.0E-5,2.0E-5,2.0E-5,2.0E-5,4.0E-5,8.0E-5,1.0E-5
884,Cleghorn Lake,1.6E-4,2.0E-5,5.0E-5,7.0E-5,1.3E-4,1.5E-4,5.0E-5
883,Cleghorn Pass,1.4E-4,2.0E-5,5.0E-5,7.0E-5,9.0E-5,1.4E-4,2.0E-5
582,Collayami 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Compton,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0
622,Concord 2011 CFM,2.0E-5,0.0,0.0,1.0E-5,2.0E-5,2.0E-5,0.0
626,Contra Costa (Lafayette) 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,Contra Costa Shear Zone (connector) 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,Coronado Bank alt1,8.0E-5,1.0E-5,4.0E-5,4.0E-5,5.0E-5,7.0E-5,1.0E-5
157,Coyote Canyon,0.0041,4.6E-4,9.1E-4,0.00135,0.00233,0.00358,4.1E-4
163,Coyote Lake,8.1E-4,7.0E-5,2.2E-4,3.0E-4,5.7E-4,7.6E-4,1.5E-4
125,Cucamonga,4.0E-5,0.0,0.0,1.0E-5,2.0E-5,4.0E-5,0.0
894,Davis Creek,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,Death Valley (Black Mtns Frontal),0.00107,1.8E-4,3.1E-4,4.7E-4,7.9E-4,0.00107,1.8E-4
45,Death Valley (Fish Lake Valley),4.4E-4,7.0E-5,1.4E-4,2.2E-4,3.2E-4,4.3E-4,9.0E-5
46,Death Valley (No),6.3E-4,1.0E-4,2.0E-4,3.0E-4,4.7E-4,6.3E-4,1.3E-4
246,Death Valley (So),0.00386,5.5E-4,0.00101,0.00168,0.00268,0.00376,3.6E-4
51,Deep Springs,8.0E-5,1.0E-5,1.0E-5,2.0E-5,5.0E-5,8.0E-5,0.0
230,Del Valle,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,Dog Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,Dry Mountain,1.3E-4,1.0E-5,4.0E-5,5.0E-5,8.0E-5,1.3E-4,3.0E-5
249,Earthquake Valley,2.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5,2.0E-5,2.0E-5
255,Earthquake Valley (No  Extension),2.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5,2.0E-5,2.0E-5
256,Earthquake Valley (So Extension),2.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5,2.0E-5,2.0E-5
671,East Huasna 2011 CFM,2.0E-5,0.0,0.0,0.0,2.0E-5,2.0E-5,0.0
672,Eaton Roughs 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Elmore Ranch,2.0E-5,0.0,0.0,0.0,1.0E-5,2.0E-5,1.0E-5
103,Elsinore (Coyote Mountains),1.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5,0.0
296,Elsinore (Glen Ivy) rev,3.8E-4,4.0E-5,8.0E-5,1.0E-4,2.0E-4,3.0E-4,5.0E-5
102,Elsinore (Julian),1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0
402,Elsinore (Stepovers Combined),2.0E-5,0.0,0.0,0.0,1.0E-5,2.0E-5,0.0
299,Elsinore (Temecula) rev,2.0E-5,0.0,0.0,0.0,1.0E-5,2.0E-5,0.0
196,Elysian Park (Lower CFM),1.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5,0.0
146,Elysian Park (Upper),9.0E-5,1.0E-5,1.0E-5,3.0E-5,4.0E-5,8.0E-5,2.0E-5
90,Emerson-Copper Mtn 2011,3.0E-5,1.0E-5,1.0E-5,1.0E-5,3.0E-5,3.0E-5,0.0
95,Eureka Peak,1.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5
20,Fickle Hill (alt1),0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,Fish Slough 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,Fitzhugh Creek,2.0E-5,0.0,0.0,0.0,1.0E-5,2.0E-5,0.0
204,Fontana (Seismicity),3.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5,3.0E-5,1.0E-5
634,Franklin 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,Garberville - Briceland 2011 CFM,1.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5,1.0E-5
159,Garlic Springs,0.00146,1.7E-4,4.2E-4,6.0E-4,9.6E-4,0.00139,2.1E-4
341,Garlock (Central),0.13343,0.04571,0.06422,0.07756,0.10191,0.12413,0.07267
48,Garlock (East),0.0264,0.00585,0.00959,0.01235,0.01775,0.02381,0.00749
49,Garlock (West),0.00877,0.00311,0.00427,0.00516,0.00708,0.00874,0.00451
700,Gillem - Big Crack 2011 CFM,2.0E-5,0.0,0.0,1.0E-5,2.0E-5,2.0E-5,0.0
160,Goldstone Lake,0.00566,8.5E-4,0.00151,0.00225,0.00372,0.00541,7.0E-4
701,Goose Lake 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Gravel Hills-Harper Lk,0.00694,0.00122,0.00215,0.00297,0.00461,0.00659,0.00165
131,Great Valley 01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Great Valley 02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Great Valley 03 Mysterious Ridge,2.0E-5,0.0,1.0E-5,1.0E-5,2.0E-5,2.0E-5,1.0E-5
383,Great Valley 03a Dunnigan Hills,4.0E-5,0.0,0.0,1.0E-5,1.0E-5,3.0E-5,1.0E-5
134,Great Valley 04a Trout Creek,2.0E-5,0.0,1.0E-5,1.0E-5,2.0E-5,2.0E-5,1.0E-5
381,Great Valley 04b Gordon Valley,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0
717,Great Valley 05 Pittsburg - Kirby Hills alt1,3.0E-5,0.0,0.0,1.0E-5,1.0E-5,3.0E-5,0.0
645,Great Valley 06 (Midland) 2011 CFM alt1,1.0E-5,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
136,Great Valley 07 (Orestimba),3.0E-5,1.0E-5,1.0E-5,2.0E-5,3.0E-5,3.0E-5,2.0E-5
137,Great Valley 08 (Quinto),0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Great Valley 09 (Laguna Seca),4.0E-5,1.0E-5,2.0E-5,2.0E-5,3.0E-5,4.0E-5,1.0E-5
138,Great Valley 10 (Panoche),0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Great Valley 11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Great Valley 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Great Valley 13 (Coalinga),0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Great Valley 14 (Kettleman Hills),1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0
623,Green Valley 2011 CFM,5.0E-5,0.0,0.0,1.0E-5,3.0E-5,4.0E-5,1.0E-5
636,Greenville (No) 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,Greenville (So) 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,Hartley Springs 2011 CFM,2.0E-5,0.0,1.0E-5,2.0E-5,2.0E-5,2.0E-5,1.0E-5
37,Hat Creek-McArthur-Mayfield,3.0E-5,2.0E-5,2.0E-5,3.0E-5,3.0E-5,3.0E-5,1.0E-5
639,Hayward (No) 2011 CFM,1.0E-5,0.0,0.0,1.0E-5,1.0E-5,1.0E-5,0.0
638,Hayward (So) 2011 CFM,4.0E-5,1.0E-5,1.0E-5,2.0E-5,3.0E-5,4.0E-5,0.0
637,Hayward (So) extension 2011 CFM,2.0E-5,0.0,0.0,1.0E-5,1.0E-5,1.0E-5,0.0
