Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.2036012,0.19377087,0.097
6.1,0.2036012,0.19377087,0.097
6.2,0.2036012,0.19377087,0.097
6.3,0.2036012,0.19377087,0.097
6.4,0.2036012,0.19377087,0.097
6.5,0.14452949,0.13127916,0.066
6.6,0.14452949,0.13127916,0.066
6.7,0.13543436,0.12178635,0.061
6.8,0.09635056,0.08019264,0.042
6.9,0.09233709,0.07597179,0.037
7.0,0.083134286,0.06636155,0.033
7.1,0.07180789,0.054644324,0.028
7.2,0.059764538,0.042501528,0.025
7.3,0.050434723,0.03377726,0.021
7.4,0.042146552,0.02742383,0.018
7.5,0.027401915,0.01715776,0.011
7.6,0.010575289,0.006536696,0.004
7.7,0.0011733929,4.6155934E-4,0.001
