Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.44745952,0.47486675,0.272
6.1,0.30361915,0.31860262,0.111
6.2,0.30361915,0.31860262,0.111
6.3,0.21127146,0.22157447,0.074
6.4,0.19755714,0.2074236,0.067
6.5,0.17631543,0.18545704,0.056
6.6,0.16520113,0.17403342,0.05
6.7,0.15038913,0.15881865,0.046
6.8,0.13723892,0.14505184,0.045
6.9,0.12019257,0.12718901,0.038
7.0,0.103823245,0.11001647,0.03
7.1,0.08700013,0.092353866,0.028
7.2,0.07748378,0.08236138,0.024
7.3,0.06935434,0.07375841,0.02
7.4,0.061404288,0.065339014,0.02
7.5,0.051341355,0.05468831,0.017
7.6,0.041663133,0.044438243,0.012
7.7,0.02451999,0.026234668,0.006
7.8,0.014415276,0.015416292,0.002
7.9,0.008804283,0.009405143,0.001
8.0,0.0053213076,0.0056244843,0.001
8.1,7.495842E-4,7.623519E-4,0.0
