Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob,Long-Term Fault System Solution Rate
861,Airport Lake,3.0E-5,0.003,7.597581E-5
667,Almanor 2011 CFM,0.0,0.0,0.0
219,Anacapa-Dume alt 1,2.1E-4,0.021,1.9134927E-4
197,Anaheim,4.0E-5,0.004,5.7360277E-5
722,Antelope Valley 2011,0.0,0.0,0.0
845,Ash Hill,0.0,0.0,0.0
881,Baker,6.0E-5,0.006,6.291715E-5
668,Bartlett Springs 2011 CFM,0.00114,0.113,0.0018742934
669,Battle Creek 2011 CFM,8.0E-5,0.008,1.3515844E-4
842,Bear River fault zone,1.8E-4,0.018,2.9906616E-4
581,Bennett Valley 2011 CFM,7.0E-5,0.007,6.4429725E-5
158,Bicycle Lake,0.0,0.0,0.0
741,Big Lagoon - Bald Mtn 2011 CFM,4.0E-4,0.04,5.07167E-4
192,Big Pine (Central),1.0E-5,0.001,5.2561645E-5
191,Big Pine (East),5.0E-5,0.005,1.12041205E-4
200,Big Pine (West),1.0E-5,0.001,1.2352267E-5
87,Blackwater,1.0E-5,0.001,2.4725085E-5
169,Blue Cut,1.5E-4,0.015,2.0261868E-4
170,Brawley (Seismic Zone) alt 1,0.00392,0.385,0.003998075
541,Breckenridge 2011,3.0E-5,0.003,3.5571426E-5
882,Bullion Mountains,1.3E-4,0.013,1.7905983E-4
94,Burnt Mtn,0.0,0.0,0.0
561,Butano 2011 CFM,8.0E-5,0.008,2.904399E-4
165,Cady,2.0E-5,0.002,3.578345E-5
602,Calaveras (Central) 2011 CFM,0.00177,0.173,0.0029983001
601,Calaveras (No) 2011 CFM,0.001,0.1,0.0014444471
621,Calaveras (So) - Paicines extension 2011 CFM,0.00142,0.138,0.0026019937
603,Calaveras (So) 2011 CFM,0.00152,0.152,0.0025435886
88,Calico-Hidalgo,5.6E-4,0.055,7.6611905E-4
724,Camp Rock 2011,3.0E-4,0.03,2.8771404E-4
173,Canada David (Detachment),8.0E-5,0.008,1.2774584E-4
176,Carlsbad,5.0E-5,0.005,1.3081725E-4
721,Carson Range (Genoa),2.1E-4,0.021,3.9994184E-4
670,Casmalia 2011 CFM,1.1E-4,0.011,1.2043807E-4
34,Cedar Mtn-Mahogany Mtn,4.0E-5,0.004,2.6622296E-5
172,Cerro Prieto,0.00365,0.344,0.0048668785
129,Channel Islands Thrust,4.1E-4,0.041,4.5156674E-4
214,Channel Islands Western Deep Ramp,3.2E-4,0.031,2.463987E-4
238,Chino alt 1,2.0E-5,0.002,9.32119E-5
124,Clamshell-Sawpit,8.0E-5,0.008,9.479168E-5
844,Clayton,9.0E-5,0.009,1.08032815E-4
81,Cleghorn,7.0E-5,0.007,1.4745536E-4
884,Cleghorn Lake,5.0E-5,0.005,8.0133614E-5
883,Cleghorn Pass,0.0,0.0,0.0
582,Collayami 2011 CFM,0.0,0.0,0.0
184,Compton,2.1E-4,0.021,4.0034094E-4
622,Concord 2011 CFM,3.9E-4,0.039,5.119416E-4
626,Contra Costa (Lafayette) 2011 CFM,1.7E-4,0.017,2.3754746E-4
633,Contra Costa Shear Zone (connector) 2011 CFM,2.2E-4,0.022,2.552541E-4
776,Coronado Bank alt1,4.4E-4,0.044,5.7263015E-4
157,Coyote Canyon,0.0,0.0,0.0
163,Coyote Lake,0.0,0.0,0.0
125,Cucamonga,2.3E-4,0.023,4.895135E-4
894,Davis Creek,0.0,0.0,3.3632054E-7
245,Death Valley (Black Mtns Frontal),4.3E-4,0.042,7.0885406E-4
45,Death Valley (Fish Lake Valley),3.9E-4,0.039,6.752397E-4
46,Death Valley (No),4.7E-4,0.047,8.293491E-4
246,Death Valley (So),3.9E-4,0.038,6.00449E-4
51,Deep Springs,0.0,0.0,0.0
230,Del Valle,1.6E-4,0.016,3.2967268E-4
889,Dog Valley,4.0E-5,0.004,6.0627925E-5
888,Dry Mountain,0.0,0.0,0.0
249,Earthquake Valley,4.2E-4,0.042,7.009399E-4
255,Earthquake Valley (No  Extension),4.2E-4,0.042,7.042209E-4
256,Earthquake Valley (So Extension),2.8E-4,0.028,5.24377E-4
671,East Huasna 2011 CFM,2.0E-5,0.002,2.5013444E-5
672,Eaton Roughs 2011 CFM,6.5E-4,0.063,0.001049012
96,Elmore Ranch,0.0,0.0,0.0
103,Elsinore (Coyote Mountains),1.6E-4,0.016,4.005137E-4
296,Elsinore (Glen Ivy) rev,3.0E-4,0.03,7.4936193E-4
102,Elsinore (Julian),2.2E-4,0.022,5.801104E-4
402,Elsinore (Stepovers Combined),2.8E-4,0.028,6.9474045E-4
299,Elsinore (Temecula) rev,3.0E-4,0.03,7.259387E-4
196,Elysian Park (Lower CFM),4.0E-5,0.004,2.512253E-5
146,Elysian Park (Upper),1.9E-4,0.019,2.921796E-4
90,Emerson-Copper Mtn 2011,5.6E-4,0.055,5.744815E-4
95,Eureka Peak,1.0E-5,0.001,3.5992114E-6
20,Fickle Hill (alt1),1.5E-4,0.015,2.297451E-4
698,Fish Slough 2011 CFM,3.0E-5,0.003,8.679426E-5
893,Fitzhugh Creek,0.0,0.0,0.0
204,Fontana (Seismicity),0.0,0.0,0.0
634,Franklin 2011 CFM,2.9E-4,0.029,4.2132963E-4
699,Garberville - Briceland 2011 CFM,6.9E-4,0.069,9.926428E-4
159,Garlic Springs,0.0,0.0,0.0
341,Garlock (Central),9.6E-4,0.094,0.0016125423
48,Garlock (East),3.7E-4,0.037,6.136682E-4
49,Garlock (West),3.1E-4,0.031,8.763175E-4
700,Gillem - Big Crack 2011 CFM,0.0,0.0,0.0
160,Goldstone Lake,1.0E-5,0.001,3.8811875E-5
701,Goose Lake 2011 CFM,1.0E-5,0.001,1.6333173E-5
86,Gravel Hills-Harper Lk,2.9E-4,0.029,2.673602E-4
131,Great Valley 01,1.0E-5,0.001,1.0784106E-5
133,Great Valley 02,1.0E-5,0.001,3.0836116E-5
132,Great Valley 03 Mysterious Ridge,3.7E-4,0.037,4.5784956E-4
383,Great Valley 03a Dunnigan Hills,0.0,0.0,0.0
134,Great Valley 04a Trout Creek,3.7E-4,0.037,4.4478936E-4
381,Great Valley 04b Gordon Valley,1.5E-4,0.015,2.8020548E-4
717,Great Valley 05 Pittsburg - Kirby Hills alt1,0.0,0.0,0.0
645,Great Valley 06 (Midland) 2011 CFM alt1,3.0E-5,0.003,6.4830434E-5
136,Great Valley 07 (Orestimba),0.0,0.0,0.0
137,Great Valley 08 (Quinto),2.0E-5,0.002,1.4103558E-5
151,Great Valley 09 (Laguna Seca),8.0E-5,0.008,1.3992583E-4
138,Great Valley 10 (Panoche),1.0E-4,0.01,1.6859228E-4
139,Great Valley 11,1.2E-4,0.012,2.3286787E-4
140,Great Valley 12,1.4E-4,0.014,2.7779874E-4
142,Great Valley 13 (Coalinga),2.3E-4,0.023,3.3030586E-4
141,Great Valley 14 (Kettleman Hills),2.2E-4,0.022,3.2380995E-4
