Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob,Long-Term Fault System Solution Rate
861,Airport Lake,5.0E-4,0.049,6.4634316E-4
667,Almanor 2011 CFM,0.00256,0.233,0.0032080284
219,Anacapa-Dume alt 1,2.5E-4,0.025,2.7066036E-4
197,Anaheim,1.3E-4,0.013,1.5264863E-4
722,Antelope Valley 2011,0.00113,0.11,0.0016513178
845,Ash Hill,0.0011,0.105,0.0011242339
881,Baker,2.2E-4,0.022,2.971852E-4
668,Bartlett Springs 2011 CFM,0.00223,0.205,0.0032548506
669,Battle Creek 2011 CFM,2.2E-4,0.022,3.1419643E-4
842,Bear River fault zone,8.2E-4,0.082,0.0012404737
581,Bennett Valley 2011 CFM,0.00123,0.12,0.0013300235
158,Bicycle Lake,0.00129,0.121,0.0010238567
741,Big Lagoon - Bald Mtn 2011 CFM,8.7E-4,0.084,9.757346E-4
192,Big Pine (Central),4.9E-4,0.048,7.7102927E-4
191,Big Pine (East),2.3E-4,0.023,5.174529E-4
200,Big Pine (West),3.0E-5,0.003,3.5641617E-5
87,Blackwater,0.00133,0.118,0.0016023546
169,Blue Cut,0.00104,0.102,0.0011076577
170,Brawley (Seismic Zone) alt 1,0.0114,0.783,0.013392845
541,Breckenridge 2011,3.0E-5,0.003,5.9955266E-5
882,Bullion Mountains,6.9E-4,0.068,8.568014E-4
94,Burnt Mtn,6.5E-4,0.065,8.178091E-4
561,Butano 2011 CFM,2.2E-4,0.022,4.988888E-4
165,Cady,7.8E-4,0.076,0.0010379759
602,Calaveras (Central) 2011 CFM,0.00505,0.425,0.007856056
601,Calaveras (No) 2011 CFM,0.00165,0.164,0.0025420743
621,Calaveras (So) - Paicines extension 2011 CFM,0.00543,0.435,0.007935263
603,Calaveras (So) 2011 CFM,0.0059,0.507,0.00887066
88,Calico-Hidalgo,0.0017,0.161,0.0021344922
724,Camp Rock 2011,7.8E-4,0.078,8.719521E-4
173,Canada David (Detachment),1.1E-4,0.011,1.708136E-4
176,Carlsbad,1.6E-4,0.016,2.9338954E-4
721,Carson Range (Genoa),0.00146,0.144,0.0021533736
670,Casmalia 2011 CFM,2.1E-4,0.021,2.1761062E-4
34,Cedar Mtn-Mahogany Mtn,0.00112,0.104,0.0014486995
172,Cerro Prieto,0.01266,0.836,0.015186971
129,Channel Islands Thrust,0.00105,0.099,0.0011560944
214,Channel Islands Western Deep Ramp,3.5E-4,0.034,3.141864E-4
238,Chino alt 1,0.00174,0.162,0.002055848
124,Clamshell-Sawpit,1.2E-4,0.012,1.6712814E-4
844,Clayton,4.7E-4,0.047,5.955206E-4
81,Cleghorn,2.4E-4,0.024,4.1360638E-4
884,Cleghorn Lake,9.4E-4,0.083,8.0706173E-4
883,Cleghorn Pass,9.4E-4,0.083,5.4906996E-4
582,Collayami 2011 CFM,0.00104,0.1,0.0016240462
184,Compton,3.1E-4,0.03,5.5336126E-4
622,Concord 2011 CFM,0.00265,0.26,0.003020393
626,Contra Costa (Lafayette) 2011 CFM,2.4E-4,0.024,3.4727142E-4
633,Contra Costa Shear Zone (connector) 2011 CFM,6.8E-4,0.068,6.8810565E-4
776,Coronado Bank alt1,0.00356,0.299,0.004669619
157,Coyote Canyon,0.00208,0.175,0.00183098
163,Coyote Lake,0.00106,0.099,0.0010333296
125,Cucamonga,2.9E-4,0.029,6.182335E-4
894,Davis Creek,9.5E-4,0.083,0.0012165429
245,Death Valley (Black Mtns Frontal),5.8E-4,0.057,8.7176583E-4
45,Death Valley (Fish Lake Valley),0.0012,0.115,0.0020205644
46,Death Valley (No),5.7E-4,0.057,0.0010474853
246,Death Valley (So),8.8E-4,0.086,0.001079285
51,Deep Springs,8.4E-4,0.084,0.0010337
230,Del Valle,3.1E-4,0.031,5.591551E-4
889,Dog Valley,2.3E-4,0.023,4.1480028E-4
888,Dry Mountain,2.4E-4,0.024,3.2469787E-4
249,Earthquake Valley,6.7E-4,0.067,0.001013129
255,Earthquake Valley (No  Extension),7.4E-4,0.072,0.0011406206
256,Earthquake Valley (So Extension),9.9E-4,0.097,0.0015755498
671,East Huasna 2011 CFM,6.0E-5,0.006,7.648561E-5
672,Eaton Roughs 2011 CFM,0.00305,0.258,0.0035506086
96,Elmore Ranch,0.00348,0.324,0.0047495617
103,Elsinore (Coyote Mountains),0.00137,0.132,0.0021942228
296,Elsinore (Glen Ivy) rev,0.00635,0.491,0.008455746
102,Elsinore (Julian),2.5E-4,0.025,6.1102665E-4
402,Elsinore (Stepovers Combined),5.0E-4,0.049,0.0011189252
299,Elsinore (Temecula) rev,6.5E-4,0.065,0.001540073
196,Elysian Park (Lower CFM),1.0E-4,0.01,1.135746E-4
146,Elysian Park (Upper),0.00153,0.146,0.0016632719
90,Emerson-Copper Mtn 2011,8.7E-4,0.085,0.0011147654
95,Eureka Peak,0.00106,0.106,0.0016670827
20,Fickle Hill (alt1),2.4E-4,0.024,2.8655992E-4
698,Fish Slough 2011 CFM,1.3E-4,0.013,2.2765521E-4
893,Fitzhugh Creek,2.1E-4,0.019,3.1876215E-4
204,Fontana (Seismicity),1.4E-4,0.014,3.745872E-4
