Duration (years),Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
1.0,8.01584,7.0,6.0,5.3260937,2.0,4.0,12.0,20.0
2.0,8.01584,7.5,6.5,3.9678955,3.0,5.0,11.0,17.5
4.0,8.01584,7.5,6.75,2.9517915,4.0,5.5,10.25,15.25
6.0,8.011541,7.5,7.0,2.4754012,4.5,5.8333335,10.0,14.0
8.0,8.011541,7.625,6.875,2.186253,4.875,6.125,9.875,13.25
10.0,8.01584,7.7,7.0,1.9999098,5.1,6.3,9.7,12.9
12.0,8.011541,7.75,7.75,1.849393,5.3333335,6.3333335,9.583333,12.416667
14.0,8.01251,7.785714,7.357143,1.7280625,5.428571,6.428571,9.5,12.071428
16.0,8.011541,7.8125,7.5625,1.6263313,5.5,6.5,9.4375,12.0
18.0,8.019611,7.8333335,7.888889,1.5328335,5.611111,6.611111,9.388889,11.611111
20.0,8.01584,7.85,7.55,1.4866258,5.7,6.6,9.35,11.5
22.0,8.018614,7.8636365,7.7272725,1.3892022,5.818182,6.7272725,9.272727,11.136364
24.0,8.011541,7.8333335,7.375,1.3552283,5.8333335,6.75,9.208333,11.083333
26.0,8.029757,7.8461537,7.6538463,1.2911351,5.9615383,6.8846154,9.192307,10.884615
28.0,8.020464,7.857143,7.678571,1.2457402,6.0,6.857143,9.142858,10.928572
30.0,8.019611,7.866667,7.9333334,1.2199029,6.0666666,6.866667,9.166667,10.8
32.0,8.011541,7.875,7.375,1.1834757,6.0625,6.90625,9.125,10.78125
34.0,8.061603,7.9117646,7.382353,1.1474085,6.2352943,6.970588,9.1470585,10.558824
36.0,8.050278,7.9166665,7.7222223,1.1230594,6.25,6.9722223,9.111111,10.638889
38.0,8.033434,7.9210525,7.7894735,1.0958807,6.236842,7.0,9.026316,10.447369
40.0,8.019663,7.9,7.85,1.0784057,6.25,7.025,9.025,10.375
42.0,8.020464,7.928571,7.285714,1.0499519,6.285714,7.047619,9.0,10.309524
44.0,8.018614,7.931818,8.204545,1.0195849,6.318182,7.0454545,9.0,10.227273
46.0,8.017043,7.9347825,7.847826,0.9966032,6.326087,7.0434785,8.978261,10.173913
48.0,8.011541,7.9375,8.354167,0.970647,6.375,7.0625,8.958333,10.104167
50.0,8.01584,7.94,7.34,0.9537641,6.36,7.1,8.94,10.08
52.0,8.100347,8.057693,8.076923,0.8817174,6.6153846,7.2115383,8.980769,9.884615
54.0,8.093148,8.018518,8.0,0.86341566,6.5740743,7.240741,8.925926,9.851851
56.0,8.084036,8.035714,8.392858,0.8495078,6.589286,7.214286,8.892858,9.767858
58.0,8.078483,8.034483,8.275862,0.84234405,6.62069,7.224138,8.896552,9.827586
60.0,8.07825,8.016666,8.3,0.84091675,6.616667,7.233333,8.916667,9.883333
62.0,8.074064,8.0161295,7.83871,0.83487535,6.629032,7.225806,8.919354,9.887096
64.0,8.0694065,8.0,7.921875,0.8208826,6.640625,7.234375,8.890625,9.828125
66.0,8.060773,8.0,8.424242,0.812554,6.6363635,7.257576,8.848485,9.787879
68.0,8.061603,8.014706,7.4558825,0.81178766,6.6617646,7.25,8.838235,9.75
70.0,8.054043,7.9714284,7.6857142,0.8072626,6.6714287,7.257143,8.828571,9.742857
72.0,8.050278,8.0,8.638889,0.80036044,6.6805553,7.236111,8.833333,9.722222
74.0,8.042595,8.0,7.743243,0.7904935,6.675676,7.243243,8.810811,9.675675
76.0,8.033434,7.986842,8.052631,0.7796104,6.6710525,7.263158,8.789474,9.710526
78.0,8.029757,7.974359,8.089744,0.77259624,6.6538463,7.282051,8.769231,9.679487
80.0,8.019663,7.95,8.25,0.76316243,6.7125,7.2875,8.75,9.65
82.0,8.020146,7.9634147,8.304878,0.7486967,6.719512,7.280488,8.719512,9.634147
84.0,8.020464,7.964286,7.392857,0.74059755,6.75,7.297619,8.738095,9.607142
86.0,8.017988,7.9651165,8.4651165,0.72935474,6.7674417,7.3023257,8.755814,9.581395
88.0,8.018614,7.9545455,7.681818,0.7193372,6.784091,7.2954545,8.727273,9.522727
90.0,8.019611,7.9666667,8.244445,0.7165077,6.8,7.288889,8.711111,9.5
92.0,8.017043,7.9673915,7.7934785,0.70901066,6.7934785,7.2934785,8.706522,9.521739
94.0,8.013596,7.9680853,7.744681,0.69966656,6.787234,7.287234,8.691489,9.478724
96.0,8.011541,7.9583335,7.8333335,0.6935536,6.8125,7.2916665,8.697917,9.458333
98.0,8.01251,7.9693875,7.8265305,0.68613905,6.8265305,7.3163266,8.67347,9.418367
100.0,8.01584,7.98,8.0,0.6810537,6.81,7.34,8.7,9.42
