Magnitude,Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
5.0,8.019663,7.95,8.25,0.76316243,6.7125,7.2875,8.75,9.65
5.1,6.345675,6.3125,6.2375,0.62291324,5.275,5.7,6.925,7.675
5.2,5.0178375,5.0,5.075,0.5170208,4.125,4.4875,5.525,6.1125
5.3,3.962275,3.95,3.9125,0.4264603,3.225,3.525,4.375,4.875
5.4,3.1256,3.1125,3.1125,0.3517442,2.5,2.7625,3.475,3.8625
5.5,2.4666126,2.45,2.4625,0.29155424,1.9375,2.175,2.75,3.075
5.6,1.9397625,1.925,2.0875,0.24072583,1.525,1.6875,2.175,2.4375
5.7,1.5197,1.5125,1.5375,0.20036653,1.15,1.325,1.7125,1.95
5.8,1.18585,1.1875,1.25,0.16747765,0.8625,1.025,1.35,1.5375
5.9,0.9126,0.9125,0.925,0.13921991,0.65,0.775,1.05,1.2125
6.0,0.7253625,0.7125,0.7,0.11788839,0.5125,0.6125,0.8375,0.975
6.1,0.559575,0.55,0.5375,0.09983348,0.3625,0.4625,0.6625,0.7625
6.2,0.4394875,0.4375,0.425,0.085498996,0.275,0.35,0.525,0.6125
6.3,0.344975,0.3375,0.3,0.07337921,0.2125,0.275,0.425,0.5
6.4,0.265175,0.2625,0.2875,0.06412454,0.15,0.2,0.325,0.4
6.5,0.2014,0.2,0.2,0.055583876,0.1,0.15,0.2625,0.325
6.6,0.1532625,0.15,0.1375,0.04736368,0.075,0.1,0.2,0.25
6.7,0.114625,0.1125,0.125,0.040329713,0.0375,0.075,0.15,0.2
6.8,0.087225,0.0875,0.075,0.03405634,0.025,0.05,0.125,0.15
6.9,0.06615,0.0625,0.0625,0.029681576,0.0125,0.0375,0.1,0.125
7.0,0.0492,0.05,0.05,0.02523632,0.0125,0.025,0.075,0.1
7.1,0.0351125,0.0375,0.025,0.021328643,0.0,0.0125,0.0625,0.0875
7.2,0.0238625,0.025,0.025,0.017511968,0.0,0.0125,0.0375,0.0625
7.3,0.0174125,0.0125,0.0125,0.0144800125,0.0,0.0,0.0375,0.05
7.4,0.0115125,0.0125,0.0,0.012026563,0.0,0.0,0.025,0.0375
7.5,0.0071625,0.0,0.0,0.009529987,0.0,0.0,0.0125,0.025
7.6,0.0040875,0.0,0.0,0.006963985,0.0,0.0,0.0125,0.025
7.7,0.001925,0.0,0.0,0.0048158662,0.0,0.0,0.0,0.0125
7.8,8.625E-4,0.0,0.0,0.0032669583,0.0,0.0,0.0,0.0125
7.9,3.75E-4,0.0,0.0,0.002205502,0.0,0.0,0.0,0.0125
8.0,2.375E-4,0.0,0.0,0.001707413,0.0,0.0,0.0,0.0
8.1,5.0E-5,0.0,0.0,7.893815E-4,0.0,0.0,0.0,0.0
8.2,2.5E-5,0.0,0.0,5.5873714E-4,0.0,0.0,0.0,0.0
8.3,2.5E-5,0.0,0.0,5.5873714E-4,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
