Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.9118049,0.77250665,0.96
6.1,0.9058267,0.76376045,0.959
6.2,0.90462136,0.76179725,0.959
6.3,0.90021574,0.7556881,0.957
6.4,0.89187944,0.74447525,0.949
6.5,0.8808043,0.7300416,0.94
6.6,0.87556106,0.7231813,0.937
6.7,0.86856145,0.7145869,0.929
6.8,0.8522151,0.69615406,0.918
6.9,0.81454986,0.6566727,0.873
7.0,0.7546427,0.5984277,0.802
7.1,0.6852597,0.5366003,0.714
7.2,0.57679987,0.43521073,0.57
7.3,0.47259364,0.33929154,0.45
7.4,0.3881481,0.2681001,0.364
7.5,0.28086284,0.18519892,0.24
7.6,0.114625074,0.07006816,0.088
7.7,0.009968095,0.006923991,0.009
7.8,0.006666374,0.0037260118,0.006
7.9,0.004462044,0.0025306295,0.006
8.0,0.0030761154,0.001739248,0.003
8.1,0.0013397089,8.848329E-4,0.001
