Parent ID,Parent Name,Total Mean Annual Rate,Total 500 Year Prob,Long-Term Fault System Solution Rate
861,Airport Lake,3.16E-4,0.149,6.4634316E-4
667,Almanor 2011 CFM,0.001816,0.641,0.0032080284
219,Anacapa-Dume alt 1,1.16E-4,0.056,2.7066036E-4
197,Anaheim,8.6E-5,0.043,1.5264863E-4
722,Antelope Valley 2011,8.16E-4,0.376,0.0016513178
845,Ash Hill,7.7E-4,0.336,0.0011242339
881,Baker,1.82E-4,0.087,2.971852E-4
668,Bartlett Springs 2011 CFM,0.001786,0.634,0.0032548506
669,Battle Creek 2011 CFM,1.62E-4,0.081,3.1419643E-4
842,Bear River fault zone,6.18E-4,0.281,0.0012404737
581,Bennett Valley 2011 CFM,0.001024,0.444,0.0013300235
158,Bicycle Lake,9.48E-4,0.431,0.0010238567
741,Big Lagoon - Bald Mtn 2011 CFM,5.96E-4,0.267,9.757346E-4
192,Big Pine (Central),6.0E-4,0.274,7.7102927E-4
191,Big Pine (East),5.28E-4,0.248,5.174529E-4
200,Big Pine (West),1.6E-5,0.008,3.5641617E-5
87,Blackwater,0.001006,0.397,0.0016023546
169,Blue Cut,7.64E-4,0.345,0.0011076577
170,Brawley (Seismic Zone) alt 1,0.010526,1.0,0.013392845
541,Breckenridge 2011,3.0E-5,0.015,5.9955266E-5
882,Bullion Mountains,5.44E-4,0.255,8.568014E-4
94,Burnt Mtn,4.38E-4,0.218,8.178091E-4
561,Butano 2011 CFM,4.36E-4,0.205,4.988888E-4
165,Cady,6.32E-4,0.283,0.0010379759
602,Calaveras (Central) 2011 CFM,0.005746,0.947,0.007856056
601,Calaveras (No) 2011 CFM,0.001776,0.655,0.0025420743
621,Calaveras (So) - Paicines extension 2011 CFM,0.00571,0.951,0.007935263
603,Calaveras (So) 2011 CFM,0.006072,0.972,0.00887066
88,Calico-Hidalgo,0.001206,0.501,0.0021344922
724,Camp Rock 2011,4.72E-4,0.222,8.719521E-4
173,Canada David (Detachment),9.4E-5,0.047,1.708136E-4
176,Carlsbad,1.28E-4,0.064,2.9338954E-4
721,Carson Range (Genoa),0.001024,0.439,0.0021533736
670,Casmalia 2011 CFM,1.58E-4,0.076,2.1761062E-4
34,Cedar Mtn-Mahogany Mtn,9.24E-4,0.36,0.0014486995
172,Cerro Prieto,0.01265,0.998,0.015186971
129,Channel Islands Thrust,9.72E-4,0.401,0.0011560944
214,Channel Islands Western Deep Ramp,3.12E-4,0.145,3.141864E-4
238,Chino alt 1,0.001472,0.557,0.002055848
124,Clamshell-Sawpit,1.08E-4,0.053,1.6712814E-4
844,Clayton,3.8E-4,0.187,5.955206E-4
81,Cleghorn,3.24E-4,0.157,4.1360638E-4
884,Cleghorn Lake,6.64E-4,0.291,8.0706173E-4
883,Cleghorn Pass,6.46E-4,0.271,5.4906996E-4
582,Collayami 2011 CFM,7.56E-4,0.335,0.0016240462
184,Compton,2.94E-4,0.142,5.5336126E-4
622,Concord 2011 CFM,0.002088,0.723,0.003020393
626,Contra Costa (Lafayette) 2011 CFM,1.88E-4,0.093,3.4727142E-4
633,Contra Costa Shear Zone (connector) 2011 CFM,4.46E-4,0.208,6.8810565E-4
776,Coronado Bank alt1,0.00266,0.766,0.004669619
157,Coyote Canyon,0.001566,0.571,0.00183098
163,Coyote Lake,6.74E-4,0.305,0.0010333296
125,Cucamonga,3.6E-4,0.176,6.182335E-4
894,Davis Creek,8.24E-4,0.319,0.0012165429
245,Death Valley (Black Mtns Frontal),4.46E-4,0.221,8.7176583E-4
45,Death Valley (Fish Lake Valley),9.92E-4,0.414,0.0020205644
46,Death Valley (No),4.92E-4,0.242,0.0010474853
246,Death Valley (So),8.24E-4,0.373,0.001079285
51,Deep Springs,5.9E-4,0.282,0.0010337
230,Del Valle,2.4E-4,0.117,5.591551E-4
889,Dog Valley,2.22E-4,0.11,4.1480028E-4
888,Dry Mountain,1.84E-4,0.092,3.2469787E-4
249,Earthquake Valley,5.32E-4,0.258,0.001013129
255,Earthquake Valley (No  Extension),6.44E-4,0.302,0.0011406206
256,Earthquake Valley (So Extension),7.76E-4,0.351,0.0015755498
671,East Huasna 2011 CFM,7.8E-5,0.038,7.648561E-5
672,Eaton Roughs 2011 CFM,0.002352,0.715,0.0035506086
96,Elmore Ranch,0.003064,0.843,0.0047495617
103,Elsinore (Coyote Mountains),0.001096,0.463,0.0021942228
296,Elsinore (Glen Ivy) rev,0.007134,0.985,0.008455746
102,Elsinore (Julian),2.52E-4,0.126,6.1102665E-4
402,Elsinore (Stepovers Combined),6.04E-4,0.287,0.0011189252
299,Elsinore (Temecula) rev,7.04E-4,0.326,0.001540073
196,Elysian Park (Lower CFM),6.2E-5,0.031,1.135746E-4
146,Elysian Park (Upper),0.001058,0.428,0.0016632719
90,Emerson-Copper Mtn 2011,5.88E-4,0.27,0.0011147654
95,Eureka Peak,8.58E-4,0.391,0.0016670827
20,Fickle Hill (alt1),1.84E-4,0.09,2.8655992E-4
698,Fish Slough 2011 CFM,9.6E-5,0.047,2.2765521E-4
893,Fitzhugh Creek,2.28E-4,0.105,3.1876215E-4
204,Fontana (Seismicity),1.98E-4,0.099,3.745872E-4
634,Franklin 2011 CFM,6.06E-4,0.279,9.630176E-4
699,Garberville - Briceland 2011 CFM,0.001368,0.546,0.0025254672
159,Garlic Springs,8.24E-4,0.381,8.745211E-4
341,Garlock (Central),0.002044,0.707,0.0028767434
48,Garlock (East),0.002414,0.761,0.0023529157
49,Garlock (West),7.1E-4,0.328,0.0013139631
700,Gillem - Big Crack 2011 CFM,6.62E-4,0.273,0.0011462987
160,Goldstone Lake,0.001362,0.541,0.001393892
701,Goose Lake 2011 CFM,1.32E-4,0.058,1.9728589E-4
86,Gravel Hills-Harper Lk,0.001012,0.416,0.0016008405
131,Great Valley 01,1.08E-4,0.054,1.7426879E-4
133,Great Valley 02,9.2E-5,0.046,1.3342313E-4
132,Great Valley 03 Mysterious Ridge,0.001056,0.439,0.0016270807
383,Great Valley 03a Dunnigan Hills,9.44E-4,0.351,0.001211987
134,Great Valley 04a Trout Creek,4.64E-4,0.223,7.35125E-4
381,Great Valley 04b Gordon Valley,8.44E-4,0.375,0.0011052173
717,Great Valley 05 Pittsburg - Kirby Hills alt1,0.0013,0.495,0.0021848732
645,Great Valley 06 (Midland) 2011 CFM alt1,5.44E-4,0.247,6.633256E-4
136,Great Valley 07 (Orestimba),0.001276,0.508,0.0018833199
137,Great Valley 08 (Quinto),5.4E-4,0.266,4.0374356E-4
151,Great Valley 09 (Laguna Seca),0.002142,0.689,0.0032257603
138,Great Valley 10 (Panoche),4.12E-4,0.202,8.481573E-4
139,Great Valley 11,6.84E-4,0.313,0.0014662166
140,Great Valley 12,2.16E-4,0.105,4.768042E-4
142,Great Valley 13 (Coalinga),3.22E-4,0.154,6.558958E-4
141,Great Valley 14 (Kettleman Hills),1.68E-4,0.084,3.2380995E-4
623,Green Valley 2011 CFM,0.00397,0.898,0.0052470155
636,Greenville (No) 2011 CFM,0.001082,0.45,0.0019526663
635,Greenville (So) 2011 CFM,0.0011,0.459,0.0022331304
702,Hartley Springs 2011 CFM,3.84E-4,0.191,7.4889406E-4
37,Hat Creek-McArthur-Mayfield,0.001216,0.477,0.0020702034
639,Hayward (No) 2011 CFM,0.003518,0.91,0.0048564076
638,Hayward (So) 2011 CFM,0.008642,0.999,0.009440966
637,Hayward (So) extension 2011 CFM,0.005578,0.956,0.0068718083
167,Hector Mine,5.72E-4,0.261,9.788839E-4
84,Helendale-So Lockhart,5.22E-4,0.231,9.024913E-4
703,Hilton Creek 2011 CFM,6.14E-4,0.296,0.0013004984
108,Hollywood,3.98E-4,0.189,6.4956263E-4
228,Holser alt 1,1.72E-4,0.085,3.2740412E-4
723,Homestead Valley 2011,4.08E-4,0.191,8.0344925E-4
704,Honey Lake 2011 CFM,0.001898,0.671,0.0035161888
30,Hosgri,7.92E-4,0.331,0.0015048402
208,Hosgri (Extension),4.14E-4,0.197,7.304322E-4
50,Hunter Mountain-Saline Valley,0.001174,0.493,0.0023534982
677,Hunting Creek - Bartlett Springs connector 2011,0.001686,0.623,0.0025776934
640,Hunting Creek - Berryessa 2011 CFM,0.006026,0.951,0.0072375466
97,Imperial,0.011344,1.0,0.014349225
678,Incline Village 2011 CFM,4.0E-5,0.02,3.4083915E-4
65,Independence rev 2011,1.76E-4,0.086,2.3074308E-4
892,Jess Valley,1.04E-4,0.052,1.7668359E-4
91,Johnson Valley (No) 2011 rev,6.64E-4,0.303,0.001345028
168,Joshua Tree (Seismicity),4.0E-5,0.02,7.318357E-5
679,Keddie Ridge 2011 CFM,6.86E-4,0.304,0.0013595427
542,Kern Canyon (Lake Isabella) 2011,1.06E-4,0.052,2.2117178E-4
544,Kern Canyon (North Kern) 2011,1.66E-4,0.083,3.4575982E-4
543,Kern Canyon (South Kern) 2011,1.02E-4,0.051,2.1419737E-4
92,Kickapoo,6.3E-4,0.296,0.0013319205
680,King Range 2011 CFM,0.001338,0.604,6.502829E-4
641,La Panza 2011,1.88E-4,0.092,2.439591E-4
104,Laguna Salada,0.002356,0.734,0.0042175907
207,Lake Isabella (Seismicity),2.38E-4,0.115,4.921317E-4
642,Las Positas,3.64E-4,0.182,5.561965E-4
890,Last Chance,9.0E-5,0.045,1.690218E-4
85,Lenwood-Lockhart-Old Woman Springs,0.00125,0.485,0.0019538852
705,Likely 2011 CFM,8.8E-4,0.362,0.0015021918
681,Lions Head 2011 CFM,3.8E-5,0.018,4.6383448E-5
144,Little Lake,6.22E-4,0.281,0.001483167
16,Little Salmon (Offshore),6.78E-4,0.316,0.0012028371
17,Little Salmon (Onshore),0.00167,0.709,0.0021697474
683,Los Alamos 2011 CFM,2.5E-4,0.124,2.4150604E-4
780,Los Alamos extension,2.42E-4,0.121,2.0947917E-4
643,Los Medanos - Roe Island,1.8E-5,0.009,4.731268E-5
74,Los Osos 2011,1.66E-4,0.081,2.5500657E-4
201,Lost Hills,7.52E-4,0.342,0.0011654334
166,Ludlow,8.06E-4,0.33,0.00116921
644,Maacama 2011 CFM,0.004206,0.888,0.0071395757
22,Mad River (alt1),4.42E-4,0.207,5.872844E-4
221,Malibu Coast (Extension) alt 1,3.0E-4,0.144,4.9877336E-4
220,Malibu Coast alt 1,6.32E-4,0.29,0.001222186
164,Manix-Afton Hills,4.6E-4,0.209,7.191928E-4
21,McKinleyville (alt1),5.34E-4,0.254,5.754558E-4
155,McLean Lake,0.001028,0.429,9.058394E-4
13,Mendocino,0.016498,1.0,0.028919645
605,Mission (connected) 2011 CFM,0.001248,0.506,0.0012145345
250,Mission Creek,4.46E-4,0.212,6.02634E-4
779,Mission Hills 2011,4.54E-4,0.219,9.791775E-4
78,Mission Ridge-Arroyo Parida-Santa Ana,0.002138,0.662,0.0023780307
686,Mohawk Valley 2011 CFM,6.24E-4,0.288,0.0013266791
707,Mono Lake 2011 CFM,5.7E-4,0.272,0.0010614097
646,Monte Vista - Shannon 2011 CFM,0.001988,0.714,0.0014562046
11,Monterey Bay-Tularcitos,0.00119,0.467,0.0015722353
188,Morales (East),1.08E-4,0.054,7.79693E-5
187,Morales (West),5.6E-5,0.027,7.319131E-5
711,Mount Diablo Thrust North CFM,4.34E-4,0.21,7.720545E-4
713,Mount Diablo Thrust South,8.4E-4,0.385,0.0011676361
156,Nelson Lake,7.02E-4,0.288,5.172724E-4
122,Newport-Inglewood (Offshore),6.14E-4,0.277,0.0010240931
235,Newport-Inglewood alt 1,7.9E-4,0.357,0.0015481045
83,North Frontal  (East),2.8E-4,0.138,3.7233395E-4
82,North Frontal  (West),1.88E-4,0.093,2.468901E-4
199,North Salt Lake,1.1E-4,0.054,1.5958879E-4
687,North Tahoe 2011 CFM,6.08E-4,0.279,0.0011220555
130,Northridge,4.04E-4,0.195,9.570082E-4
211,Northridge Hills,1.06E-4,0.052,2.6590173E-4
116,Oak Ridge (Onshore),7.44E-4,0.327,0.0016462933
709,Oceanic - West Huasna,0.001246,0.476,0.0019781496
777,Oceanside alt1,3.4E-4,0.164,6.0619024E-4
921,Ortigalita (North),0.003078,0.791,0.004024102
9,Ortigalita (South),0.001356,0.531,0.0019431348
64,Owens Valley,8.28E-4,0.365,0.0025245699
891,Owens Valley Keough Hot Springs,2.98E-4,0.144,8.196551E-4
47,Owl Lake,0.002242,0.733,0.0026257255
841,Ozena,6.4E-5,0.032,7.5020034E-5
109,Palos Verdes,0.001612,0.59,0.00319659
244,Panamint Valley,9.96E-4,0.427,0.0015764342
162,Paradise,6.64E-4,0.298,7.7492394E-4
186,Peralta Hills,1.36E-4,0.068,2.027145E-4
647,Pilarcitos 2011 CFM,2.94E-4,0.141,2.6768565E-4
193,Pine Mtn,2.78E-4,0.134,3.597619E-4
93,Pinto Mtn,0.001406,0.544,0.0023060807
89,Pisgah-Bullion Mtn-Mesquite Lk,9.38E-4,0.402,0.0015779451
212,Pitas Point (Lower West),3.76E-4,0.183,4.2533522E-4
215,Pitas Point (Lower)-Montalvo,2.14E-4,0.107,2.741659E-4
688,Pittville 2011 CFM,8.52E-4,0.346,0.0013061416
58,Pleito,0.001088,0.48,8.7467715E-4
666,Point Reyes 2011 CFM,5.04E-4,0.22,4.6253882E-4
843,Point Reyes 2011 connector,1.72E-4,0.082,1.9772087E-4
545,Polaris 2011 CFM,3.44E-4,0.168,6.5906247E-4
240,Puente Hills,2.58E-4,0.126,6.314509E-4
648,Quien Sabe 2011 CFM,0.001252,0.501,0.0019604943
152,Raymond,5.6E-4,0.268,7.9089816E-4
118,Red Mountain,0.001548,0.554,0.0021816716
161,Red Pass,3.42E-4,0.162,4.3090692E-4
232,Redondo Canyon alt 1,3.26E-4,0.161,5.3985516E-4
649,Reliz 2011 CFM,8.6E-4,0.349,8.349928E-4
205,Richfield,5.8E-5,0.029,7.913876E-5
650,Rinconada 2011 CFM,6.22E-4,0.272,9.5804554E-4
38,Robinson Creek,4.5E-4,0.223,7.151293E-4
689,Rocky Ledge 2011 CFM,4.04E-4,0.196,6.4402475E-4
651,Rodgers Creek - Healdsburg 2011 CFM,0.002724,0.844,0.003901182
123,Rose Canyon,0.002396,0.728,0.003787493
42,Round Valley,4.06E-4,0.192,8.2868163E-4
690,Russ 2011 CFM,6.04E-4,0.288,0.0012421969
287,San Andreas (Big Bend),0.004562,0.995,0.0053120325
300,San Andreas (Carrizo) rev,0.00521,1.0,0.006092012
285,San Andreas (Cholame) rev,0.005538,0.999,0.0064196703
295,San Andreas (Coachella) rev,0.005346,0.993,0.006223159
658,San Andreas (Creeping Section) 2011 CFM,0.027398,1.0,0.03419009
286,San Andreas (Mojave N),0.004032,0.995,0.005154288
301,San Andreas (Mojave S),0.018284,1.0,0.016211301
294,San Andreas (North Branch Mill Creek),4.94E-4,0.234,7.0238864E-4
654,San Andreas (North Coast) 2011 CFM,0.005558,0.996,0.008001522
653,San Andreas (Offshore) 2011 CFM,0.007108,0.997,0.008909097
32,San Andreas (Parkfield),0.043476,1.0,0.047238618
655,San Andreas (Peninsula) 2011 CFM,0.003226,0.949,0.004498022
282,San Andreas (San Bernardino N),0.00654,0.996,0.007448379
283,San Andreas (San Bernardino S),0.005318,0.987,0.0064371466
284,San Andreas (San Gorgonio Pass-Garnet HIll),0.003592,0.915,0.004339178
657,San Andreas (Santa Cruz Mts) 2011 CFM,0.00674,0.995,0.008986775
80,San Cayetano,5.68E-4,0.268,0.0012249724
178,San Clemente,0.002388,0.733,0.004444812
774,San Diego Trough north alt1,0.002444,0.731,0.00429148
177,San Diego Trough south,0.002628,0.774,0.0047139744
247,San Gabriel,3.66E-4,0.168,5.655014E-4
248,San Gabriel (Extension),1.78E-4,0.088,2.9473729E-4
194,San Gorgonio Pass,2.82E-4,0.139,3.9887163E-4
660,San Gregorio (North) 2011 CFM,0.001734,0.647,0.0026238097
661,San Gregorio (South) 2011 CFM,5.36E-4,0.251,9.794229E-4
293,San Jacinto (Anza) rev,0.001636,0.653,0.0032881694
99,San Jacinto (Borrego),9.28E-4,0.42,0.001855396
