Magnitude,Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
5.0,7.28526,7.2,7.025,0.8621141,5.8625,6.45,8.1375,9.2
5.1,5.762054,5.7,5.7,0.69789994,4.6,5.075,6.4375,7.3
5.2,4.556925,4.5125,4.3875,0.56488454,3.6,4.0,5.1125,5.7875
5.3,3.598075,3.5625,3.4375,0.45693606,2.8125,3.15,4.0375,4.6
5.4,2.8350313,2.8,2.7625,0.37302938,2.2,2.4625,3.2,3.6375
5.5,2.2303834,2.2125,2.1,0.3035853,1.7,1.925,2.525,2.875
5.6,1.7493646,1.7375,1.65,0.24833299,1.3125,1.5,1.9875,2.275
5.7,1.366573,1.35,1.3625,0.20409356,1.0125,1.1625,1.5625,1.8
5.8,1.0628729,1.05,1.025,0.16668501,0.775,0.9,1.225,1.4125
5.9,0.81070834,0.8,0.825,0.13536698,0.5625,0.675,0.95,1.1
6.0,0.6422646,0.6375,0.6625,0.113992006,0.4375,0.525,0.75,0.8875
6.1,0.49425834,0.4875,0.4875,0.096369445,0.325,0.4,0.5875,0.7
6.2,0.38982084,0.3875,0.35,0.0815692,0.2375,0.3125,0.475,0.5625
6.3,0.30783957,0.3,0.3125,0.070448846,0.1875,0.2375,0.375,0.45
6.4,0.23991458,0.2375,0.225,0.060127523,0.1375,0.175,0.3,0.3625
6.5,0.18454374,0.1875,0.175,0.051892478,0.0875,0.1375,0.2375,0.3
6.6,0.14315625,0.1375,0.125,0.044499278,0.0625,0.1,0.1875,0.2375
6.7,0.109552085,0.1125,0.1,0.038431063,0.0375,0.075,0.15,0.1875
6.8,0.0857625,0.0875,0.075,0.033152547,0.025,0.05,0.1125,0.15
6.9,0.0666125,0.0625,0.0625,0.029114528,0.0125,0.0375,0.1,0.125
7.0,0.05172083,0.05,0.0375,0.025466705,0.0125,0.025,0.075,0.1125
7.1,0.039039582,0.0375,0.0375,0.022251608,0.0,0.0125,0.0625,0.0875
7.2,0.02916875,0.025,0.025,0.019100884,0.0,0.0125,0.05,0.075
7.3,0.022764584,0.025,0.0125,0.016452935,0.0,0.0125,0.0375,0.0625
7.4,0.017429167,0.0125,0.0125,0.014192039,0.0,0.0,0.025,0.05
7.5,0.012325,0.0125,0.0125,0.011707927,0.0,0.0,0.025,0.0375
7.6,0.009141667,0.0125,0.0,0.009941943,0.0,0.0,0.0125,0.0375
7.7,0.0064125,0.0,0.0,0.008347018,0.0,0.0,0.0125,0.025
7.8,0.00445,0.0,0.0,0.006857715,0.0,0.0,0.0125,0.025
7.9,0.0024291666,0.0,0.0,0.0051426943,0.0,0.0,0.0125,0.0125
8.0,0.001325,0.0,0.0,0.0038618036,0.0,0.0,0.0,0.0125
8.1,6.1041664E-4,0.0,0.0,0.0026942177,0.0,0.0,0.0,0.0125
8.2,2.3958333E-4,0.0,0.0,0.0017140248,0.0,0.0,0.0,0.0
8.3,6.4583335E-5,0.0,0.0,8.9624466E-4,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
