Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.9809675,0.77490765,0.9795322
6.1,0.98016304,0.7707735,0.9766082
6.2,0.9640279,0.7341738,0.9736842
6.3,0.9505599,0.7190547,0.96198833
6.4,0.9390039,0.70665836,0.9532164
6.5,0.9203267,0.6802067,0.9444444
6.6,0.87774384,0.6554539,0.9122807
6.7,0.86986136,0.6458159,0.9035088
6.8,0.8375282,0.6097834,0.8391813
6.9,0.77980334,0.5559919,0.7836257
7.0,0.72773975,0.5142041,0.7251462
7.1,0.6729546,0.47985625,0.6725146
7.2,0.59348154,0.42375273,0.5555556
7.3,0.48866954,0.3507284,0.4239766
7.4,0.37480524,0.26810017,0.33333334
7.5,0.33428064,0.22503693,0.30409357
7.6,0.2516329,0.16126388,0.22222222
7.7,0.14966126,0.097197525,0.14035088
7.8,0.1292653,0.082146995,0.12573099
7.9,0.08401161,0.05354328,0.06140351
8.0,0.051511854,0.03451359,0.02631579
8.1,0.03134319,0.022278618,0.014619883
