Duration (years),Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
1.0,8.216919,6.0,5.0,9.429154,1.0,3.0,12.0,30.0
2.0,8.216919,6.5,5.5,7.0713787,2.0,4.0,11.5,27.5
4.0,8.216919,6.75,5.5,5.301122,3.0,4.5,11.25,23.75
6.0,8.247278,7.0,6.5,4.5251245,3.5,4.8333335,11.166667,21.333334
8.0,8.247278,7.125,7.125,3.9856768,3.875,5.125,11.125,19.625
10.0,8.216919,7.3,6.4,3.5940235,4.1,5.3,11.0,18.4
12.0,8.247278,7.3333335,6.75,3.341469,4.25,5.5,10.916667,17.416666
14.0,8.232579,7.428571,6.214286,3.1168575,4.357143,5.571429,10.857142,16.714285
16.0,8.247278,7.5,7.0625,2.9183354,4.5,5.75,10.75,16.25
18.0,8.277898,7.611111,6.388889,2.796991,4.6666665,5.8333335,10.777778,15.944445
20.0,8.216919,7.6,6.65,2.6120574,4.8,5.9,10.55,15.15
22.0,8.27631,7.7272725,6.7727275,2.5358088,4.9545455,5.909091,10.5,14.772727
24.0,8.247278,7.75,6.5416665,2.4352846,4.9166665,5.9583335,10.625,14.125
26.0,8.291915,7.8846154,7.6153846,2.3185413,5.0,6.076923,10.538462,13.769231
28.0,8.276962,7.892857,9.321428,2.2541916,5.035714,6.142857,10.535714,13.678572
30.0,8.277898,7.9,8.266666,2.1461337,5.2,6.2,10.466666,13.333333
32.0,8.247278,7.90625,6.9375,2.0765162,5.1875,6.28125,10.40625,13.15625
34.0,8.321939,8.0,6.352941,2.013251,5.352941,6.3235292,10.441176,13.058824
36.0,8.309109,7.9444447,7.1666665,1.9882019,5.4166665,6.3333335,10.444445,12.833333
38.0,8.303082,7.9736843,7.5263157,1.929182,5.4210525,6.394737,10.315789,12.815789
40.0,8.28214,7.95,7.45,1.8715775,5.475,6.525,10.2,12.575
42.0,8.276962,7.9761906,6.952381,1.8240066,5.547619,6.547619,10.071428,12.642858
44.0,8.27631,8.0,7.6363635,1.7696984,5.568182,6.568182,10.045455,12.318182
46.0,8.2695265,7.978261,7.9130435,1.72146,5.5869565,6.5869565,9.978261,12.086957
48.0,8.247278,8.020833,7.3125,1.6572604,5.625,6.625,9.895833,11.958333
50.0,8.216919,8.02,7.2,1.6266174,5.7,6.58,9.88,11.78
52.0,8.331774,8.153846,8.288462,1.572501,5.7884617,6.75,10.038462,11.711538
54.0,8.321388,8.148149,7.685185,1.5427278,5.814815,6.814815,9.981482,11.648149
56.0,8.310907,8.142858,8.392858,1.5193373,5.821429,6.714286,9.964286,11.571428
58.0,8.31426,8.137931,7.965517,1.4900595,5.827586,6.7413793,9.931034,11.413794
60.0,8.33027,8.166667,7.9166665,1.4494091,6.0,6.866667,9.933333,11.333333
62.0,8.321709,8.17742,8.887096,1.4297141,5.983871,6.822581,9.790322,11.370968
64.0,8.336627,8.203125,8.09375,1.3925557,6.09375,6.890625,9.796875,11.359375
66.0,8.330249,8.212121,7.848485,1.3555813,6.1666665,6.909091,9.757576,11.242424
68.0,8.321939,8.235294,8.367647,1.3316073,6.1764708,6.9558825,9.691176,11.176471
70.0,8.30242,8.228572,8.171429,1.3263834,6.1571426,6.928571,9.657143,11.1285715
72.0,8.309109,8.208333,7.75,1.313237,6.125,6.9444447,9.611111,11.041667
74.0,8.312515,8.2027025,8.472973,1.2952323,6.189189,6.9594593,9.594595,11.175675
76.0,8.303082,8.223684,8.394737,1.2694792,6.1710525,6.9736843,9.552631,11.105263
78.0,8.291915,8.217949,8.269231,1.2490141,6.1923075,6.9615383,9.51282,11.051282
80.0,8.28214,8.2125,8.6875,1.226614,6.2625,7.0125,9.4625,11.075
82.0,8.287014,8.182927,8.219512,1.2227995,6.268293,7.0,9.439024,11.134147
84.0,8.276962,8.154762,8.690476,1.1904151,6.2619047,7.0833335,9.440476,11.011905
86.0,8.269097,8.174418,8.186047,1.1705377,6.244186,7.0697675,9.360465,10.953488
88.0,8.27631,8.170455,7.5227275,1.1414349,6.2954545,7.1363635,9.363636,10.875
90.0,8.277898,8.155556,8.111111,1.1171515,6.288889,7.177778,9.366667,10.822222
92.0,8.2695265,8.141304,8.152174,1.0983256,6.2934785,7.2173915,9.304348,10.673913
94.0,8.259498,8.117022,7.882979,1.077889,6.319149,7.2340426,9.234042,10.606383
96.0,8.247278,8.135417,7.5,1.0607225,6.34375,7.25,9.208333,10.604167
98.0,8.232579,8.132653,8.612245,1.0486217,6.387755,7.244898,9.244898,10.632653
100.0,8.216919,8.12,7.53,1.0404168,6.31,7.27,9.2,10.55
