Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.030930206,0.031325083,0.034
6.1,0.030930206,0.031325083,0.034
6.2,0.030930206,0.031325083,0.034
6.3,0.030930206,0.031325083,0.034
6.4,0.030930206,0.031325083,0.034
6.5,0.030930206,0.031325083,0.034
6.6,0.030930206,0.031325083,0.034
6.7,0.027343374,0.027703177,0.033
6.8,0.027343374,0.027703177,0.033
6.9,0.024451634,0.024783226,0.031
7.0,0.024338787,0.02466922,0.031
7.1,0.023773355,0.024097862,0.029
7.2,0.020879956,0.021170193,0.022
7.3,0.01101796,0.011180058,0.009
7.4,0.0098917615,0.010038531,0.007
7.5,0.0064536654,0.006549899,0.004
7.6,0.0034087452,0.0034611844,0.003
7.7,0.0020776577,0.0021094377,0.001
7.8,1.9337227E-4,1.9573334E-4,0.0
