Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,1.04892,0.0,4.0,1.0,0.0,0.56266,7.0E-5,0.82622
2.6,0.83222,0.0,3.0,0.0,0.0,0.48267,7.0E-5,0.65554
2.7,0.65925,0.0,3.0,0.0,0.0,0.40825,7.0E-5,0.51952
2.8,0.52422,0.0,3.0,0.0,0.0,0.34254,7.0E-5,0.41341
2.9,0.41529,0.0,2.0,0.0,0.0,0.28376,7.0E-5,0.32787
3.0,0.32905,0.0,2.0,0.0,0.0,0.23293,7.0E-5,0.25977
3.1,0.26225,0.0,2.0,0.0,0.0,0.19133,7.0E-5,0.20693
3.2,0.20869,0.0,2.0,0.0,0.0,0.15605,7.0E-5,0.16461
3.3,0.16582,0.0,1.0,0.0,0.0,0.12699,7.0E-5,0.13091
3.4,0.13107,0.0,1.0,0.0,0.0,0.10228,7.0E-5,0.10333
3.5,0.10465,0.0,1.0,0.0,0.0,0.08283,7.0E-5,0.08242
3.6,0.08321,0.0,1.0,0.0,0.0,0.06689,7.0E-5,0.06563
3.7,0.06624,0.0,1.0,0.0,0.0,0.05411,7.0E-5,0.05232
3.8,0.05249,0.0,1.0,0.0,0.0,0.04337,7.0E-5,0.0414
3.9,0.04177,0.0,1.0,0.0,0.0,0.03485,7.0E-5,0.03302
4.0,0.03315,0.0,1.0,0.0,0.0,0.02755,7.0E-5,0.02588
4.1,0.02649,0.0,0.0,0.0,0.0,0.02213,7.0E-5,0.02058
4.2,0.02143,0.0,0.0,0.0,0.0,0.0181,7.0E-5,0.01674
4.3,0.01696,0.0,0.0,0.0,0.0,0.01458,7.0E-5,0.0134
4.4,0.01357,0.0,0.0,0.0,0.0,0.01177,7.0E-5,0.01074
4.5,0.0107,0.0,0.0,0.0,0.0,0.00939,7.0E-5,0.00858
4.6,0.00839,0.0,0.0,0.0,0.0,0.00735,7.0E-5,0.00667
4.7,0.00655,0.0,0.0,0.0,0.0,0.00576,7.0E-5,0.00521
4.8,0.00513,0.0,0.0,0.0,0.0,0.00453,7.0E-5,0.00411
4.9,0.00403,0.0,0.0,0.0,0.0,0.00361,7.0E-5,0.00326
5.0,0.00331,0.0,0.0,0.0,0.0,0.00302,7.0E-5,0.00273
5.1,0.00258,0.0,0.0,0.0,0.0,0.00236,7.0E-5,0.00215
5.2,0.002,0.0,0.0,0.0,0.0,0.00182,7.0E-5,0.00163
5.3,0.00154,0.0,0.0,0.0,0.0,0.00143,7.0E-5,0.0013
5.4,0.00112,0.0,0.0,0.0,0.0,0.00102,7.0E-5,9.5E-4
5.5,9.1E-4,0.0,0.0,0.0,0.0,8.4E-4,7.0E-5,7.8E-4
5.6,6.5E-4,0.0,0.0,0.0,0.0,5.9E-4,7.0E-5,5.7E-4
5.7,5.0E-4,0.0,0.0,0.0,0.0,4.5E-4,7.0E-5,4.4E-4
5.8,3.9E-4,0.0,0.0,0.0,0.0,3.5E-4,7.0E-5,3.4E-4
5.9,3.1E-4,0.0,0.0,0.0,0.0,2.8E-4,6.0E-5,2.8E-4
6.0,2.5E-4,0.0,0.0,0.0,0.0,2.3E-4,6.0E-5,2.2E-4
6.1,1.4E-4,0.0,0.0,0.0,0.0,1.2E-4,5.0E-5,1.1E-4
6.2,1.3E-4,0.0,0.0,0.0,0.0,1.2E-4,5.0E-5,1.1E-4
6.3,1.1E-4,0.0,0.0,0.0,0.0,1.0E-4,4.0E-5,9.0E-5
6.4,9.0E-5,0.0,0.0,0.0,0.0,8.0E-5,4.0E-5,7.0E-5
6.5,8.0E-5,0.0,0.0,0.0,0.0,7.0E-5,4.0E-5,6.0E-5
6.6,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,3.0E-5,3.0E-5
6.7,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,3.0E-5,3.0E-5
6.8,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
6.9,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
