Parent ID,Parent Name,Total Mean Annual Rate,Total 500 Year Prob
861,Airport Lake,2.8505747E-4,0.13563219
667,Almanor 2011 CFM,0.0022367816,0.6793103
219,Anacapa-Dume alt 1,1.724138E-4,0.0862069
197,Anaheim,8.045977E-5,0.040229887
722,Antelope Valley 2011,8.597701E-4,0.37586206
845,Ash Hill,0.0011264367,0.42873564
881,Baker,2.551724E-4,0.11494253
668,Bartlett Springs 2011 CFM,0.002537931,0.7724138
669,Battle Creek 2011 CFM,1.954023E-4,0.09425288
842,Bear River fault zone,7.7471265E-4,0.3413793
581,Bennett Valley 2011 CFM,0.0012643678,0.5494253
158,Bicycle Lake,0.0013977011,0.55402297
741,Big Lagoon - Bald Mtn 2011 CFM,0.0010022989,0.37126437
192,Big Pine (Central),8.344828E-4,0.3586207
191,Big Pine (East),7.3333335E-4,0.33448276
200,Big Pine (West),2.9885057E-5,0.014942529
87,Blackwater,0.0011356322,0.4045977
169,Blue Cut,0.0010643678,0.40574712
170,Brawley (Seismic Zone) alt 1,0.012004598,1.0
541,Breckenridge 2011,1.1494253E-5,0.0057471264
882,Bullion Mountains,6.2988506E-4,0.27701148
94,Burnt Mtn,4.5287356E-4,0.22643678
561,Butano 2011 CFM,5.977012E-4,0.26436782
165,Cady,9.724138E-4,0.3954023
602,Calaveras (Central) 2011 CFM,0.007675862,0.99310344
601,Calaveras (No) 2011 CFM,0.0026206896,0.82643676
621,Calaveras (So) - Paicines extension 2011 CFM,0.0075908047,0.98390806
603,Calaveras (So) 2011 CFM,0.007466667,0.99770117
88,Calico-Hidalgo,0.0015034482,0.55287355
724,Camp Rock 2011,1.494253E-4,0.07471264
173,Canada David (Detachment),8.505747E-5,0.042528737
176,Carlsbad,2.0919541E-4,0.09770115
721,Carson Range (Genoa),0.0013793104,0.5482759
670,Casmalia 2011 CFM,2.1839081E-4,0.10804598
34,Cedar Mtn-Mahogany Mtn,0.0011816092,0.35517243
172,Cerro Prieto,0.015855173,1.0
129,Channel Islands Thrust,0.0013126436,0.48390806
214,Channel Islands Western Deep Ramp,4.735632E-4,0.21494253
238,Chino alt 1,0.0024321838,0.76666665
124,Clamshell-Sawpit,1.4022988E-4,0.06896552
844,Clayton,4.45977E-4,0.21149425
81,Cleghorn,4.7586206E-4,0.22643678
884,Cleghorn Lake,0.0010252873,0.3643678
883,Cleghorn Pass,9.37931E-4,0.35402298
582,Collayami 2011 CFM,7.977011E-4,0.35632184
184,Compton,2.9425288E-4,0.14137931
622,Concord 2011 CFM,0.0029149426,0.8827586
626,Contra Costa (Lafayette) 2011 CFM,2.5057473E-4,0.121839084
633,Contra Costa Shear Zone (connector) 2011 CFM,6.3448277E-4,0.2908046
776,Coronado Bank alt1,0.0034574713,0.83793104
157,Coyote Canyon,0.0023126437,0.6873563
163,Coyote Lake,8.6666667E-4,0.3586207
125,Cucamonga,4.6666668E-4,0.21724138
894,Davis Creek,0.0011448276,0.31609195
245,Death Valley (Black Mtns Frontal),5.356322E-4,0.2551724
45,Death Valley (Fish Lake Valley),0.0011954024,0.48850575
46,Death Valley (No),5.816092E-4,0.27586207
246,Death Valley (So),0.0012597701,0.50689656
51,Deep Springs,6.5287354E-4,0.3091954
230,Del Valle,3.908046E-4,0.18735632
889,Dog Valley,1.816092E-4,0.089655176
888,Dry Mountain,2.1609195E-4,0.10229885
249,Earthquake Valley,6.9885055E-4,0.3264368
255,Earthquake Valley (No  Extension),7.954023E-4,0.35172415
256,Earthquake Valley (So Extension),0.001,0.43793103
671,East Huasna 2011 CFM,8.735632E-5,0.042528737
672,Eaton Roughs 2011 CFM,0.0032988505,0.81494254
96,Elmore Ranch,0.0037356322,0.9264368
103,Elsinore (Coyote Mountains),0.0014827587,0.5574713
