Parent ID,Parent Name,Total Mean Annual Rate,Total 500 Year Prob
861,Airport Lake,0.0,0.0
667,Almanor 2011 CFM,0.0,0.0
219,Anacapa-Dume alt 1,6.0E-5,0.03
197,Anaheim,2.0E-6,0.001
722,Antelope Valley 2011,0.0,0.0
845,Ash Hill,0.0,0.0
881,Baker,2.6E-5,0.013
668,Bartlett Springs 2011 CFM,7.26E-4,0.338
669,Battle Creek 2011 CFM,0.0,0.0
842,Bear River fault zone,0.0,0.0
581,Bennett Valley 2011 CFM,1.2E-5,0.006
158,Bicycle Lake,0.0,0.0
741,Big Lagoon - Bald Mtn 2011 CFM,2.74E-4,0.13
192,Big Pine (Central),2.6E-5,0.013
191,Big Pine (East),8.0E-5,0.04
200,Big Pine (West),0.0,0.0
87,Blackwater,0.0,0.0
169,Blue Cut,0.0,0.0
170,Brawley (Seismic Zone) alt 1,0.00189,0.711
541,Breckenridge 2011,4.0E-6,0.002
882,Bullion Mountains,0.0,0.0
94,Burnt Mtn,0.0,0.0
561,Butano 2011 CFM,1.42E-4,0.07
165,Cady,0.0,0.0
602,Calaveras (Central) 2011 CFM,7.24E-4,0.316
601,Calaveras (No) 2011 CFM,1.16E-4,0.055
621,Calaveras (So) - Paicines extension 2011 CFM,7.86E-4,0.334
603,Calaveras (So) 2011 CFM,6.8E-4,0.301
88,Calico-Hidalgo,1.84E-4,0.092
724,Camp Rock 2011,1.0E-5,0.005
173,Canada David (Detachment),0.0,0.0
176,Carlsbad,1.6E-5,0.008
721,Carson Range (Genoa),0.0,0.0
670,Casmalia 2011 CFM,5.0E-5,0.025
34,Cedar Mtn-Mahogany Mtn,0.0,0.0
172,Cerro Prieto,0.0,0.0
129,Channel Islands Thrust,6.8E-5,0.034
214,Channel Islands Western Deep Ramp,8.4E-5,0.041
238,Chino alt 1,5.0E-5,0.025
124,Clamshell-Sawpit,1.6E-5,0.008
844,Clayton,6.0E-6,0.003
81,Cleghorn,8.0E-5,0.04
884,Cleghorn Lake,0.0,0.0
883,Cleghorn Pass,0.0,0.0
582,Collayami 2011 CFM,0.0,0.0
184,Compton,6.4E-5,0.032
622,Concord 2011 CFM,1.04E-4,0.051
626,Contra Costa (Lafayette) 2011 CFM,2.4E-5,0.012
633,Contra Costa Shear Zone (connector) 2011 CFM,3.6E-5,0.018
776,Coronado Bank alt1,6.0E-6,0.003
157,Coyote Canyon,0.0,0.0
163,Coyote Lake,0.0,0.0
125,Cucamonga,1.8E-4,0.087
