Magnitude,Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
5.0,7.9374523,7.5,6.642857,2.1413066,4.928571,5.964286,9.964286,13.178572
5.1,6.2876263,5.964286,5.428571,1.714414,3.8214285,4.714286,7.928571,10.428572
5.2,4.9782233,4.714286,4.25,1.3731532,2.9642856,3.7142856,6.285714,8.285714
5.3,3.9401665,3.75,3.5714285,1.1021345,2.3214285,2.892857,5.0,6.607143
5.4,3.114116,2.9642856,2.8214285,0.88543963,1.7857143,2.2857144,3.9642856,5.214286
5.5,2.458361,2.357143,2.2142856,0.7138712,1.3571428,1.7857143,3.142857,4.142857
5.6,1.939118,1.8571428,1.6785715,0.5752809,1.0357143,1.3928572,2.5,3.2857144
5.7,1.5245544,1.4642857,1.3214285,0.4630909,0.78571427,1.0714285,1.9642857,2.607143
5.8,1.193933,1.1428572,1.1071428,0.3747303,0.60714287,0.8214286,1.5714285,2.0714285
5.9,0.91982853,0.89285713,0.8214286,0.30184355,0.42857143,0.64285713,1.2142857,1.6071428
6.0,0.7374013,0.71428573,0.64285713,0.25131014,0.32142857,0.5,0.96428573,1.2857143
6.1,0.5752652,0.5714286,0.5714286,0.21060748,0.21428572,0.35714287,0.78571427,1.0357143
6.2,0.4609944,0.42857143,0.39285713,0.17884903,0.17857143,0.2857143,0.64285713,0.85714287
6.3,0.36987945,0.35714287,0.2857143,0.15380256,0.10714286,0.21428572,0.53571427,0.71428573
6.4,0.29462057,0.2857143,0.25,0.13231291,0.071428575,0.17857143,0.42857143,0.60714287
6.5,0.2301948,0.21428572,0.17857143,0.11335896,0.035714287,0.10714286,0.35714287,0.5
6.6,0.18208769,0.17857143,0.14285715,0.097730994,0.035714287,0.071428575,0.2857143,0.39285713
6.7,0.14135684,0.14285715,0.10714286,0.083688535,0.0,0.071428575,0.21428572,0.32142857
6.8,0.112435274,0.10714286,0.071428575,0.07236805,0.0,0.035714287,0.17857143,0.2857143
6.9,0.08925813,0.071428575,0.071428575,0.0628957,0.0,0.035714287,0.14285715,0.25
7.0,0.070783466,0.071428575,0.035714287,0.054984048,0.0,0.0,0.10714286,0.21428572
7.1,0.05435447,0.035714287,0.035714287,0.04720757,0.0,0.0,0.10714286,0.17857143
7.2,0.041106444,0.035714287,0.035714287,0.04009563,0.0,0.0,0.071428575,0.14285715
7.3,0.032656398,0.035714287,0.0,0.03502062,0.0,0.0,0.071428575,0.10714286
7.4,0.025407435,0.035714287,0.0,0.030574026,0.0,0.0,0.071428575,0.10714286
7.5,0.017895339,0.0,0.0,0.025467468,0.0,0.0,0.035714287,0.071428575
7.6,0.013371106,0.0,0.0,0.021519495,0.0,0.0,0.035714287,0.071428575
7.7,0.009205501,0.0,0.0,0.017619174,0.0,0.0,0.035714287,0.035714287
7.8,0.006442577,0.0,0.0,0.014698071,0.0,0.0,0.035714287,0.035714287
7.9,0.0035077666,0.0,0.0,0.010827005,0.0,0.0,0.0,0.035714287
8.0,0.001844071,0.0,0.0,0.007970187,0.0,0.0,0.0,0.035714287
8.1,8.6155673E-4,0.0,0.0,0.005521245,0.0,0.0,0.0,0.0
8.2,3.586283E-4,0.0,0.0,0.0035609398,0.0,0.0,0.0,0.0
8.3,6.366183E-5,0.0,0.0,0.0015065586,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
