Magnitude,Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
5.0,6.899503,6.5,5.678571,1.7766333,4.571429,5.285714,8.5,11.392858
5.1,5.4523683,5.178571,5.214286,1.4281,3.4642856,4.142857,6.75,9.142858
5.2,4.2996564,4.107143,3.857143,1.1515617,2.7142856,3.2142856,5.357143,7.214286
5.3,3.3842247,3.25,3.357143,0.92830324,2.0714285,2.5,4.285714,5.678571
5.4,2.6584415,2.5357144,2.5357144,0.7499945,1.5357143,1.9642857,3.357143,4.464286
5.5,2.0886555,2.0,1.7142857,0.60856885,1.1785715,1.5,2.642857,3.5357144
5.6,1.6382353,1.5714285,1.3571428,0.49203682,0.89285713,1.1785715,2.107143,2.8214285
5.7,1.2788388,1.2142857,1.0714285,0.3948878,0.6785714,0.89285713,1.6428572,2.1785715
5.8,0.9902979,0.9285714,0.85714287,0.3135419,0.5,0.71428573,1.2857143,1.7142857
5.9,0.75580597,0.71428573,0.5714286,0.25466865,0.35714287,0.5,1.0,1.3214285
6.0,0.5961039,0.5714286,0.53571427,0.20708323,0.25,0.39285713,0.8214286,1.0357143
6.1,0.45966387,0.42857143,0.42857143,0.174797,0.17857143,0.2857143,0.64285713,0.8214286
6.2,0.3603132,0.35714287,0.32142857,0.14240538,0.14285715,0.21428572,0.5,0.6785714
6.3,0.28311688,0.25,0.25,0.1235249,0.071428575,0.17857143,0.39285713,0.53571427
6.4,0.22043544,0.21428572,0.21428572,0.10746915,0.035714287,0.10714286,0.32142857,0.4642857
6.5,0.17131399,0.17857143,0.14285715,0.09190774,0.035714287,0.071428575,0.25,0.35714287
6.6,0.13242933,0.10714286,0.10714286,0.0791147,0.0,0.071428575,0.21428572,0.2857143
6.7,0.101527885,0.10714286,0.071428575,0.06743469,0.0,0.035714287,0.17857143,0.25
6.8,0.08139801,0.071428575,0.071428575,0.059405524,0.0,0.035714287,0.14285715,0.21428572
6.9,0.06359816,0.071428575,0.035714287,0.05231463,0.0,0.0,0.10714286,0.17857143
7.0,0.04908327,0.035714287,0.035714287,0.044880964,0.0,0.0,0.10714286,0.14285715
7.1,0.03831169,0.035714287,0.0,0.039819412,0.0,0.0,0.071428575,0.14285715
7.2,0.028495034,0.035714287,0.0,0.033561528,0.0,0.0,0.071428575,0.10714286
7.3,0.022192514,0.0,0.0,0.029003412,0.0,0.0,0.035714287,0.10714286
7.4,0.01657754,0.0,0.0,0.024078688,0.0,0.0,0.035714287,0.071428575
7.5,0.011650114,0.0,0.0,0.019814974,0.0,0.0,0.035714287,0.071428575
7.6,0.008861726,0.0,0.0,0.017271454,0.0,0.0,0.035714287,0.035714287
7.7,0.006646295,0.0,0.0,0.014948091,0.0,0.0,0.035714287,0.035714287
7.8,0.004201681,0.0,0.0,0.011747776,0.0,0.0,0.0,0.035714287
7.9,0.0024446142,0.0,0.0,0.009023225,0.0,0.0,0.0,0.035714287
8.0,0.0015278839,0.0,0.0,0.0072310977,0.0,0.0,0.0,0.035714287
8.1,7.257448E-4,0.0,0.0,0.005041819,0.0,0.0,0.0,0.0
8.2,3.0557677E-4,0.0,0.0,0.0032911494,0.0,0.0,0.0,0.0
8.3,7.639419E-5,0.0,0.0,0.0016508915,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
