Magnitude,1 wk TI Prob,1 wk TD Prob,1 wk ETAS Prob,1 wk ETAS/TD Gain,1 wk ETAS Triggered+TD,1 wk ETAS Triggered Only,1 mo TI Prob,1 mo TD Prob,1 mo ETAS Prob,1 mo ETAS/TD Gain,1 mo ETAS Triggered+TD,1 mo ETAS Triggered Only,1 yr TI Prob,1 yr TD Prob,1 yr ETAS Prob,1 yr ETAS/TD Gain,1 yr ETAS Triggered+TD,1 yr ETAS Triggered Only,10 yr TI Prob,10 yr TD Prob,10 yr ETAS Prob,10 yr ETAS/TD Gain,10 yr ETAS Triggered+TD,10 yr ETAS Triggered Only
6.0,1.1369135E-5,1.2083073E-5,1.0E-5,0.82760406,2.2082952E-5,1.0E-5,4.8723956E-5,5.17837E-5,5.0E-5,0.96555483,6.178318E-5,1.0E-5,5.9305265E-4,6.303069E-4,3.8E-4,0.60288095,6.60288E-4,3.0E-5,0.005914725,0.00628744,0.00445,0.7077602,0.006337126,5.0E-5
6.1,6.934979E-6,7.324556E-6,1.0E-5,1.3652705,1.7324483E-5,1.0E-5,2.9721E-5,3.13906E-5,4.0E-5,1.2742668,4.1390285E-5,1.0E-5,3.617931E-4,3.821177E-4,2.2E-4,0.57573885,4.0211005E-4,2.0E-5,0.0036120464,0.003815019,0.00223,0.5845318,0.0038449047,3.0E-5
6.2,6.934979E-6,7.324556E-6,1.0E-5,1.3652705,1.7324483E-5,1.0E-5,2.9721E-5,3.13906E-5,4.0E-5,1.2742668,4.1390285E-5,1.0E-5,3.617931E-4,3.821177E-4,2.2E-4,0.57573885,4.0211005E-4,2.0E-5,0.0036120464,0.003815019,0.00223,0.5845318,0.0038449047,3.0E-5
6.3,4.5484676E-6,4.769331E-6,0.0,0.0,4.769331E-6,0.0,1.9493287E-5,2.0439833E-5,1.0E-5,0.48924077,2.0439833E-5,0.0,2.3730492E-4,2.4882698E-4,1.0E-4,0.4018857,2.4882698E-4,0.0,0.0023705168,0.0024855263,0.00137,0.5511911,0.0024855263,0.0
6.4,4.218095E-6,4.416863E-6,0.0,0.0,4.416863E-6,0.0,1.8077424E-5,1.8929275E-5,1.0E-5,0.5282822,1.8929275E-5,0.0,2.2007042E-4,2.3043988E-4,8.0E-5,0.34716213,2.3043988E-4,0.0,0.002198526,0.002302043,0.00122,0.5299641,0.002302043,0.0
6.5,3.717374E-6,3.883879E-6,0.0,0.0,3.883879E-6,0.0,1.5931506E-5,1.664509E-5,1.0E-5,0.6007778,1.664509E-5,0.0,1.9394881E-4,2.026353E-4,7.0E-5,0.3454482,2.026353E-4,0.0,0.0019377962,0.0020245241,0.00109,0.53839815,0.0020245241,0.0
6.6,3.4605036E-6,3.6083072E-6,0.0,0.0,3.6083072E-6,0.0,1.4830645E-5,1.5464082E-5,1.0E-5,0.6466598,1.5464082E-5,0.0,1.8054814E-4,1.8825909E-4,7.0E-5,0.37182802,1.8825909E-4,0.0,0.0018040152,0.0018810107,0.00104,0.55289423,0.0018810107,0.0
6.7,3.123439E-6,3.2465698E-6,0.0,0.0,3.2465698E-6,0.0,1.33860985E-5,1.39137965E-5,1.0E-5,0.7187111,1.39137965E-5,0.0,1.6296357E-4,1.6938741E-4,7.0E-5,0.41325384,1.6938741E-4,0.0,0.001628441,0.001692594,9.5E-4,0.5612687,0.001692594,0.0
6.8,2.8290783E-6,2.9305413E-6,0.0,0.0,2.9305413E-6,0.0,1.2124565E-5,1.2559403E-5,1.0E-5,0.7962162,1.2559403E-5,0.0,1.4760658E-4,1.5290009E-4,6.0E-5,0.3924131,1.5290009E-4,0.0,0.0014750857,0.0015279576,8.7E-4,0.56938756,0.0015279576,0.0
6.9,2.454112E-6,2.5283207E-6,0.0,0.0,2.5283207E-6,0.0,1.0517581E-5,1.0835615E-5,1.0E-5,0.92288256,1.0835615E-5,0.0,1.2804402E-4,1.3191569E-4,4.0E-5,0.30322397,1.3191569E-4,0.0,0.0012797028,0.0013183799,7.2E-4,0.5461248,0.0013183799,0.0
7.0,2.1008145E-6,2.1498715E-6,0.0,0.0,2.1498715E-6,0.0,9.003459E-6,9.2137025E-6,1.0E-5,1.08534,9.2137025E-6,0.0,1.096116E-4,1.1217109E-4,4.0E-5,0.35659814,1.1217109E-4,0.0,0.0010955755,0.0011211485,5.9E-4,0.52624613,0.0011211485,0.0
7.1,1.744384E-6,1.7686364E-6,0.0,0.0,1.7686364E-6,0.0,7.47591E-6,7.579848E-6,0.0,0.0,7.579848E-6,0.0,9.1015405E-5,9.228076E-5,2.0E-5,0.21672991,9.228076E-5,0.0,9.097813E-4,9.224261E-4,4.9E-4,0.53120786,9.224261E-4,0.0
7.2,1.5456587E-6,1.5562894E-6,0.0,0.0,1.5562894E-6,0.0,6.6242346E-6,6.6697944E-6,0.0,0.0,6.6697944E-6,0.0,8.064707E-5,8.120173E-5,2.0E-5,0.24630016,8.120173E-5,0.0,8.0617814E-4,8.117219E-4,4.0E-4,0.4927796,8.117219E-4,0.0
7.3,1.3775123E-6,1.3766092E-6,0.0,0.0,1.3766092E-6,0.0,5.9036106E-6,5.8997407E-6,0.0,0.0,5.8997407E-6,0.0,7.187409E-5,7.182699E-5,2.0E-5,0.27844688,7.182699E-5,0.0,7.185085E-4,7.180387E-4,3.2E-4,0.44565842,7.180387E-4,0.0
7.4,1.214491E-6,1.2023471E-6,0.0,0.0,1.2023471E-6,0.0,5.2049513E-6,5.152906E-6,0.0,0.0,5.152906E-6,0.0,6.336844E-5,6.2734835E-5,2.0E-5,0.31880215,6.2734835E-5,0.0,6.335037E-4,6.2717206E-4,2.9E-4,0.46239305,6.2717206E-4,0.0
7.5,1.0101123E-6,9.842256E-7,0.0,0.0,9.842256E-7,0.0,4.3290456E-6,4.218103E-6,0.0,0.0,4.218103E-6,0.0,5.2704854E-5,5.13542E-5,2.0E-5,0.38945207,5.13542E-5,0.0,5.2692357E-4,5.1342393E-4,2.6E-4,0.50640416,5.1342393E-4,0.0
7.6,8.1558215E-7,7.765977E-7,0.0,0.0,7.765977E-7,0.0,3.4953473E-6,3.3282718E-6,0.0,0.0,3.3282718E-6,0.0,4.255502E-5,4.0520958E-5,2.0E-5,0.49357173,4.0520958E-5,0.0,4.2546875E-4,4.0513615E-4,2.0E-4,0.49366122,4.0513615E-4,0.0
7.7,4.757816E-7,4.1308996E-7,0.0,0.0,4.1308996E-7,0.0,2.0390623E-6,1.7703843E-6,0.0,0.0,1.7703843E-6,0.0,2.4825302E-5,2.1554217E-5,0.0,0.0,2.1554217E-5,0.0,2.482253E-4,2.1552139E-4,9.0E-5,0.41759196,2.1552139E-4,0.0
7.8,2.782787E-7,2.004783E-7,0.0,0.0,2.004783E-7,0.0,1.1926223E-6,8.591924E-7,0.0,0.0,8.591924E-7,0.0,1.452008E-5,1.0460618E-5,0.0,0.0,1.0460618E-5,0.0,1.4519131E-4,1.04601284E-4,3.0E-5,0.28680336,1.04601284E-4,0.0
7.9,1.6948086E-7,9.243938E-8,0.0,0.0,9.243938E-8,0.0,7.2634634E-7,3.961687E-7,0.0,0.0,3.961687E-7,0.0,8.843231E-6,4.8233433E-6,0.0,0.0,4.8233433E-6,0.0,8.842879E-5,4.8232392E-5,1.0E-5,0.20732954,4.8232392E-5,0.0
8.0,1.0225492E-7,4.473497E-8,0.0,0.0,4.473497E-8,0.0,4.382353E-7,1.917213E-7,0.0,0.0,1.917213E-7,0.0,5.335502E-6,2.3342043E-6,0.0,0.0,2.3342043E-6,0.0,5.335374E-5,2.33418E-5,0.0,0.0,2.33418E-5,0.0
8.1,1.43711345E-8,5.78716E-9,0.0,0.0,5.78716E-9,0.0,6.1590576E-8,2.4802116E-8,0.0,0.0,2.4802116E-8,0.0,7.4986497E-7,3.019657E-7,0.0,0.0,3.019657E-7,0.0,7.4986247E-6,3.0196536E-6,0.0,0.0,3.0196536E-6,0.0
