Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob
861,Airport Lake,3.2E-4,0.032
667,Almanor 2011 CFM,0.00202,0.194
219,Anacapa-Dume alt 1,2.0E-4,0.02
197,Anaheim,5.0E-5,0.005
722,Antelope Valley 2011,9.0E-4,0.087
845,Ash Hill,9.5E-4,0.089
881,Baker,1.6E-4,0.016
668,Bartlett Springs 2011 CFM,0.00203,0.193
669,Battle Creek 2011 CFM,1.9E-4,0.019
842,Bear River fault zone,6.9E-4,0.068
581,Bennett Valley 2011 CFM,0.00107,0.103
158,Bicycle Lake,0.0013,0.118
741,Big Lagoon - Bald Mtn 2011 CFM,5.6E-4,0.055
192,Big Pine (Central),6.2E-4,0.062
191,Big Pine (East),3.6E-4,0.035
200,Big Pine (West),3.0E-5,0.003
87,Blackwater,0.00122,0.108
169,Blue Cut,8.4E-4,0.081
170,Brawley (Seismic Zone) alt 1,0.01058,0.761
541,Breckenridge 2011,4.0E-5,0.004
882,Bullion Mountains,6.9E-4,0.066
94,Burnt Mtn,5.6E-4,0.056
561,Butano 2011 CFM,3.5E-4,0.035
165,Cady,6.8E-4,0.067
602,Calaveras (Central) 2011 CFM,0.00453,0.39
601,Calaveras (No) 2011 CFM,0.00143,0.137
621,Calaveras (So) - Paicines extension 2011 CFM,0.00544,0.442
603,Calaveras (So) 2011 CFM,0.0051,0.435
88,Calico-Hidalgo,0.00133,0.126
724,Camp Rock 2011,5.3E-4,0.051
173,Canada David (Detachment),5.0E-5,0.005
176,Carlsbad,1.8E-4,0.018
721,Carson Range (Genoa),0.00148,0.141
670,Casmalia 2011 CFM,1.8E-4,0.018
34,Cedar Mtn-Mahogany Mtn,9.1E-4,0.082
172,Cerro Prieto,0.01138,0.765
129,Channel Islands Thrust,0.00115,0.099
214,Channel Islands Western Deep Ramp,3.5E-4,0.034
238,Chino alt 1,0.00165,0.157
124,Clamshell-Sawpit,1.3E-4,0.013
844,Clayton,3.3E-4,0.033
81,Cleghorn,2.6E-4,0.026
884,Cleghorn Lake,9.6E-4,0.086
883,Cleghorn Pass,7.4E-4,0.064
582,Collayami 2011 CFM,8.3E-4,0.081
184,Compton,2.8E-4,0.026
622,Concord 2011 CFM,0.00207,0.195
626,Contra Costa (Lafayette) 2011 CFM,1.9E-4,0.019
633,Contra Costa Shear Zone (connector) 2011 CFM,3.8E-4,0.037
776,Coronado Bank alt1,0.00311,0.261
157,Coyote Canyon,0.00183,0.154
163,Coyote Lake,8.4E-4,0.078
125,Cucamonga,1.9E-4,0.018
894,Davis Creek,0.00108,0.089
245,Death Valley (Black Mtns Frontal),5.2E-4,0.051
45,Death Valley (Fish Lake Valley),0.00104,0.102
46,Death Valley (No),5.5E-4,0.055
246,Death Valley (So),9.0E-4,0.087
51,Deep Springs,7.2E-4,0.072
230,Del Valle,3.0E-4,0.03
889,Dog Valley,3.1E-4,0.03
888,Dry Mountain,1.9E-4,0.019
249,Earthquake Valley,5.7E-4,0.057
255,Earthquake Valley (No  Extension),7.1E-4,0.069
256,Earthquake Valley (So Extension),9.9E-4,0.099
671,East Huasna 2011 CFM,6.0E-5,0.005
672,Eaton Roughs 2011 CFM,0.00278,0.225
96,Elmore Ranch,0.00338,0.31
103,Elsinore (Coyote Mountains),0.00104,0.098
296,Elsinore (Glen Ivy) rev,0.00549,0.442
102,Elsinore (Julian),1.9E-4,0.019
402,Elsinore (Stepovers Combined),4.1E-4,0.041
299,Elsinore (Temecula) rev,4.5E-4,0.045
196,Elysian Park (Lower CFM),7.0E-5,0.007
146,Elysian Park (Upper),0.0011,0.106
90,Emerson-Copper Mtn 2011,6.8E-4,0.065
95,Eureka Peak,8.8E-4,0.088
20,Fickle Hill (alt1),2.1E-4,0.021
698,Fish Slough 2011 CFM,8.0E-5,0.008
893,Fitzhugh Creek,3.2E-4,0.03
204,Fontana (Seismicity),1.7E-4,0.017
634,Franklin 2011 CFM,5.5E-4,0.055
699,Garberville - Briceland 2011 CFM,0.00142,0.139
159,Garlic Springs,0.00105,0.097
341,Garlock (Central),0.00164,0.157
48,Garlock (East),0.00259,0.225
49,Garlock (West),2.8E-4,0.028
700,Gillem - Big Crack 2011 CFM,0.00106,0.084
160,Goldstone Lake,0.0016,0.145
701,Goose Lake 2011 CFM,1.9E-4,0.017
86,Gravel Hills-Harper Lk,0.0012,0.114
131,Great Valley 01,1.8E-4,0.018
133,Great Valley 02,7.0E-5,0.007
132,Great Valley 03 Mysterious Ridge,0.00122,0.117
383,Great Valley 03a Dunnigan Hills,9.4E-4,0.081
134,Great Valley 04a Trout Creek,6.6E-4,0.065
381,Great Valley 04b Gordon Valley,9.9E-4,0.095
717,Great Valley 05 Pittsburg - Kirby Hills alt1,0.00159,0.142
645,Great Valley 06 (Midland) 2011 CFM alt1,5.3E-4,0.046
136,Great Valley 07 (Orestimba),0.00146,0.139
137,Great Valley 08 (Quinto),7.0E-4,0.069
151,Great Valley 09 (Laguna Seca),0.0026,0.237
138,Great Valley 10 (Panoche),5.3E-4,0.052
139,Great Valley 11,9.7E-4,0.093
140,Great Valley 12,3.0E-4,0.03
142,Great Valley 13 (Coalinga),3.1E-4,0.031
141,Great Valley 14 (Kettleman Hills),1.3E-4,0.013
623,Green Valley 2011 CFM,0.00375,0.335
636,Greenville (No) 2011 CFM,0.00125,0.12
635,Greenville (So) 2011 CFM,0.00131,0.127
702,Hartley Springs 2011 CFM,4.9E-4,0.049
37,Hat Creek-McArthur-Mayfield,0.00148,0.135
639,Hayward (No) 2011 CFM,0.00256,0.246
638,Hayward (So) 2011 CFM,0.00534,0.456
637,Hayward (So) extension 2011 CFM,0.00445,0.393
167,Hector Mine,6.8E-4,0.061
84,Helendale-So Lockhart,7.4E-4,0.073
703,Hilton Creek 2011 CFM,6.6E-4,0.066
108,Hollywood,3.6E-4,0.036
228,Holser alt 1,1.3E-4,0.012
723,Homestead Valley 2011,4.5E-4,0.042
704,Honey Lake 2011 CFM,0.00191,0.18
30,Hosgri,7.4E-4,0.069
208,Hosgri (Extension),4.1E-4,0.039
50,Hunter Mountain-Saline Valley,0.00132,0.128
677,Hunting Creek - Bartlett Springs connector 2011,0.0018,0.17
640,Hunting Creek - Berryessa 2011 CFM,0.00584,0.459
97,Imperial,0.0113,0.786
678,Incline Village 2011 CFM,1.0E-5,0.001
65,Independence rev 2011,1.5E-4,0.015
892,Jess Valley,1.3E-4,0.013
91,Johnson Valley (No) 2011 rev,7.6E-4,0.075
168,Joshua Tree (Seismicity),5.0E-5,0.005
679,Keddie Ridge 2011 CFM,7.3E-4,0.07
542,Kern Canyon (Lake Isabella) 2011,1.4E-4,0.014
544,Kern Canyon (North Kern) 2011,2.2E-4,0.021
543,Kern Canyon (South Kern) 2011,1.2E-4,0.012
92,Kickapoo,8.4E-4,0.084
680,King Range 2011 CFM,5.1E-4,0.05
641,La Panza 2011,1.3E-4,0.013
104,Laguna Salada,0.00213,0.201
207,Lake Isabella (Seismicity),2.9E-4,0.029
642,Las Positas,3.8E-4,0.038
890,Last Chance,1.2E-4,0.012
85,Lenwood-Lockhart-Old Woman Springs,0.00144,0.134
705,Likely 2011 CFM,0.00101,0.09
681,Lions Head 2011 CFM,5.0E-5,0.005
144,Little Lake,7.2E-4,0.071
16,Little Salmon (Offshore),5.7E-4,0.057
17,Little Salmon (Onshore),0.00115,0.115
683,Los Alamos 2011 CFM,3.9E-4,0.039
780,Los Alamos extension,4.3E-4,0.042
643,Los Medanos - Roe Island,1.0E-5,0.001
74,Los Osos 2011,1.7E-4,0.017
201,Lost Hills,9.2E-4,0.089
166,Ludlow,0.00107,0.098
644,Maacama 2011 CFM,0.00392,0.358
22,Mad River (alt1),5.4E-4,0.052
221,Malibu Coast (Extension) alt 1,2.6E-4,0.025
220,Malibu Coast alt 1,6.9E-4,0.066
164,Manix-Afton Hills,5.5E-4,0.053
21,McKinleyville (alt1),7.1E-4,0.071
155,McLean Lake,0.00112,0.108
13,Mendocino,0.01362,0.797
605,Mission (connected) 2011 CFM,0.00116,0.113
250,Mission Creek,3.2E-4,0.032
779,Mission Hills 2011,5.9E-4,0.059
78,Mission Ridge-Arroyo Parida-Santa Ana,0.00294,0.223
686,Mohawk Valley 2011 CFM,7.5E-4,0.074
707,Mono Lake 2011 CFM,8.3E-4,0.081
646,Monte Vista - Shannon 2011 CFM,0.00103,0.098
11,Monterey Bay-Tularcitos,0.00111,0.106
188,Morales (East),2.0E-5,0.002
187,Morales (West),4.0E-5,0.004
711,Mount Diablo Thrust North CFM,5.0E-4,0.049
713,Mount Diablo Thrust South,0.00107,0.106
156,Nelson Lake,8.6E-4,0.076
122,Newport-Inglewood (Offshore),6.9E-4,0.066
235,Newport-Inglewood alt 1,8.8E-4,0.087
83,North Frontal  (East),2.1E-4,0.021
82,North Frontal  (West),1.5E-4,0.015
199,North Salt Lake,1.1E-4,0.011
687,North Tahoe 2011 CFM,5.6E-4,0.056
130,Northridge,6.0E-4,0.059
211,Northridge Hills,1.3E-4,0.013
116,Oak Ridge (Onshore),8.9E-4,0.084
709,Oceanic - West Huasna,0.00137,0.121
777,Oceanside alt1,3.6E-4,0.036
921,Ortigalita (North),0.00372,0.294
9,Ortigalita (South),0.00172,0.159
64,Owens Valley,8.0E-5,0.008
891,Owens Valley Keough Hot Springs,8.0E-5,0.008
47,Owl Lake,0.00245,0.212
841,Ozena,3.0E-5,0.003
109,Palos Verdes,0.00195,0.175
244,Panamint Valley,9.8E-4,0.096
162,Paradise,7.8E-4,0.077
186,Peralta Hills,1.1E-4,0.011
647,Pilarcitos 2011 CFM,1.7E-4,0.015
193,Pine Mtn,2.6E-4,0.026
93,Pinto Mtn,0.00151,0.134
89,Pisgah-Bullion Mtn-Mesquite Lk,0.00112,0.105
212,Pitas Point (Lower West),3.8E-4,0.037
215,Pitas Point (Lower)-Montalvo,2.4E-4,0.024
688,Pittville 2011 CFM,0.00101,0.09
58,Pleito,3.8E-4,0.038
666,Point Reyes 2011 CFM,3.8E-4,0.036
843,Point Reyes 2011 connector,8.0E-5,0.008
545,Polaris 2011 CFM,3.8E-4,0.038
240,Puente Hills,2.6E-4,0.026
648,Quien Sabe 2011 CFM,0.00114,0.114
152,Raymond,4.3E-4,0.043
118,Red Mountain,0.00175,0.149
161,Red Pass,3.8E-4,0.038
232,Redondo Canyon alt 1,3.6E-4,0.036
649,Reliz 2011 CFM,7.5E-4,0.071
205,Richfield,4.0E-5,0.004
650,Rinconada 2011 CFM,6.0E-4,0.056
