Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob
861,Airport Lake,1.7E-4,0.017
667,Almanor 2011 CFM,5.6E-4,0.056
219,Anacapa-Dume alt 1,2.0E-4,0.02
197,Anaheim,2.0E-5,0.002
722,Antelope Valley 2011,4.3E-4,0.043
845,Ash Hill,3.7E-4,0.037
881,Baker,7.0E-5,0.007
668,Bartlett Springs 2011 CFM,0.00169,0.163
669,Battle Creek 2011 CFM,1.9E-4,0.019
842,Bear River fault zone,3.8E-4,0.038
581,Bennett Valley 2011 CFM,5.0E-4,0.05
158,Bicycle Lake,3.4E-4,0.034
741,Big Lagoon - Bald Mtn 2011 CFM,5.6E-4,0.055
192,Big Pine (Central),8.0E-5,0.008
191,Big Pine (East),2.2E-4,0.022
200,Big Pine (West),2.0E-5,0.002
87,Blackwater,2.7E-4,0.027
169,Blue Cut,3.1E-4,0.031
170,Brawley (Seismic Zone) alt 1,0.0075,0.618
541,Breckenridge 2011,4.0E-5,0.004
882,Bullion Mountains,3.7E-4,0.037
94,Burnt Mtn,4.9E-4,0.049
561,Butano 2011 CFM,2.2E-4,0.022
165,Cady,1.8E-4,0.018
602,Calaveras (Central) 2011 CFM,0.00296,0.273
601,Calaveras (No) 2011 CFM,0.0013,0.128
621,Calaveras (So) - Paicines extension 2011 CFM,0.00307,0.278
603,Calaveras (So) 2011 CFM,0.00242,0.233
88,Calico-Hidalgo,6.5E-4,0.064
724,Camp Rock 2011,2.8E-4,0.028
173,Canada David (Detachment),5.0E-5,0.005
176,Carlsbad,1.1E-4,0.011
721,Carson Range (Genoa),8.8E-4,0.086
670,Casmalia 2011 CFM,1.5E-4,0.015
34,Cedar Mtn-Mahogany Mtn,2.3E-4,0.022
172,Cerro Prieto,0.0093,0.694
129,Channel Islands Thrust,0.00115,0.099
214,Channel Islands Western Deep Ramp,3.5E-4,0.034
238,Chino alt 1,4.7E-4,0.047
124,Clamshell-Sawpit,1.3E-4,0.013
844,Clayton,2.0E-4,0.02
81,Cleghorn,1.4E-4,0.014
884,Cleghorn Lake,6.2E-4,0.06
883,Cleghorn Pass,0.0,0.0
582,Collayami 2011 CFM,5.0E-5,0.005
184,Compton,2.8E-4,0.026
622,Concord 2011 CFM,0.00106,0.102
626,Contra Costa (Lafayette) 2011 CFM,1.9E-4,0.019
633,Contra Costa Shear Zone (connector) 2011 CFM,2.4E-4,0.023
776,Coronado Bank alt1,7.9E-4,0.075
157,Coyote Canyon,8.5E-4,0.079
163,Coyote Lake,6.6E-4,0.062
125,Cucamonga,1.8E-4,0.017
894,Davis Creek,1.5E-4,0.015
245,Death Valley (Black Mtns Frontal),4.5E-4,0.044
45,Death Valley (Fish Lake Valley),6.3E-4,0.063
46,Death Valley (No),5.0E-4,0.05
246,Death Valley (So),8.7E-4,0.084
51,Deep Springs,6.7E-4,0.067
230,Del Valle,2.2E-4,0.022
889,Dog Valley,1.4E-4,0.013
888,Dry Mountain,6.0E-5,0.006
249,Earthquake Valley,5.7E-4,0.057
255,Earthquake Valley (No  Extension),7.1E-4,0.069
