Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob
861,Airport Lake,7.0E-5,0.007
667,Almanor 2011 CFM,0.0,0.0
219,Anacapa-Dume alt 1,1.4E-4,0.014
197,Anaheim,2.0E-5,0.002
722,Antelope Valley 2011,0.0,0.0
845,Ash Hill,0.0,0.0
881,Baker,6.0E-5,0.006
668,Bartlett Springs 2011 CFM,0.00105,0.104
669,Battle Creek 2011 CFM,6.0E-5,0.006
842,Bear River fault zone,1.7E-4,0.017
581,Bennett Valley 2011 CFM,3.0E-5,0.003
158,Bicycle Lake,0.0,0.0
741,Big Lagoon - Bald Mtn 2011 CFM,3.9E-4,0.038
192,Big Pine (Central),4.0E-5,0.004
191,Big Pine (East),1.3E-4,0.013
200,Big Pine (West),1.0E-5,0.001
87,Blackwater,2.0E-5,0.002
169,Blue Cut,1.3E-4,0.013
170,Brawley (Seismic Zone) alt 1,0.00363,0.357
541,Breckenridge 2011,1.0E-5,0.001
882,Bullion Mountains,1.2E-4,0.012
94,Burnt Mtn,0.0,0.0
561,Butano 2011 CFM,1.6E-4,0.016
165,Cady,3.0E-5,0.003
602,Calaveras (Central) 2011 CFM,0.00142,0.137
601,Calaveras (No) 2011 CFM,7.2E-4,0.072
621,Calaveras (So) - Paicines extension 2011 CFM,0.00124,0.118
603,Calaveras (So) 2011 CFM,0.00118,0.116
88,Calico-Hidalgo,4.2E-4,0.041
724,Camp Rock 2011,2.0E-4,0.02
173,Canada David (Detachment),3.0E-5,0.003
176,Carlsbad,1.0E-4,0.01
721,Carson Range (Genoa),2.5E-4,0.025
670,Casmalia 2011 CFM,1.2E-4,0.012
34,Cedar Mtn-Mahogany Mtn,4.0E-5,0.004
172,Cerro Prieto,0.00297,0.279
129,Channel Islands Thrust,4.1E-4,0.039
214,Channel Islands Western Deep Ramp,2.6E-4,0.026
238,Chino alt 1,7.0E-5,0.007
124,Clamshell-Sawpit,8.0E-5,0.008
844,Clayton,5.0E-5,0.005
81,Cleghorn,9.0E-5,0.009
884,Cleghorn Lake,9.0E-5,0.009
883,Cleghorn Pass,0.0,0.0
582,Collayami 2011 CFM,0.0,0.0
184,Compton,1.4E-4,0.013
622,Concord 2011 CFM,4.1E-4,0.041
626,Contra Costa (Lafayette) 2011 CFM,1.3E-4,0.013
633,Contra Costa Shear Zone (connector) 2011 CFM,1.1E-4,0.011
776,Coronado Bank alt1,3.0E-4,0.03
157,Coyote Canyon,0.0,0.0
163,Coyote Lake,0.0,0.0
125,Cucamonga,1.0E-4,0.01
894,Davis Creek,0.0,0.0
245,Death Valley (Black Mtns Frontal),4.0E-4,0.04
45,Death Valley (Fish Lake Valley),3.8E-4,0.038
46,Death Valley (No),4.3E-4,0.043
246,Death Valley (So),4.1E-4,0.041
51,Deep Springs,0.0,0.0
230,Del Valle,1.7E-4,0.017
889,Dog Valley,6.0E-5,0.006
888,Dry Mountain,0.0,0.0
249,Earthquake Valley,4.0E-4,0.04
255,Earthquake Valley (No  Extension),4.0E-4,0.04
256,Earthquake Valley (So Extension),3.1E-4,0.031
671,East Huasna 2011 CFM,4.0E-5,0.003
672,Eaton Roughs 2011 CFM,6.6E-4,0.065
96,Elmore Ranch,0.0,0.0
103,Elsinore (Coyote Mountains),1.2E-4,0.012
296,Elsinore (Glen Ivy) rev,2.8E-4,0.028
102,Elsinore (Julian),1.9E-4,0.019
402,Elsinore (Stepovers Combined),2.2E-4,0.022
299,Elsinore (Temecula) rev,2.3E-4,0.023
196,Elysian Park (Lower CFM),4.0E-5,0.004
146,Elysian Park (Upper),1.6E-4,0.016
90,Emerson-Copper Mtn 2011,3.6E-4,0.035
95,Eureka Peak,0.0,0.0
20,Fickle Hill (alt1),1.6E-4,0.016
698,Fish Slough 2011 CFM,3.0E-5,0.003
893,Fitzhugh Creek,0.0,0.0
204,Fontana (Seismicity),0.0,0.0
634,Franklin 2011 CFM,2.2E-4,0.022
699,Garberville - Briceland 2011 CFM,5.4E-4,0.054
159,Garlic Springs,0.0,0.0
341,Garlock (Central),6.0E-4,0.058
48,Garlock (East),2.0E-4,0.02
49,Garlock (West),1.7E-4,0.017
700,Gillem - Big Crack 2011 CFM,0.0,0.0
160,Goldstone Lake,4.0E-5,0.004
701,Goose Lake 2011 CFM,0.0,0.0
86,Gravel Hills-Harper Lk,1.8E-4,0.018
131,Great Valley 01,1.0E-5,0.001
133,Great Valley 02,2.0E-5,0.002
132,Great Valley 03 Mysterious Ridge,4.4E-4,0.044
383,Great Valley 03a Dunnigan Hills,0.0,0.0
134,Great Valley 04a Trout Creek,4.4E-4,0.044
381,Great Valley 04b Gordon Valley,2.6E-4,0.026
717,Great Valley 05 Pittsburg - Kirby Hills alt1,0.0,0.0
645,Great Valley 06 (Midland) 2011 CFM alt1,7.0E-5,0.007
