Magnitude,Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
5.0,7.0028453,6.821429,6.5,1.2733662,5.0,5.785714,8.25,9.892858
5.1,5.5435476,5.392857,4.928571,1.0384694,3.857143,4.571429,6.535714,7.857143
5.2,4.384488,4.285714,4.107143,0.85418195,3.0,3.5714285,5.214286,6.285714
5.3,3.4642382,3.392857,3.25,0.69628143,2.3214285,2.7857144,4.142857,5.035714
5.4,2.7296786,2.6785715,2.642857,0.58177286,1.75,2.1785715,3.2857144,4.035714
5.5,2.1468809,2.107143,2.0,0.47667092,1.3214285,1.6785715,2.607143,3.1785715
5.6,1.688369,1.6428572,1.5,0.3962732,1.0,1.2857143,2.0714285,2.5714285
5.7,1.3240714,1.2857143,1.2857143,0.32913932,0.75,1.0,1.6428572,2.0714285
5.8,1.0310595,1.0,0.96428573,0.27257612,0.5714286,0.75,1.2857143,1.6428572
5.9,0.7918929,0.78571427,0.6785714,0.22571048,0.39285713,0.5714286,1.0,1.2857143
6.0,0.6309881,0.60714287,0.60714287,0.19396196,0.32142857,0.42857143,0.8214286,1.0714285
6.1,0.48419046,0.4642857,0.4642857,0.1645073,0.21428572,0.32142857,0.64285713,0.85714287
6.2,0.3797381,0.35714287,0.32142857,0.13959135,0.14285715,0.25,0.5,0.6785714
6.3,0.29458332,0.2857143,0.25,0.11782986,0.10714286,0.17857143,0.42857143,0.5714286
6.4,0.22538096,0.21428572,0.17857143,0.10086032,0.071428575,0.14285715,0.32142857,0.4642857
6.5,0.17303571,0.17857143,0.14285715,0.08721623,0.035714287,0.071428575,0.25,0.35714287
6.6,0.13111904,0.10714286,0.10714286,0.07379475,0.0,0.071428575,0.21428572,0.2857143
6.7,0.097869046,0.10714286,0.071428575,0.06250096,0.0,0.035714287,0.14285715,0.25
6.8,0.07379762,0.071428575,0.035714287,0.053809274,0.0,0.035714287,0.10714286,0.21428572
6.9,0.055619046,0.035714287,0.035714287,0.046446104,0.0,0.0,0.10714286,0.17857143
7.0,0.04127381,0.035714287,0.035714287,0.040033787,0.0,0.0,0.071428575,0.14285715
7.1,0.029226191,0.035714287,0.0,0.033086993,0.0,0.0,0.071428575,0.10714286
7.2,0.019964285,0.0,0.0,0.026964696,0.0,0.0,0.035714287,0.071428575
7.3,0.014547619,0.0,0.0,0.022781175,0.0,0.0,0.035714287,0.071428575
7.4,0.009511905,0.0,0.0,0.018122518,0.0,0.0,0.035714287,0.071428575
7.5,0.006,0.0,0.0,0.0148045635,0.0,0.0,0.0,0.035714287
7.6,0.003547619,0.0,0.0,0.011189783,0.0,0.0,0.0,0.035714287
7.7,0.0015833334,0.0,0.0,0.007410082,0.0,0.0,0.0,0.035714287
7.8,6.190476E-4,0.0,0.0,0.0046618525,0.0,0.0,0.0,0.0
7.9,2.3809524E-4,0.0,0.0,0.0029068072,0.0,0.0,0.0,0.0
8.0,1.1904762E-4,0.0,0.0,0.002058869,0.0,0.0,0.0,0.0
8.1,3.5714285E-5,0.0,0.0,0.0011290082,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
