Duration (years),Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
1.0,7.01676,6.0,5.0,5.6353664,1.0,3.0,10.0,20.0
2.0,7.01676,6.0,5.0,4.209404,2.0,4.0,9.5,17.5
4.0,7.01676,6.5,6.0,3.1438868,3.0,4.5,9.25,15.0
6.0,7.007177,6.5,5.8333335,2.5950954,3.5,4.8333335,9.0,13.5
8.0,7.007177,6.5,6.125,2.286433,3.875,5.0,8.875,12.875
10.0,7.01676,6.6,6.1,2.0849862,4.1,5.2,8.8,12.1
12.0,7.007177,6.6666665,6.75,1.8990954,4.25,5.3333335,8.666667,11.666667
14.0,7.012633,6.714286,6.214286,1.7996886,4.357143,5.428571,8.571428,11.5
16.0,7.007177,6.6875,6.1875,1.6765026,4.5625,5.5,8.5,11.125
18.0,7.0077558,6.7777777,6.4444447,1.5690616,4.6666665,5.5555553,8.444445,10.833333
20.0,7.01676,6.8,6.4,1.5336181,4.7,5.6,8.4,10.6
22.0,7.0061364,6.818182,6.8636365,1.418993,4.8636365,5.681818,8.318182,10.363636
24.0,7.007177,6.7916665,6.7916665,1.3820603,4.875,5.7083335,8.333333,10.166667
26.0,6.991128,6.8076925,6.6153846,1.3066444,4.8846154,5.730769,8.230769,9.961538
28.0,7.0028453,6.821429,6.5,1.2733662,5.0,5.785714,8.25,9.892858
30.0,7.0077558,6.8,6.5333333,1.2499428,5.0333333,5.8333335,8.2,9.866667
32.0,7.007177,6.8125,6.09375,1.2297288,5.09375,5.84375,8.21875,9.78125
34.0,6.9885883,6.852941,6.9411764,1.162807,5.0882354,5.882353,8.1470585,9.558824
36.0,6.9930277,6.861111,6.6666665,1.1388104,5.1666665,5.888889,8.083333,9.444445
38.0,6.9895,6.868421,6.394737,1.1147345,5.1578946,5.894737,8.078947,9.421053
40.0,6.9929876,6.85,6.525,1.0882797,5.225,5.925,8.05,9.4
42.0,7.0028453,6.904762,6.4761906,1.0627627,5.2380953,5.9761906,8.047619,9.380953
44.0,7.0061364,6.909091,7.318182,1.0438308,5.2727275,6.0,8.022727,9.431818
46.0,7.0120325,6.9130435,6.5869565,1.0286759,5.2826085,6.021739,8.0,9.326087
48.0,7.007177,6.9166665,6.1875,1.0184447,5.3125,6.0416665,7.9791665,9.291667
50.0,7.01676,6.94,7.02,1.0113672,5.36,6.02,7.98,9.32
52.0,6.990096,6.9038463,6.980769,0.9597735,5.3846154,6.0576925,7.9423075,9.230769
54.0,6.990537,6.9074073,6.537037,0.9434169,5.3703704,6.0740743,7.9259257,9.111111
56.0,6.9899287,6.892857,6.660714,0.92431706,5.428571,6.089286,7.875,9.107142
58.0,6.993931,6.913793,6.3965516,0.90908027,5.465517,6.086207,7.8448277,9.051724
60.0,6.9908166,6.9166665,7.1,0.8961533,5.5,6.1,7.8333335,9.033334
62.0,6.9853387,6.903226,7.0,0.8787121,5.5,6.129032,7.822581,8.9838705
64.0,6.987109,6.90625,6.84375,0.8632332,5.484375,6.15625,7.796875,8.90625
66.0,6.9856515,6.878788,6.8333335,0.85307527,5.4848485,6.151515,7.787879,8.878788
68.0,6.9885883,6.9117646,6.5735292,0.8435672,5.5,6.1617646,7.7941175,8.838235
70.0,6.991757,6.9142857,6.7285714,0.8366803,5.5285716,6.1857142,7.785714,8.814285
72.0,6.9930277,6.9305553,6.9444447,0.82535714,5.5277777,6.1805553,7.7916665,8.791667
74.0,6.9907026,6.918919,6.783784,0.8148266,5.581081,6.189189,7.810811,8.77027
76.0,6.9895,6.9342103,7.1842103,0.80860263,5.618421,6.1973686,7.8157897,8.723684
78.0,6.991128,6.9102564,6.74359,0.7976628,5.6025643,6.217949,7.820513,8.743589
80.0,6.9929876,6.9375,6.85,0.7842503,5.6125,6.225,7.7875,8.65
82.0,6.9991465,6.9390244,7.195122,0.7787757,5.634146,6.231707,7.8170733,8.634147
84.0,7.0028453,6.9404764,6.928571,0.7674421,5.642857,6.2380953,7.8095236,8.619047
86.0,7.0003953,6.9302325,6.9302325,0.76080763,5.6860466,6.22093,7.77907,8.593023
88.0,7.0061364,6.9204545,6.659091,0.7546124,5.681818,6.2386365,7.7954545,8.568182
90.0,7.0077558,6.9444447,6.8,0.75195605,5.677778,6.2555556,7.788889,8.577778
92.0,7.0120325,6.945652,7.0326085,0.7465994,5.7173915,6.271739,7.804348,8.51087
94.0,7.012447,6.9468083,7.074468,0.7460229,5.7234044,6.2765956,7.7659574,8.542553
96.0,7.007177,6.9375,7.0104165,0.73979354,5.7083335,6.28125,7.7708335,8.510417
98.0,7.012633,6.9387755,6.8265305,0.7399221,5.734694,6.2959185,7.765306,8.561225
100.0,7.01676,6.94,6.89,0.735185,5.71,6.3,7.76,8.54
