Parent ID,Parent Name,Total Mean Annual Rate,Total 500 Year Prob,Long-Term Fault System Solution Rate
861,Airport Lake,4.6E-5,0.023,7.597581E-5
667,Almanor 2011 CFM,0.0,0.0,0.0
219,Anacapa-Dume alt 1,1.32E-4,0.066,1.9134927E-4
197,Anaheim,2.6E-5,0.013,5.7360277E-5
722,Antelope Valley 2011,0.0,0.0,0.0
845,Ash Hill,0.0,0.0,0.0
881,Baker,4.6E-5,0.023,6.291715E-5
668,Bartlett Springs 2011 CFM,0.001252,0.525,0.0018742934
669,Battle Creek 2011 CFM,8.6E-5,0.043,1.3515844E-4
842,Bear River fault zone,2.24E-4,0.109,2.9906616E-4
581,Bennett Valley 2011 CFM,4.4E-5,0.022,6.4429725E-5
158,Bicycle Lake,0.0,0.0,0.0
741,Big Lagoon - Bald Mtn 2011 CFM,5.66E-4,0.249,5.07167E-4
192,Big Pine (Central),7.6E-5,0.038,5.2561645E-5
191,Big Pine (East),1.74E-4,0.086,1.12041205E-4
200,Big Pine (West),1.0E-5,0.005,1.2352267E-5
87,Blackwater,1.2E-5,0.006,2.4725085E-5
169,Blue Cut,2.04E-4,0.102,2.0261868E-4
170,Brawley (Seismic Zone) alt 1,0.004362,0.986,0.003998075
541,Breckenridge 2011,6.0E-6,0.003,3.5571426E-5
882,Bullion Mountains,8.2E-5,0.041,1.7905983E-4
94,Burnt Mtn,0.0,0.0,0.0
561,Butano 2011 CFM,3.04E-4,0.143,2.904399E-4
165,Cady,2.6E-5,0.013,3.578345E-5
602,Calaveras (Central) 2011 CFM,0.002836,0.826,0.0029983001
601,Calaveras (No) 2011 CFM,0.001254,0.527,0.0014444471
621,Calaveras (So) - Paicines extension 2011 CFM,0.002552,0.779,0.0026019937
603,Calaveras (So) 2011 CFM,0.002432,0.784,0.0025435886
88,Calico-Hidalgo,6.02E-4,0.277,7.6611905E-4
724,Camp Rock 2011,8.6E-5,0.043,2.8771404E-4
173,Canada David (Detachment),7.2E-5,0.036,1.2774584E-4
176,Carlsbad,1.0E-4,0.049,1.3081725E-4
721,Carson Range (Genoa),2.14E-4,0.106,3.9994184E-4
670,Casmalia 2011 CFM,1.22E-4,0.061,1.2043807E-4
34,Cedar Mtn-Mahogany Mtn,3.0E-5,0.015,2.6622296E-5
172,Cerro Prieto,0.005078,0.993,0.0048668785
129,Channel Islands Thrust,4.6E-4,0.219,4.5156674E-4
214,Channel Islands Western Deep Ramp,3.78E-4,0.177,2.463987E-4
238,Chino alt 1,1.0E-4,0.049,9.32119E-5
124,Clamshell-Sawpit,7.4E-5,0.036,9.479168E-5
844,Clayton,9.4E-5,0.046,1.08032815E-4
81,Cleghorn,1.76E-4,0.086,1.4745536E-4
884,Cleghorn Lake,9.8E-5,0.049,8.0133614E-5
883,Cleghorn Pass,0.0,0.0,0.0
582,Collayami 2011 CFM,0.0,0.0,0.0
184,Compton,2.14E-4,0.105,4.0034094E-4
622,Concord 2011 CFM,4.38E-4,0.211,5.119416E-4
626,Contra Costa (Lafayette) 2011 CFM,1.8E-4,0.089,2.3754746E-4
633,Contra Costa Shear Zone (connector) 2011 CFM,2.06E-4,0.102,2.552541E-4
776,Coronado Bank alt1,4.78E-4,0.232,5.7263015E-4
157,Coyote Canyon,0.0,0.0,0.0
163,Coyote Lake,0.0,0.0,0.0
125,Cucamonga,3.08E-4,0.147,4.895135E-4
894,Davis Creek,0.0,0.0,3.3632054E-7
245,Death Valley (Black Mtns Frontal),4.24E-4,0.208,7.0885406E-4
45,Death Valley (Fish Lake Valley),3.76E-4,0.185,6.752397E-4
46,Death Valley (No),4.72E-4,0.233,8.293491E-4
246,Death Valley (So),4.98E-4,0.23,6.00449E-4
51,Deep Springs,0.0,0.0,0.0
230,Del Valle,2.16E-4,0.105,3.2967268E-4
889,Dog Valley,1.8E-5,0.009,6.0627925E-5
888,Dry Mountain,0.0,0.0,0.0
249,Earthquake Valley,5.1E-4,0.251,7.009399E-4
255,Earthquake Valley (No  Extension),5.12E-4,0.252,7.042209E-4
256,Earthquake Valley (So Extension),3.82E-4,0.19,5.24377E-4
671,East Huasna 2011 CFM,3.2E-5,0.016,2.5013444E-5
672,Eaton Roughs 2011 CFM,7.52E-4,0.33,0.001049012
96,Elmore Ranch,0.0,0.0,0.0
103,Elsinore (Coyote Mountains),2.88E-4,0.143,4.005137E-4
296,Elsinore (Glen Ivy) rev,7.6E-4,0.357,7.4936193E-4
102,Elsinore (Julian),4.86E-4,0.24,5.801104E-4
402,Elsinore (Stepovers Combined),6.78E-4,0.327,6.9474045E-4
299,Elsinore (Temecula) rev,6.86E-4,0.332,7.259387E-4
196,Elysian Park (Lower CFM),1.8E-5,0.009,2.512253E-5
146,Elysian Park (Upper),2.06E-4,0.102,2.921796E-4
90,Emerson-Copper Mtn 2011,1.4E-4,0.069,5.744815E-4
95,Eureka Peak,2.0E-6,0.001,3.5992114E-6
20,Fickle Hill (alt1),2.4E-4,0.118,2.297451E-4
698,Fish Slough 2011 CFM,4.2E-5,0.021,8.679426E-5
893,Fitzhugh Creek,0.0,0.0,0.0
204,Fontana (Seismicity),0.0,0.0,0.0
634,Franklin 2011 CFM,2.92E-4,0.138,4.2132963E-4
699,Garberville - Briceland 2011 CFM,8.42E-4,0.387,9.926428E-4
159,Garlic Springs,0.0,0.0,0.0
341,Garlock (Central),0.00167,0.685,0.0016125423
48,Garlock (East),7.34E-4,0.341,6.136682E-4
49,Garlock (West),7.7E-4,0.367,8.763175E-4
700,Gillem - Big Crack 2011 CFM,0.0,0.0,0.0
160,Goldstone Lake,3.0E-5,0.015,3.8811875E-5
701,Goose Lake 2011 CFM,2.6E-5,0.013,1.6333173E-5
86,Gravel Hills-Harper Lk,8.6E-5,0.043,2.673602E-4
131,Great Valley 01,1.4E-5,0.007,1.0784106E-5
133,Great Valley 02,3.2E-5,0.016,3.0836116E-5
132,Great Valley 03 Mysterious Ridge,4.3E-4,0.207,4.5784956E-4
383,Great Valley 03a Dunnigan Hills,0.0,0.0,0.0
134,Great Valley 04a Trout Creek,4.14E-4,0.201,4.4478936E-4
381,Great Valley 04b Gordon Valley,2.76E-4,0.138,2.8020548E-4
717,Great Valley 05 Pittsburg - Kirby Hills alt1,0.0,0.0,0.0
645,Great Valley 06 (Midland) 2011 CFM alt1,6.2E-5,0.031,6.4830434E-5
136,Great Valley 07 (Orestimba),0.0,0.0,0.0
137,Great Valley 08 (Quinto),2.0E-5,0.01,1.4103558E-5
151,Great Valley 09 (Laguna Seca),4.2E-5,0.021,1.3992583E-4
138,Great Valley 10 (Panoche),4.6E-5,0.023,1.6859228E-4
139,Great Valley 11,6.0E-5,0.03,2.3286787E-4
140,Great Valley 12,7.2E-5,0.036,2.7779874E-4
142,Great Valley 13 (Coalinga),6.8E-5,0.034,3.3030586E-4
141,Great Valley 14 (Kettleman Hills),9.8E-5,0.049,3.2380995E-4
623,Green Valley 2011 CFM,6.66E-4,0.301,7.703266E-4
636,Greenville (No) 2011 CFM,5.08E-4,0.236,6.3933566E-4
635,Greenville (So) 2011 CFM,3.36E-4,0.164,4.2564902E-4
702,Hartley Springs 2011 CFM,1.8E-5,0.009,9.583507E-5
37,Hat Creek-McArthur-Mayfield,1.06E-4,0.053,1.38341E-4
639,Hayward (No) 2011 CFM,0.002968,0.875,0.0028100798
638,Hayward (So) 2011 CFM,0.002486,0.794,0.0022261087
637,Hayward (So) extension 2011 CFM,7.4E-4,0.315,6.527399E-4
167,Hector Mine,9.8E-5,0.049,2.6068455E-4
84,Helendale-So Lockhart,1.56E-4,0.078,1.9273565E-4
703,Hilton Creek 2011 CFM,9.2E-5,0.046,2.8115537E-4
108,Hollywood,3.32E-4,0.16,4.4219464E-4
228,Holser alt 1,1.02E-4,0.05,1.5307438E-4
723,Homestead Valley 2011,4.0E-6,0.002,1.6005126E-4
704,Honey Lake 2011 CFM,0.0,0.0,0.0
30,Hosgri,4.14E-4,0.19,6.2775466E-4
208,Hosgri (Extension),9.6E-5,0.048,1.0961761E-4
50,Hunter Mountain-Saline Valley,7.68E-4,0.358,9.11168E-4
677,Hunting Creek - Bartlett Springs connector 2011,8.82E-4,0.414,0.0013929813
640,Hunting Creek - Berryessa 2011 CFM,6.16E-4,0.289,8.5654604E-4
97,Imperial,0.004142,0.979,0.0038191879
678,Incline Village 2011 CFM,0.0,0.0,0.0
65,Independence rev 2011,6.0E-5,0.03,7.850526E-5
892,Jess Valley,0.0,0.0,0.0
91,Johnson Valley (No) 2011 rev,6.8E-5,0.034,3.3994426E-4
168,Joshua Tree (Seismicity),1.8E-5,0.009,2.2177855E-5
679,Keddie Ridge 2011 CFM,0.0,0.0,0.0
542,Kern Canyon (Lake Isabella) 2011,2.6E-5,0.013,7.186332E-5
544,Kern Canyon (North Kern) 2011,3.0E-5,0.015,5.983736E-5
543,Kern Canyon (South Kern) 2011,3.8E-5,0.019,8.939367E-5
92,Kickapoo,2.0E-6,0.001,9.508004E-5
680,King Range 2011 CFM,1.04E-4,0.049,1.5377485E-4
641,La Panza 2011,4.0E-5,0.02,3.5375855E-5
104,Laguna Salada,6.4E-5,0.032,1.0932959E-4
207,Lake Isabella (Seismicity),5.8E-5,0.029,8.845892E-5
642,Las Positas,0.0,0.0,0.0
890,Last Chance,1.8E-5,0.009,6.0627925E-5
85,Lenwood-Lockhart-Old Woman Springs,3.18E-4,0.149,4.2288622E-4
705,Likely 2011 CFM,5.4E-5,0.027,6.320352E-5
681,Lions Head 2011 CFM,6.0E-6,0.003,1.3459191E-5
144,Little Lake,7.0E-5,0.034,1.1952053E-4
16,Little Salmon (Offshore),7.04E-4,0.345,7.853599E-4
17,Little Salmon (Onshore),9.04E-4,0.411,9.6066925E-4
683,Los Alamos 2011 CFM,3.2E-4,0.155,1.6534318E-4
780,Los Alamos extension,3.94E-4,0.187,1.8950521E-4
643,Los Medanos - Roe Island,4.8E-5,0.024,3.5994537E-5
74,Los Osos 2011,7.8E-5,0.038,1.0061542E-4
201,Lost Hills,0.0,0.0,0.0
166,Ludlow,1.06E-4,0.053,8.9138215E-5
644,Maacama 2011 CFM,0.002698,0.811,0.0036327762
22,Mad River (alt1),3.38E-4,0.155,3.497078E-4
221,Malibu Coast (Extension) alt 1,1.8E-4,0.09,2.0764014E-4
220,Malibu Coast alt 1,1.62E-4,0.08,2.6646326E-4
164,Manix-Afton Hills,1.44E-4,0.072,1.7469274E-4
21,McKinleyville (alt1),1.52E-4,0.075,1.9718963E-4
155,McLean Lake,0.0,0.0,0.0
13,Mendocino,0.00485,0.996,0.004784016
605,Mission (connected) 2011 CFM,2.84E-4,0.133,2.3273149E-4
250,Mission Creek,2.62E-4,0.127,3.0505977E-4
779,Mission Hills 2011,4.6E-5,0.023,6.640258E-5
78,Mission Ridge-Arroyo Parida-Santa Ana,4.5E-4,0.203,4.976814E-4
686,Mohawk Valley 2011 CFM,6.2E-5,0.031,1.3186446E-4
707,Mono Lake 2011 CFM,0.0,0.0,0.0
646,Monte Vista - Shannon 2011 CFM,3.52E-4,0.168,2.8865447E-4
11,Monterey Bay-Tularcitos,2.38E-4,0.118,2.2746678E-4
188,Morales (East),4.8E-5,0.024,3.2837157E-5
187,Morales (West),3.2E-5,0.016,2.257481E-5
711,Mount Diablo Thrust North CFM,4.34E-4,0.21,5.309415E-4
713,Mount Diablo Thrust South,2.28E-4,0.11,3.265072E-4
156,Nelson Lake,0.0,0.0,0.0
122,Newport-Inglewood (Offshore),2.76E-4,0.132,3.8648912E-4
235,Newport-Inglewood alt 1,2.58E-4,0.126,4.5593578E-4
83,North Frontal  (East),7.8E-5,0.039,1.1723846E-4
82,North Frontal  (West),1.16E-4,0.057,1.3246997E-4
199,North Salt Lake,6.0E-6,0.003,1.2568424E-5
687,North Tahoe 2011 CFM,0.0,0.0,0.0
130,Northridge,2.82E-4,0.134,5.536416E-4
211,Northridge Hills,1.22E-4,0.061,2.5312632E-4
116,Oak Ridge (Onshore),7.76E-4,0.333,0.0012989475
709,Oceanic - West Huasna,2.06E-4,0.097,2.8492315E-4
777,Oceanside alt1,2.06E-4,0.101,2.7413946E-4
921,Ortigalita (North),2.46E-4,0.123,2.022232E-4
9,Ortigalita (South),2.46E-4,0.123,2.045316E-4
64,Owens Valley,4.08E-4,0.197,0.0010890675
891,Owens Valley Keough Hot Springs,2.24E-4,0.111,5.7324074E-4
47,Owl Lake,4.1E-4,0.202,3.2007715E-4
841,Ozena,3.2E-5,0.016,4.5748355E-5
109,Palos Verdes,5.8E-4,0.285,8.9218153E-4
244,Panamint Valley,8.4E-4,0.387,9.576881E-4
162,Paradise,1.74E-4,0.087,2.157114E-4
186,Peralta Hills,6.6E-5,0.033,5.2024217E-5
647,Pilarcitos 2011 CFM,1.26E-4,0.062,1.5622345E-4
193,Pine Mtn,2.7E-4,0.128,2.3415689E-4
93,Pinto Mtn,6.92E-4,0.306,0.0011384723
89,Pisgah-Bullion Mtn-Mesquite Lk,1.1E-4,0.055,3.5602713E-4
212,Pitas Point (Lower West),5.96E-4,0.283,4.228326E-4
215,Pitas Point (Lower)-Montalvo,3.28E-4,0.164,2.741659E-4
688,Pittville 2011 CFM,0.0,0.0,0.0
58,Pleito,3.38E-4,0.164,3.7437645E-4
666,Point Reyes 2011 CFM,1.8E-5,0.009,1.3990542E-5
843,Point Reyes 2011 connector,2.6E-5,0.013,3.534231E-5
545,Polaris 2011 CFM,1.34E-4,0.067,1.9505582E-4
240,Puente Hills,2.14E-4,0.103,3.858008E-4
648,Quien Sabe 2011 CFM,2.6E-5,0.013,3.490287E-5
152,Raymond,3.18E-4,0.149,3.7242935E-4
118,Red Mountain,0.001398,0.544,0.0012254406
161,Red Pass,0.0,0.0,0.0
232,Redondo Canyon alt 1,3.8E-5,0.019,5.8848167E-5
649,Reliz 2011 CFM,1.54E-4,0.074,1.578918E-4
205,Richfield,0.0,0.0,6.413029E-7
650,Rinconada 2011 CFM,1.24E-4,0.057,1.4460117E-4
38,Robinson Creek,0.0,0.0,0.0
689,Rocky Ledge 2011 CFM,0.0,0.0,0.0
651,Rodgers Creek - Healdsburg 2011 CFM,0.002536,0.846,0.002518236
123,Rose Canyon,2.56E-4,0.122,3.0961548E-4
42,Round Valley,9.0E-5,0.045,2.6409957E-4
690,Russ 2011 CFM,3.16E-4,0.157,5.323183E-4
287,San Andreas (Big Bend),0.00555,1.0,0.0045623486
300,San Andreas (Carrizo) rev,0.00693,1.0,0.0057427646
285,San Andreas (Cholame) rev,0.007014,1.0,0.005722108
295,San Andreas (Coachella) rev,0.004846,0.999,0.004435764
658,San Andreas (Creeping Section) 2011 CFM,0.00837,0.997,0.007612852
286,San Andreas (Mojave N),0.00598,1.0,0.0051040766
301,San Andreas (Mojave S),0.006958,1.0,0.0052993274
294,San Andreas (North Branch Mill Creek),5.14E-4,0.241,6.520273E-4
654,San Andreas (North Coast) 2011 CFM,0.005662,1.0,0.005556243
653,San Andreas (Offshore) 2011 CFM,0.005594,1.0,0.0049385377
32,San Andreas (Parkfield),0.00562,0.991,0.004465195
655,San Andreas (Peninsula) 2011 CFM,0.004372,0.996,0.0043358854
282,San Andreas (San Bernardino N),0.005972,0.996,0.004749499
283,San Andreas (San Bernardino S),0.003994,0.952,0.0030576885
284,San Andreas (San Gorgonio Pass-Garnet HIll),0.00431,0.974,0.0037061623
657,San Andreas (Santa Cruz Mts) 2011 CFM,0.006278,0.996,0.0062776324
80,San Cayetano,9.04E-4,0.368,0.0011689607
178,San Clemente,3.18E-4,0.157,6.466508E-4
774,San Diego Trough north alt1,4.06E-4,0.193,5.6790654E-4
177,San Diego Trough south,4.82E-4,0.232,7.015131E-4
247,San Gabriel,2.34E-4,0.114,2.7305033E-4
248,San Gabriel (Extension),1.54E-4,0.075,1.9278647E-4
194,San Gorgonio Pass,2.2E-4,0.107,2.860738E-4
660,San Gregorio (North) 2011 CFM,0.001264,0.534,0.0015229435
