Magnitude,Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
5.0,7.4966626,7.4125,7.425,0.88993895,6.0625,6.675,8.2875,9.4875
5.1,5.9349,5.875,5.775,0.7244085,4.7625,5.2625,6.575,7.625
5.2,4.6922,4.6125,4.5,0.58820903,3.75,4.15,5.225,6.05
5.3,3.7074625,3.65,3.8875,0.48093477,2.9375,3.25,4.15,4.7875
5.4,2.9263375,2.875,2.6875,0.3950618,2.2875,2.5375,3.3,3.7875
5.5,2.302125,2.2625,2.225,0.3251297,1.7875,1.9875,2.6,3.025
5.6,1.808,1.775,1.775,0.26444516,1.375,1.55,2.05,2.4
5.7,1.417525,1.4,1.3375,0.21754715,1.05,1.2,1.625,1.8875
5.8,1.1040125,1.0875,1.0,0.17734115,0.8125,0.9375,1.2625,1.4875
5.9,0.8451375,0.8375,0.8125,0.14737849,0.5875,0.7,0.9875,1.1625
6.0,0.6709,0.6625,0.6,0.12560564,0.45,0.55,0.7875,0.9375
6.1,0.5161125,0.5125,0.475,0.10470318,0.3375,0.4125,0.6125,0.7375
6.2,0.4056625,0.4,0.35,0.08899304,0.25,0.325,0.4875,0.6
6.3,0.31525,0.3125,0.3,0.07517871,0.1875,0.2375,0.3875,0.475
6.4,0.2435,0.2375,0.2125,0.064172566,0.1375,0.175,0.3,0.3875
6.5,0.1861,0.175,0.1625,0.054610185,0.1,0.1375,0.2375,0.3125
6.6,0.1430375,0.1375,0.125,0.045815844,0.0625,0.1,0.1875,0.2375
6.7,0.1069125,0.1,0.1,0.03828056,0.0375,0.075,0.15,0.1875
6.8,0.08055,0.075,0.075,0.033856776,0.025,0.05,0.1125,0.15
6.9,0.0600375,0.0625,0.0625,0.028563013,0.0125,0.0375,0.0875,0.125
7.0,0.0448375,0.0375,0.0375,0.0244766,0.0,0.025,0.0625,0.1
7.1,0.0327625,0.025,0.025,0.020600649,0.0,0.0125,0.05,0.075
7.2,0.022775,0.025,0.0125,0.016799005,0.0,0.0125,0.0375,0.0625
7.3,0.0163,0.0125,0.0125,0.014278967,0.0,0.0,0.025,0.05
7.4,0.010725,0.0125,0.0,0.01151551,0.0,0.0,0.025,0.0375
7.5,0.006825,0.0,0.0,0.009539937,0.0,0.0,0.0125,0.025
7.6,0.0039375,0.0,0.0,0.0071818465,0.0,0.0,0.0125,0.025
7.7,0.0018375,0.0,0.0,0.004898095,0.0,0.0,0.0,0.0125
7.8,7.75E-4,0.0,0.0,0.003067374,0.0,0.0,0.0,0.0125
7.9,3.125E-4,0.0,0.0,0.0019525384,0.0,0.0,0.0,0.0
8.0,1.625E-4,0.0,0.0,0.0014166335,0.0,0.0,0.0,0.0
8.1,1.0E-4,0.0,0.0,0.0011141101,0.0,0.0,0.0,0.0
8.2,1.25E-5,0.0,0.0,3.952847E-4,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
