Parent ID,Parent Name,Total Mean Annual Rate,Total 500 Year Prob
861,Airport Lake,3.0812324E-4,0.14565827
667,Almanor 2011 CFM,0.0021064426,0.71708685
219,Anacapa-Dume alt 1,1.6806723E-4,0.078431375
197,Anaheim,9.5238094E-5,0.04761905
722,Antelope Valley 2011,8.459384E-4,0.38655463
845,Ash Hill,8.2913163E-4,0.35854343
881,Baker,1.7927171E-4,0.086834736
668,Bartlett Springs 2011 CFM,0.0017703081,0.6302521
669,Battle Creek 2011 CFM,2.464986E-4,0.1232493
842,Bear River fault zone,5.7142857E-4,0.2577031
581,Bennett Valley 2011 CFM,0.0010308123,0.44817927
158,Bicycle Lake,9.411765E-4,0.43137255
741,Big Lagoon - Bald Mtn 2011 CFM,6.2184874E-4,0.2717087
192,Big Pine (Central),5.8823527E-4,0.2717087
191,Big Pine (East),4.9859943E-4,0.23529412
200,Big Pine (West),1.1204482E-5,0.005602241
87,Blackwater,0.0010532213,0.40056023
169,Blue Cut,7.058823E-4,0.31932774
170,Brawley (Seismic Zone) alt 1,0.0104369745,1.0
541,Breckenridge 2011,3.3613447E-5,0.016806724
882,Bullion Mountains,5.7142857E-4,0.26330534
94,Burnt Mtn,4.2016807E-4,0.21008404
561,Butano 2011 CFM,4.257703E-4,0.19887955
165,Cady,6.162465E-4,0.26890758
602,Calaveras (Central) 2011 CFM,0.005764706,0.9439776
601,Calaveras (No) 2011 CFM,0.0017927171,0.66106445
621,Calaveras (So) - Paicines extension 2011 CFM,0.005490196,0.94957983
603,Calaveras (So) 2011 CFM,0.006190476,0.9747899
88,Calico-Hidalgo,0.0010868347,0.45658264
724,Camp Rock 2011,4.929972E-4,0.22689076
173,Canada David (Detachment),9.5238094E-5,0.04761905
176,Carlsbad,1.1204482E-4,0.05602241
721,Carson Range (Genoa),0.0010028011,0.42016807
670,Casmalia 2011 CFM,1.5126051E-4,0.070028014
34,Cedar Mtn-Mahogany Mtn,9.5238094E-4,0.35854343
172,Cerro Prieto,0.012829131,0.99439776
129,Channel Islands Thrust,9.915966E-4,0.40616247
214,Channel Islands Western Deep Ramp,2.9691876E-4,0.13725491
238,Chino alt 1,0.0014397759,0.5686275
124,Clamshell-Sawpit,9.5238094E-5,0.04761905
844,Clayton,3.9215686E-4,0.1904762
81,Cleghorn,3.2492998E-4,0.15686275
884,Cleghorn Lake,7.002801E-4,0.30252102
883,Cleghorn Pass,6.6666666E-4,0.28011206
582,Collayami 2011 CFM,7.6190475E-4,0.3417367
184,Compton,2.4089636E-4,0.11764706
622,Concord 2011 CFM,0.0019831932,0.70308125
626,Contra Costa (Lafayette) 2011 CFM,1.9047619E-4,0.09243698
633,Contra Costa Shear Zone (connector) 2011 CFM,4.257703E-4,0.1904762
776,Coronado Bank alt1,0.0026106443,0.7787115
157,Coyote Canyon,0.0015462185,0.57703084
163,Coyote Lake,6.162465E-4,0.2857143
125,Cucamonga,4.089636E-4,0.20168068
894,Davis Creek,8.5714285E-4,0.33053222
245,Death Valley (Black Mtns Frontal),3.8095238E-4,0.1904762
45,Death Valley (Fish Lake Valley),9.5238094E-4,0.38935575
46,Death Valley (No),4.3697478E-4,0.2184874
246,Death Valley (So),7.955182E-4,0.36414567
51,Deep Springs,5.8823527E-4,0.2717087
230,Del Valle,1.9047619E-4,0.09243698
889,Dog Valley,2.8571428E-4,0.14005603
888,Dry Mountain,1.6246499E-4,0.081232496
249,Earthquake Valley,5.322129E-4,0.26050422
