Magnitude,Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
5.0,7.2828326,7.2,7.4125,0.8591595,5.8625,6.45,8.1375,9.1875
5.1,5.7609057,5.7,5.7,0.6957678,4.6,5.075,6.4375,7.2875
5.2,4.5566807,4.5125,4.3875,0.56400895,3.6,4.0,5.1125,5.7875
5.3,3.598619,3.5625,3.375,0.45640123,2.8125,3.15,4.0375,4.5875
5.4,2.8356414,2.8125,2.7625,0.37211633,2.2,2.4625,3.2,3.6375
5.5,2.2314584,2.2125,2.2125,0.30319074,1.7,1.925,2.5375,2.875
5.6,1.7503464,1.7375,1.725,0.2483213,1.3125,1.5,2.0,2.275
5.7,1.3674321,1.35,1.3625,0.20400614,1.0125,1.1625,1.5625,1.8
5.8,1.0636446,1.05,1.025,0.16637586,0.775,0.9,1.225,1.425
5.9,0.81078887,0.8,0.825,0.13498938,0.5625,0.675,0.95,1.1
6.0,0.6422472,0.6375,0.6625,0.1135511,0.4375,0.525,0.75,0.8875
6.1,0.49399814,0.4875,0.4875,0.09586026,0.325,0.4,0.5875,0.7
6.2,0.3893001,0.3875,0.4,0.08116594,0.2375,0.3125,0.475,0.5625
6.3,0.3075,0.3,0.275,0.070246354,0.1875,0.2375,0.375,0.45
6.4,0.23971207,0.2375,0.2125,0.05977844,0.1375,0.175,0.3,0.3625
6.5,0.18433754,0.1875,0.175,0.051698193,0.0875,0.1375,0.2375,0.3
6.6,0.142919,0.1375,0.125,0.044395655,0.0625,0.1,0.1875,0.2375
6.7,0.10932116,0.1125,0.1,0.03827539,0.0375,0.075,0.15,0.1875
6.8,0.08552903,0.0875,0.075,0.033128582,0.025,0.05,0.1125,0.15
6.9,0.0663647,0.0625,0.0625,0.029118797,0.0125,0.0375,0.1,0.125
7.0,0.05150983,0.05,0.0375,0.025486402,0.0125,0.025,0.075,0.1125
7.1,0.038967695,0.0375,0.0375,0.022257425,0.0,0.0125,0.0625,0.0875
7.2,0.029145598,0.025,0.025,0.019127743,0.0,0.0125,0.05,0.075
7.3,0.022766855,0.025,0.0125,0.016506111,0.0,0.0125,0.0375,0.0625
7.4,0.017453184,0.0125,0.0125,0.014187182,0.0,0.0,0.025,0.05
7.5,0.012347846,0.0125,0.0125,0.011698415,0.0,0.0,0.025,0.0375
7.6,0.009159644,0.0125,0.0,0.009927605,0.0,0.0,0.0125,0.0375
7.7,0.00642088,0.0,0.0,0.008331776,0.0,0.0,0.0125,0.025
7.8,0.004456929,0.0,0.0,0.006853839,0.0,0.0,0.0125,0.025
7.9,0.0024297752,0.0,0.0,0.005144224,0.0,0.0,0.0125,0.0125
8.0,0.0013155431,0.0,0.0,0.0038514223,0.0,0.0,0.0,0.0125
8.1,6.062734E-4,0.0,0.0,0.002685554,0.0,0.0,0.0,0.0125
8.2,2.2940074E-4,0.0,0.0,0.001677919,0.0,0.0,0.0,0.0
8.3,6.320225E-5,0.0,0.0,8.866684E-4,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
