Duration (years),Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
1.0,7.972,7.0,6.0,5.1911874,2.0,4.0,12.0,20.0
2.0,7.972,7.5,7.0,3.871025,3.0,5.0,10.5,17.5
4.0,7.972,7.5,6.75,2.883359,4.0,5.5,10.25,15.0
6.0,7.965854,7.5,7.0,2.4131641,4.6666665,5.8333335,9.833333,14.0
8.0,7.965854,7.625,7.625,2.130635,4.875,6.125,9.75,13.25
10.0,7.972,7.7,7.2,1.9510127,5.1,6.2,9.6,12.7
12.0,7.965854,7.6666665,7.8333335,1.797537,5.25,6.3333335,9.5,12.416667
14.0,7.9681325,7.714286,7.5,1.6726252,5.5,6.428571,9.428572,12.071428
16.0,7.965854,7.75,7.1875,1.5803758,5.5625,6.5,9.375,11.75
18.0,7.9728,7.7777777,8.0,1.481305,5.7777777,6.5555553,9.333333,11.5
20.0,7.972,7.75,7.65,1.4486938,5.75,6.65,9.3,11.35
22.0,7.9755454,7.7727275,7.7272725,1.3619053,5.818182,6.7272725,9.227273,11.318182
24.0,7.965854,7.7916665,7.5833335,1.3171773,5.875,6.75,9.166667,11.041667
26.0,7.9824615,7.8461537,7.269231,1.2515874,6.0,6.8076925,9.153846,10.923077
28.0,7.976476,7.821429,7.785714,1.2295915,6.0,6.821429,9.142858,10.857142
30.0,7.9728,7.8,7.7,1.1951153,6.0666666,6.866667,9.1,10.8
32.0,7.965854,7.8125,7.6875,1.1558053,6.03125,6.875,9.0625,10.65625
34.0,7.991103,7.852941,7.7352943,1.1137805,6.117647,6.970588,9.029411,10.5
36.0,7.9836946,7.8333335,7.6944447,1.0765939,6.1944447,6.9722223,9.0,10.361111
38.0,7.9790525,7.8421054,7.8157897,1.050012,6.236842,7.0,8.973684,10.421053
40.0,7.977075,7.85,7.575,1.0380906,6.25,7.0,9.0,10.325
42.0,7.976476,7.857143,7.7380953,1.014673,6.3095236,7.0238094,8.952381,10.285714
44.0,7.9755454,7.840909,7.7045455,0.99857247,6.318182,7.0227275,8.954545,10.204545
46.0,7.9708586,7.869565,7.7826085,0.9870651,6.347826,7.021739,8.934783,10.173913
48.0,7.965854,7.875,7.7083335,0.96644187,6.3333335,7.0416665,8.875,10.145833
50.0,7.972,7.88,8.0,0.9480039,6.34,7.06,8.88,10.06
52.0,8.046442,7.9615383,7.576923,0.9036073,6.5,7.173077,8.846154,10.134615
54.0,8.043167,7.962963,7.814815,0.8944073,6.5925927,7.1666665,8.851851,10.185185
56.0,8.028875,7.946429,8.285714,0.88651043,6.535714,7.178571,8.821428,10.071428
58.0,8.014689,7.948276,8.24138,0.87634957,6.534483,7.172414,8.810345,10.0
60.0,8.01265,7.9333334,7.5,0.8688931,6.55,7.1666665,8.8,10.05
62.0,8.006064,7.967742,8.467742,0.85044163,6.564516,7.16129,8.806452,10.0161295
64.0,8.000781,7.9375,7.53125,0.8311062,6.59375,7.1875,8.796875,9.953125
66.0,7.994303,7.9242425,7.4545455,0.81753314,6.6060605,7.181818,8.757576,9.863636
68.0,7.991103,7.9264708,8.279411,0.80661887,6.5882354,7.2058825,8.720589,9.882353
70.0,7.990114,7.9,7.742857,0.7904825,6.6714287,7.2285714,8.7,9.857142
72.0,7.9836946,7.9166665,8.055555,0.7793821,6.6944447,7.2222223,8.680555,9.777778
74.0,7.980378,7.9324327,7.5675673,0.7718104,6.716216,7.2297297,8.675675,9.77027
76.0,7.9790525,7.9210525,7.763158,0.76039964,6.7105265,7.25,8.657895,9.684211
78.0,7.9824615,7.923077,8.038462,0.7550136,6.717949,7.24359,8.666667,9.641026
80.0,7.977075,7.9125,8.0,0.75045013,6.725,7.2375,8.6625,9.6625
82.0,7.974512,7.9268293,8.121951,0.74330574,6.743902,7.243902,8.658537,9.719512
84.0,7.976476,7.9166665,7.857143,0.7367576,6.75,7.2619047,8.654762,9.666667
86.0,7.9800696,7.918605,8.406977,0.72681034,6.7325583,7.2674417,8.674418,9.639535
88.0,7.9755454,7.909091,8.215909,0.72623247,6.7613635,7.25,8.670455,9.659091
90.0,7.9728,7.911111,7.7,0.720057,6.7555556,7.266667,8.666667,9.588889
92.0,7.9708586,7.902174,7.804348,0.7165135,6.7934785,7.271739,8.673913,9.586957
94.0,7.970181,7.9042554,7.43617,0.70761335,6.7765956,7.2659574,8.648936,9.521276
96.0,7.965854,7.8958335,7.53125,0.69659644,6.7708335,7.2708335,8.625,9.489583
98.0,7.9681325,7.897959,7.877551,0.686965,6.785714,7.2959185,8.642858,9.438775
100.0,7.972,7.91,8.4,0.6838336,6.78,7.29,8.62,9.52
