Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob,Long-Term Fault System Solution Rate
861,Airport Lake,1.9E-4,0.019,3.6484736E-4
667,Almanor 2011 CFM,4.7E-4,0.047,8.740102E-4
219,Anacapa-Dume alt 1,2.6E-4,0.026,2.7066036E-4
197,Anaheim,1.0E-5,0.001,5.9406997E-5
722,Antelope Valley 2011,6.3E-4,0.063,9.4100233E-4
845,Ash Hill,3.7E-4,0.037,3.6325454E-4
881,Baker,4.0E-5,0.004,1.4517152E-4
668,Bartlett Springs 2011 CFM,0.00192,0.18,0.0027160519
669,Battle Creek 2011 CFM,2.0E-4,0.02,3.1419643E-4
842,Bear River fault zone,4.5E-4,0.045,6.516702E-4
581,Bennett Valley 2011 CFM,5.4E-4,0.054,6.565412E-4
158,Bicycle Lake,4.3E-4,0.043,2.89994E-4
741,Big Lagoon - Bald Mtn 2011 CFM,9.0E-4,0.087,9.757346E-4
192,Big Pine (Central),9.0E-5,0.009,1.4073562E-4
191,Big Pine (East),1.7E-4,0.017,2.5185442E-4
200,Big Pine (West),2.0E-5,0.002,1.6456292E-5
87,Blackwater,2.9E-4,0.029,3.0697847E-4
169,Blue Cut,4.0E-4,0.038,4.6602596E-4
170,Brawley (Seismic Zone) alt 1,0.00801,0.627,0.009075132
541,Breckenridge 2011,3.0E-5,0.003,5.5550227E-5
882,Bullion Mountains,3.2E-4,0.032,5.3453795E-4
94,Burnt Mtn,5.2E-4,0.052,7.1063195E-4
561,Butano 2011 CFM,1.8E-4,0.018,4.0039053E-4
165,Cady,2.8E-4,0.028,3.1845164E-4
602,Calaveras (Central) 2011 CFM,0.00361,0.323,0.0054784776
601,Calaveras (No) 2011 CFM,0.00171,0.167,0.0023857106
621,Calaveras (So) - Paicines extension 2011 CFM,0.00331,0.3,0.0050596413
603,Calaveras (So) 2011 CFM,0.00284,0.267,0.0043864697
88,Calico-Hidalgo,9.1E-4,0.09,0.001058555
724,Camp Rock 2011,3.1E-4,0.031,4.1653516E-4
173,Canada David (Detachment),1.0E-4,0.01,1.708136E-4
176,Carlsbad,2.4E-4,0.024,2.0807843E-4
721,Carson Range (Genoa),7.5E-4,0.073,0.001339816
670,Casmalia 2011 CFM,1.4E-4,0.014,1.6153122E-4
34,Cedar Mtn-Mahogany Mtn,3.2E-4,0.031,3.803875E-4
172,Cerro Prieto,0.01073,0.774,0.013091409
129,Channel Islands Thrust,0.00115,0.104,0.0011560944
214,Channel Islands Western Deep Ramp,3.8E-4,0.032,3.141864E-4
238,Chino alt 1,5.6E-4,0.056,6.7926216E-4
124,Clamshell-Sawpit,1.5E-4,0.014,1.3494818E-4
844,Clayton,3.2E-4,0.032,3.7555463E-4
81,Cleghorn,2.0E-4,0.02,2.2669137E-4
884,Cleghorn Lake,5.7E-4,0.056,4.888226E-4
883,Cleghorn Pass,0.0,0.0,0.0
582,Collayami 2011 CFM,5.0E-5,0.005,1.8422506E-4
184,Compton,2.3E-4,0.023,5.5336126E-4
622,Concord 2011 CFM,0.00121,0.118,0.001544427
626,Contra Costa (Lafayette) 2011 CFM,2.4E-4,0.024,3.4471598E-4
633,Contra Costa Shear Zone (connector) 2011 CFM,2.8E-4,0.027,4.4313556E-4
776,Coronado Bank alt1,0.00103,0.102,0.0012790463
157,Coyote Canyon,0.00101,0.092,7.693753E-4
163,Coyote Lake,7.9E-4,0.078,7.4040337E-4
125,Cucamonga,3.7E-4,0.037,6.1043387E-4
894,Davis Creek,1.1E-4,0.011,1.2964533E-4
245,Death Valley (Black Mtns Frontal),5.7E-4,0.057,8.095886E-4
45,Death Valley (Fish Lake Valley),9.6E-4,0.096,0.0012757132
46,Death Valley (No),6.9E-4,0.067,9.5837284E-4
246,Death Valley (So),8.9E-4,0.088,0.001041639
51,Deep Springs,6.5E-4,0.065,8.969784E-4
230,Del Valle,2.0E-4,0.02,3.720021E-4
889,Dog Valley,1.3E-4,0.013,2.328282E-4
888,Dry Mountain,1.1E-4,0.011,1.4885848E-4
249,Earthquake Valley,7.0E-4,0.069,0.0010117083
255,Earthquake Valley (No  Extension),7.8E-4,0.078,0.0011406206
256,Earthquake Valley (So Extension),5.6E-4,0.056,8.2418293E-4
671,East Huasna 2011 CFM,2.0E-5,0.002,5.4726253E-5
672,Eaton Roughs 2011 CFM,0.00198,0.177,0.0023913994
96,Elmore Ranch,9.0E-4,0.09,0.0013122535
103,Elsinore (Coyote Mountains),5.2E-4,0.052,8.815546E-4
296,Elsinore (Glen Ivy) rev,0.00134,0.124,0.00191106
102,Elsinore (Julian),2.8E-4,0.028,6.1102665E-4
402,Elsinore (Stepovers Combined),5.4E-4,0.054,0.0010306181
299,Elsinore (Temecula) rev,4.7E-4,0.047,9.56905E-4
196,Elysian Park (Lower CFM),2.0E-5,0.002,3.6013033E-5
146,Elysian Park (Upper),7.3E-4,0.069,0.0010056715
90,Emerson-Copper Mtn 2011,6.3E-4,0.061,8.2894997E-4
95,Eureka Peak,0.0,0.0,5.0813524E-6
20,Fickle Hill (alt1),1.6E-4,0.016,2.8655992E-4
698,Fish Slough 2011 CFM,1.0E-4,0.01,1.5610366E-4
893,Fitzhugh Creek,3.0E-5,0.003,4.9661856E-5
204,Fontana (Seismicity),1.3E-4,0.013,2.7451906E-4
634,Franklin 2011 CFM,3.0E-4,0.03,5.9008814E-4
699,Garberville - Briceland 2011 CFM,0.00202,0.194,0.0025254672
159,Garlic Springs,3.0E-4,0.03,2.2524351E-4
341,Garlock (Central),8.8E-4,0.086,0.001769922
48,Garlock (East),0.0011,0.104,0.0013207955
49,Garlock (West),4.7E-4,0.047,0.0011861473
700,Gillem - Big Crack 2011 CFM,1.2E-4,0.012,1.4175435E-4
160,Goldstone Lake,0.00101,0.098,6.907931E-4
701,Goose Lake 2011 CFM,3.0E-5,0.003,5.6931607E-5
86,Gravel Hills-Harper Lk,5.4E-4,0.054,5.788753E-4
131,Great Valley 01,4.0E-5,0.004,3.523781E-5
133,Great Valley 02,1.0E-4,0.01,6.6413006E-5
132,Great Valley 03 Mysterious Ridge,8.5E-4,0.081,0.001011741
383,Great Valley 03a Dunnigan Hills,0.0,0.0,0.0
134,Great Valley 04a Trout Creek,5.9E-4,0.058,6.6592434E-4
