Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob
861,Airport Lake,6.0E-5,0.006
667,Almanor 2011 CFM,0.0,0.0
219,Anacapa-Dume alt 1,1.8E-4,0.018
197,Anaheim,1.0E-5,0.001
722,Antelope Valley 2011,0.0,0.0
845,Ash Hill,0.0,0.0
881,Baker,2.0E-5,0.002
668,Bartlett Springs 2011 CFM,0.0013,0.125
669,Battle Creek 2011 CFM,9.0E-5,0.009
842,Bear River fault zone,2.5E-4,0.025
581,Bennett Valley 2011 CFM,1.0E-5,0.001
158,Bicycle Lake,0.0,0.0
741,Big Lagoon - Bald Mtn 2011 CFM,4.2E-4,0.041
192,Big Pine (Central),5.0E-5,0.005
191,Big Pine (East),9.0E-5,0.009
200,Big Pine (West),1.0E-5,0.001
87,Blackwater,3.0E-5,0.003
169,Blue Cut,1.4E-4,0.014
170,Brawley (Seismic Zone) alt 1,0.004,0.387
541,Breckenridge 2011,1.0E-5,0.001
882,Bullion Mountains,1.3E-4,0.013
94,Burnt Mtn,0.0,0.0
561,Butano 2011 CFM,5.0E-5,0.005
165,Cady,2.0E-5,0.002
602,Calaveras (Central) 2011 CFM,0.00173,0.166
601,Calaveras (No) 2011 CFM,9.1E-4,0.089
621,Calaveras (So) - Paicines extension 2011 CFM,0.00124,0.123
603,Calaveras (So) 2011 CFM,0.00142,0.14
88,Calico-Hidalgo,6.6E-4,0.065
724,Camp Rock 2011,2.8E-4,0.028
173,Canada David (Detachment),7.0E-5,0.007
176,Carlsbad,1.6E-4,0.016
721,Carson Range (Genoa),2.9E-4,0.029
670,Casmalia 2011 CFM,7.0E-5,0.007
34,Cedar Mtn-Mahogany Mtn,4.0E-5,0.004
172,Cerro Prieto,0.00363,0.344
129,Channel Islands Thrust,3.3E-4,0.031
214,Channel Islands Western Deep Ramp,3.0E-4,0.028
238,Chino alt 1,6.0E-5,0.006
124,Clamshell-Sawpit,1.2E-4,0.011
844,Clayton,7.0E-5,0.007
81,Cleghorn,1.0E-4,0.01
884,Cleghorn Lake,8.0E-5,0.008
883,Cleghorn Pass,0.0,0.0
582,Collayami 2011 CFM,0.0,0.0
184,Compton,1.7E-4,0.017
622,Concord 2011 CFM,3.5E-4,0.035
626,Contra Costa (Lafayette) 2011 CFM,1.1E-4,0.011
633,Contra Costa Shear Zone (connector) 2011 CFM,1.3E-4,0.013
776,Coronado Bank alt1,5.1E-4,0.051
157,Coyote Canyon,0.0,0.0
163,Coyote Lake,0.0,0.0
125,Cucamonga,2.8E-4,0.028
894,Davis Creek,0.0,0.0
245,Death Valley (Black Mtns Frontal),5.2E-4,0.052
45,Death Valley (Fish Lake Valley),5.2E-4,0.052
46,Death Valley (No),6.1E-4,0.061
246,Death Valley (So),4.7E-4,0.047
51,Deep Springs,0.0,0.0
230,Del Valle,1.6E-4,0.016
889,Dog Valley,2.0E-5,0.002
888,Dry Mountain,0.0,0.0
249,Earthquake Valley,5.0E-4,0.05
255,Earthquake Valley (No  Extension),5.0E-4,0.05
256,Earthquake Valley (So Extension),3.6E-4,0.036
671,East Huasna 2011 CFM,1.0E-5,0.001
672,Eaton Roughs 2011 CFM,8.0E-4,0.079
96,Elmore Ranch,0.0,0.0
103,Elsinore (Coyote Mountains),2.0E-4,0.02
296,Elsinore (Glen Ivy) rev,4.0E-4,0.039
102,Elsinore (Julian),2.6E-4,0.026
402,Elsinore (Stepovers Combined),3.5E-4,0.035
299,Elsinore (Temecula) rev,3.5E-4,0.035
196,Elysian Park (Lower CFM),2.0E-5,0.002
146,Elysian Park (Upper),1.4E-4,0.013
90,Emerson-Copper Mtn 2011,4.1E-4,0.04
95,Eureka Peak,0.0,0.0
20,Fickle Hill (alt1),1.2E-4,0.012
698,Fish Slough 2011 CFM,3.0E-5,0.003
893,Fitzhugh Creek,0.0,0.0
204,Fontana (Seismicity),0.0,0.0
634,Franklin 2011 CFM,2.4E-4,0.024
699,Garberville - Briceland 2011 CFM,8.5E-4,0.084
159,Garlic Springs,0.0,0.0
341,Garlock (Central),7.9E-4,0.077
48,Garlock (East),3.3E-4,0.033
49,Garlock (West),3.1E-4,0.031
700,Gillem - Big Crack 2011 CFM,0.0,0.0
160,Goldstone Lake,3.0E-5,0.003
701,Goose Lake 2011 CFM,2.0E-5,0.002
86,Gravel Hills-Harper Lk,2.7E-4,0.027
131,Great Valley 01,1.0E-5,0.001
133,Great Valley 02,5.0E-5,0.005
132,Great Valley 03 Mysterious Ridge,4.3E-4,0.042
383,Great Valley 03a Dunnigan Hills,0.0,0.0
134,Great Valley 04a Trout Creek,4.0E-4,0.039
381,Great Valley 04b Gordon Valley,3.0E-4,0.03
717,Great Valley 05 Pittsburg - Kirby Hills alt1,0.0,0.0
645,Great Valley 06 (Midland) 2011 CFM alt1,4.0E-5,0.004
136,Great Valley 07 (Orestimba),0.0,0.0
137,Great Valley 08 (Quinto),3.0E-5,0.003
151,Great Valley 09 (Laguna Seca),5.0E-5,0.005
138,Great Valley 10 (Panoche),7.0E-5,0.007
139,Great Valley 11,8.0E-5,0.008
140,Great Valley 12,9.0E-5,0.009
142,Great Valley 13 (Coalinga),1.6E-4,0.016
141,Great Valley 14 (Kettleman Hills),2.1E-4,0.021
623,Green Valley 2011 CFM,6.1E-4,0.06
636,Greenville (No) 2011 CFM,3.9E-4,0.039
635,Greenville (So) 2011 CFM,2.8E-4,0.028
702,Hartley Springs 2011 CFM,8.0E-5,0.008
37,Hat Creek-McArthur-Mayfield,4.0E-5,0.004
639,Hayward (No) 2011 CFM,0.00174,0.171
638,Hayward (So) 2011 CFM,0.00126,0.125
637,Hayward (So) extension 2011 CFM,3.3E-4,0.033
167,Hector Mine,2.0E-4,0.02
84,Helendale-So Lockhart,1.2E-4,0.012
703,Hilton Creek 2011 CFM,1.7E-4,0.017
108,Hollywood,2.7E-4,0.026
228,Holser alt 1,1.3E-4,0.013
723,Homestead Valley 2011,1.0E-4,0.01
704,Honey Lake 2011 CFM,0.0,0.0
30,Hosgri,4.5E-4,0.045
208,Hosgri (Extension),8.0E-5,0.008
50,Hunter Mountain-Saline Valley,5.9E-4,0.058
677,Hunting Creek - Bartlett Springs connector 2011,0.00103,0.102
640,Hunting Creek - Berryessa 2011 CFM,6.2E-4,0.062
97,Imperial,0.00393,0.38
678,Incline Village 2011 CFM,0.0,0.0
65,Independence rev 2011,7.0E-5,0.007
892,Jess Valley,0.0,0.0
91,Johnson Valley (No) 2011 rev,2.3E-4,0.023
168,Joshua Tree (Seismicity),2.0E-5,0.002
679,Keddie Ridge 2011 CFM,0.0,0.0
542,Kern Canyon (Lake Isabella) 2011,6.0E-5,0.006
544,Kern Canyon (North Kern) 2011,5.0E-5,0.005
543,Kern Canyon (South Kern) 2011,6.0E-5,0.006
92,Kickapoo,8.0E-5,0.008
680,King Range 2011 CFM,8.0E-5,0.008
641,La Panza 2011,3.0E-5,0.003
104,Laguna Salada,7.0E-5,0.007
207,Lake Isabella (Seismicity),6.0E-5,0.006
642,Las Positas,0.0,0.0
890,Last Chance,2.0E-5,0.002
85,Lenwood-Lockhart-Old Woman Springs,2.4E-4,0.024
705,Likely 2011 CFM,9.0E-5,0.009
681,Lions Head 2011 CFM,1.0E-5,0.001
144,Little Lake,9.0E-5,0.009
16,Little Salmon (Offshore),3.1E-4,0.031
17,Little Salmon (Onshore),4.1E-4,0.039
683,Los Alamos 2011 CFM,1.9E-4,0.019
780,Los Alamos extension,1.9E-4,0.019
643,Los Medanos - Roe Island,2.0E-5,0.002
74,Los Osos 2011,7.0E-5,0.007
201,Lost Hills,0.0,0.0
166,Ludlow,9.0E-5,0.009
644,Maacama 2011 CFM,0.0021,0.204
22,Mad River (alt1),2.9E-4,0.028
221,Malibu Coast (Extension) alt 1,1.8E-4,0.018
220,Malibu Coast alt 1,1.7E-4,0.017
164,Manix-Afton Hills,1.7E-4,0.017
21,McKinleyville (alt1),1.6E-4,0.016
155,McLean Lake,0.0,0.0
13,Mendocino,6.9E-4,0.067
605,Mission (connected) 2011 CFM,9.0E-5,0.009
250,Mission Creek,2.4E-4,0.024
779,Mission Hills 2011,4.0E-5,0.004
78,Mission Ridge-Arroyo Parida-Santa Ana,3.4E-4,0.034
