Magnitude,Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
5.0,7.976476,7.821429,7.785714,1.2295915,6.0,6.821429,9.142858,10.857142
5.1,6.318143,6.178571,6.035714,1.0046575,4.642857,5.357143,7.321429,8.571428
5.2,4.998607,4.892857,4.607143,0.83085525,3.607143,4.214286,5.821429,6.857143
5.3,3.9469285,3.857143,3.607143,0.68926656,2.7857144,3.2857144,4.607143,5.428571
5.4,3.113869,3.0714285,3.0,0.57391083,2.142857,2.5714285,3.642857,4.392857
5.5,2.4543571,2.392857,2.357143,0.4784513,1.6428572,2.0,2.9285715,3.5
5.6,1.9307023,1.8928572,1.8214285,0.40081564,1.25,1.5357143,2.3214285,2.7857144
5.7,1.5115119,1.4642857,1.4642857,0.33514857,0.9285714,1.1785715,1.8214285,2.25
5.8,1.1795119,1.1428572,1.1071428,0.28125006,0.6785714,0.89285713,1.4285715,1.7857143
5.9,0.9034405,0.89285713,0.78571427,0.23980634,0.5,0.6785714,1.1428572,1.4285715
6.0,0.71859527,0.71428573,0.6785714,0.20415226,0.35714287,0.53571427,0.9285714,1.1428572
6.1,0.5542381,0.53571427,0.5714286,0.1732744,0.25,0.39285713,0.71428573,0.9285714
6.2,0.43396428,0.42857143,0.39285713,0.14753309,0.17857143,0.2857143,0.5714286,0.75
6.3,0.33865476,0.32142857,0.2857143,0.12643327,0.10714286,0.21428572,0.4642857,0.60714287
6.4,0.25975,0.25,0.25,0.108477086,0.071428575,0.14285715,0.35714287,0.5
6.5,0.19955952,0.17857143,0.17857143,0.09287478,0.035714287,0.10714286,0.2857143,0.39285713
6.6,0.15252382,0.14285715,0.14285715,0.07958006,0.035714287,0.071428575,0.21428572,0.32142857
6.7,0.11338095,0.10714286,0.10714286,0.06828851,0.0,0.035714287,0.17857143,0.2857143
6.8,0.08538095,0.071428575,0.071428575,0.057649333,0.0,0.035714287,0.14285715,0.21428572
6.9,0.06383333,0.071428575,0.035714287,0.049350493,0.0,0.0,0.10714286,0.17857143
7.0,0.047202382,0.035714287,0.035714287,0.042847376,0.0,0.0,0.071428575,0.14285715
7.1,0.033511903,0.035714287,0.0,0.03599064,0.0,0.0,0.071428575,0.10714286
7.2,0.02347619,0.0,0.0,0.029236376,0.0,0.0,0.035714287,0.10714286
7.3,0.017261906,0.0,0.0,0.024792066,0.0,0.0,0.035714287,0.071428575
7.4,0.011095238,0.0,0.0,0.020063402,0.0,0.0,0.035714287,0.071428575
7.5,0.0072976192,0.0,0.0,0.016313681,0.0,0.0,0.035714287,0.035714287
7.6,0.004297619,0.0,0.0,0.012400629,0.0,0.0,0.0,0.035714287
7.7,0.0019642857,0.0,0.0,0.008349805,0.0,0.0,0.0,0.035714287
7.8,9.1666664E-4,0.0,0.0,0.005648757,0.0,0.0,0.0,0.035714287
7.9,4.1666668E-4,0.0,0.0,0.0038356546,0.0,0.0,0.0,0.0
8.0,1.7857143E-4,0.0,0.0,0.00251948,0.0,0.0,0.0,0.0
8.1,5.952381E-5,0.0,0.0,0.001457057,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
