Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob,Long-Term Fault System Solution Rate
861,Airport Lake,2.9E-4,0.029,6.4634316E-4
667,Almanor 2011 CFM,0.00247,0.227,0.0032080284
219,Anacapa-Dume alt 1,2.6E-4,0.026,2.7066036E-4
197,Anaheim,9.0E-5,0.009,1.5264863E-4
722,Antelope Valley 2011,0.00109,0.105,0.0016513178
845,Ash Hill,0.00108,0.101,0.0011242339
881,Baker,1.9E-4,0.019,2.971852E-4
668,Bartlett Springs 2011 CFM,0.00232,0.213,0.0032548506
669,Battle Creek 2011 CFM,2.0E-4,0.02,3.1419643E-4
842,Bear River fault zone,9.3E-4,0.091,0.0012404737
581,Bennett Valley 2011 CFM,0.0012,0.116,0.0013300235
158,Bicycle Lake,0.00153,0.142,0.0010238567
741,Big Lagoon - Bald Mtn 2011 CFM,9.0E-4,0.087,9.757346E-4
192,Big Pine (Central),6.6E-4,0.065,7.7102927E-4
191,Big Pine (East),3.5E-4,0.035,5.174529E-4
200,Big Pine (West),4.0E-5,0.004,3.5641617E-5
87,Blackwater,0.00109,0.103,0.0016023546
169,Blue Cut,9.6E-4,0.087,0.0011076577
170,Brawley (Seismic Zone) alt 1,0.01143,0.756,0.013392845
541,Breckenridge 2011,3.0E-5,0.003,5.9955266E-5
882,Bullion Mountains,5.4E-4,0.052,8.568014E-4
94,Burnt Mtn,6.3E-4,0.063,8.178091E-4
561,Butano 2011 CFM,2.7E-4,0.027,4.988888E-4
165,Cady,7.9E-4,0.077,0.0010379759
602,Calaveras (Central) 2011 CFM,0.00547,0.45,0.007856056
601,Calaveras (No) 2011 CFM,0.00186,0.182,0.0025420743
621,Calaveras (So) - Paicines extension 2011 CFM,0.00583,0.47,0.007935263
603,Calaveras (So) 2011 CFM,0.006,0.502,0.00887066
88,Calico-Hidalgo,0.00177,0.165,0.0021344922
724,Camp Rock 2011,6.9E-4,0.068,8.719521E-4
173,Canada David (Detachment),1.0E-4,0.01,1.708136E-4
176,Carlsbad,3.2E-4,0.032,2.9338954E-4
721,Carson Range (Genoa),0.00133,0.127,0.0021533736
670,Casmalia 2011 CFM,1.7E-4,0.017,2.1761062E-4
34,Cedar Mtn-Mahogany Mtn,0.00117,0.102,0.0014486995
172,Cerro Prieto,0.01268,0.837,0.015186971
129,Channel Islands Thrust,0.00115,0.104,0.0011560944
214,Channel Islands Western Deep Ramp,3.8E-4,0.032,3.141864E-4
238,Chino alt 1,0.00167,0.158,0.002055848
124,Clamshell-Sawpit,1.6E-4,0.015,1.6712814E-4
844,Clayton,5.5E-4,0.055,5.955206E-4
81,Cleghorn,3.3E-4,0.033,4.1360638E-4
884,Cleghorn Lake,9.2E-4,0.084,8.0706173E-4
883,Cleghorn Pass,7.4E-4,0.066,5.4906996E-4
582,Collayami 2011 CFM,7.9E-4,0.076,0.0016240462
184,Compton,2.3E-4,0.023,5.5336126E-4
622,Concord 2011 CFM,0.00237,0.229,0.003020393
626,Contra Costa (Lafayette) 2011 CFM,2.4E-4,0.024,3.4727142E-4
633,Contra Costa Shear Zone (connector) 2011 CFM,5.1E-4,0.05,6.8810565E-4
776,Coronado Bank alt1,0.00363,0.304,0.004669619
157,Coyote Canyon,0.00239,0.201,0.00183098
163,Coyote Lake,0.00109,0.104,0.0010333296
125,Cucamonga,3.8E-4,0.038,6.182335E-4
894,Davis Creek,0.00116,0.092,0.0012165429
245,Death Valley (Black Mtns Frontal),6.2E-4,0.062,8.7176583E-4
45,Death Valley (Fish Lake Valley),0.00148,0.144,0.0020205644
46,Death Valley (No),7.5E-4,0.073,0.0010474853
246,Death Valley (So),9.2E-4,0.091,0.001079285
51,Deep Springs,7.5E-4,0.075,0.0010337
230,Del Valle,3.1E-4,0.031,5.591551E-4
889,Dog Valley,2.0E-4,0.02,4.1480028E-4
888,Dry Mountain,2.2E-4,0.022,3.2469787E-4
