Magnitude,Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
5.0,7.437795,7.3625,6.925,0.8532128,6.0,6.6,8.2875,9.25
5.1,5.8873672,5.825,5.925,0.6980976,4.6625,5.2,6.6125,7.4
5.2,4.6561985,4.625,4.5,0.5670768,3.6375,4.0875,5.2125,5.8625
5.3,3.676771,3.65,3.6875,0.47005227,2.825,3.2,4.125,4.675
5.4,2.901771,2.8875,2.925,0.38607392,2.1875,2.525,3.275,3.7625
5.5,2.2864375,2.2625,2.325,0.3184243,1.6875,1.975,2.5875,2.975
5.6,1.7947019,1.7875,1.8,0.26183105,1.3125,1.5375,2.0375,2.35
5.7,1.4066854,1.4,1.4,0.2112599,1.0375,1.2,1.6125,1.8625
5.8,1.0965466,1.0875,1.0625,0.17596479,0.7625,0.925,1.25,1.475
5.9,0.8396399,0.8375,0.7625,0.14412384,0.5875,0.7,0.975,1.15
6.0,0.6668831,0.6625,0.6375,0.1211896,0.4625,0.55,0.7875,0.925
6.1,0.50945985,0.5,0.4875,0.101514004,0.325,0.4125,0.6,0.725
6.2,0.39942443,0.3875,0.3875,0.08704416,0.25,0.3125,0.4875,0.5875
6.3,0.31301653,0.3,0.2875,0.07286353,0.1875,0.25,0.3875,0.4625
6.4,0.23977272,0.2375,0.225,0.06190318,0.1375,0.175,0.3,0.375
6.5,0.18271841,0.175,0.1875,0.053359475,0.1,0.125,0.2375,0.3
6.6,0.13783944,0.1375,0.1375,0.04539274,0.0625,0.1,0.175,0.2375
6.7,0.10267119,0.1,0.1,0.03913006,0.0375,0.0625,0.1375,0.1875
6.8,0.07756789,0.075,0.0625,0.032797825,0.025,0.05,0.1125,0.15
6.9,0.057762694,0.05,0.05,0.02781621,0.0125,0.025,0.0875,0.1125
7.0,0.0425915,0.0375,0.0375,0.023852486,0.0,0.025,0.0625,0.1
7.1,0.030873671,0.025,0.025,0.02034436,0.0,0.0125,0.05,0.075
7.2,0.021679457,0.025,0.0125,0.016794886,0.0,0.0,0.0375,0.0625
7.3,0.015540142,0.0125,0.0125,0.013885259,0.0,0.0,0.025,0.05
7.4,0.010330578,0.0125,0.0,0.011511503,0.0,0.0,0.025,0.0375
7.5,0.006198347,0.0,0.0,0.008613803,0.0,0.0,0.0125,0.025
7.6,0.0037632822,0.0,0.0,0.006605284,0.0,0.0,0.0125,0.025
7.7,0.0019923258,0.0,0.0,0.004736771,0.0,0.0,0.0,0.0125
7.8,8.4120425E-4,0.0,0.0,0.0031919284,0.0,0.0,0.0,0.0125
7.9,4.1322314E-4,0.0,0.0,0.0022361663,0.0,0.0,0.0,0.0125
8.0,1.6233766E-4,0.0,0.0,0.001416063,0.0,0.0,0.0,0.0
8.1,2.9515939E-5,0.0,0.0,6.070528E-4,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
