Magnitude,Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
5.0,7.448345,7.25,6.25,1.3754982,5.357143,6.142857,8.75,10.714286
5.1,5.896548,5.75,5.821429,1.128761,4.178571,4.821429,6.964286,8.535714
5.2,4.6630955,4.535714,4.071429,0.92391276,3.2142856,3.7857144,5.571429,6.785714
5.3,3.6827261,3.607143,3.6785715,0.75893825,2.5,2.9642856,4.392857,5.428571
5.4,2.9065952,2.8214285,2.607143,0.6207708,1.9285715,2.3214285,3.5,4.321429
5.5,2.2895477,2.25,2.2142856,0.5117151,1.4642857,1.7857143,2.7857144,3.4642856
5.6,1.7962143,1.75,1.7857143,0.42206386,1.1071428,1.3928572,2.1785715,2.75
5.7,1.4057024,1.3571428,1.2142857,0.35074592,0.8214286,1.0714285,1.75,2.1785715
5.8,1.0952858,1.0714285,1.0714285,0.2933915,0.60714287,0.8214286,1.3928572,1.75
5.9,0.839381,0.8214286,0.8214286,0.24205041,0.42857143,0.60714287,1.0714285,1.3928572
6.0,0.66661906,0.64285713,0.5714286,0.2047448,0.32142857,0.4642857,0.85714287,1.1428572
6.1,0.5089167,0.5,0.4642857,0.17379038,0.21428572,0.32142857,0.6785714,0.89285713
6.2,0.3992738,0.39285713,0.35714287,0.1485237,0.14285715,0.25,0.53571427,0.71428573
6.3,0.31244048,0.2857143,0.25,0.12493745,0.10714286,0.17857143,0.42857143,0.60714287
6.4,0.23967858,0.21428572,0.21428572,0.10594817,0.071428575,0.14285715,0.35714287,0.4642857
6.5,0.18233334,0.17857143,0.14285715,0.08988146,0.035714287,0.10714286,0.2857143,0.39285713
6.6,0.13798809,0.14285715,0.10714286,0.07785384,0.0,0.071428575,0.21428572,0.32142857
6.7,0.102988094,0.10714286,0.071428575,0.06493621,0.0,0.035714287,0.17857143,0.25
6.8,0.07775,0.071428575,0.071428575,0.05503318,0.0,0.035714287,0.14285715,0.21428572
6.9,0.05804762,0.035714287,0.035714287,0.04742806,0.0,0.0,0.10714286,0.17857143
7.0,0.043011904,0.035714287,0.035714287,0.041172612,0.0,0.0,0.071428575,0.14285715
7.1,0.03127381,0.035714287,0.0,0.034953695,0.0,0.0,0.071428575,0.10714286
7.2,0.02202381,0.0,0.0,0.028925063,0.0,0.0,0.035714287,0.10714286
7.3,0.016095238,0.0,0.0,0.024633145,0.0,0.0,0.035714287,0.071428575
7.4,0.01077381,0.0,0.0,0.0198881,0.0,0.0,0.035714287,0.071428575
7.5,0.006619048,0.0,0.0,0.015528442,0.0,0.0,0.035714287,0.035714287
7.6,0.004011905,0.0,0.0,0.012045432,0.0,0.0,0.0,0.035714287
7.7,0.0021309524,0.0,0.0,0.008659725,0.0,0.0,0.0,0.035714287
7.8,9.404762E-4,0.0,0.0,0.005719689,0.0,0.0,0.0,0.035714287
7.9,4.6428572E-4,0.0,0.0,0.0040461747,0.0,0.0,0.0,0.0
8.0,1.9047619E-4,0.0,0.0,0.0026016717,0.0,0.0,0.0,0.0
8.1,4.7619047E-5,0.0,0.0,0.0013034489,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
