Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob
861,Airport Lake,4.0E-5,0.004
667,Almanor 2011 CFM,0.0,0.0
219,Anacapa-Dume alt 1,7.0E-5,0.007
197,Anaheim,1.0E-5,0.001
722,Antelope Valley 2011,0.0,0.0
845,Ash Hill,0.0,0.0
881,Baker,6.0E-5,0.006
668,Bartlett Springs 2011 CFM,0.00122,0.121
669,Battle Creek 2011 CFM,5.0E-5,0.005
842,Bear River fault zone,1.7E-4,0.017
581,Bennett Valley 2011 CFM,4.0E-5,0.004
158,Bicycle Lake,0.0,0.0
741,Big Lagoon - Bald Mtn 2011 CFM,4.6E-4,0.046
192,Big Pine (Central),3.0E-5,0.003
191,Big Pine (East),7.0E-5,0.007
200,Big Pine (West),1.0E-5,0.001
87,Blackwater,0.0,0.0
169,Blue Cut,1.3E-4,0.013
170,Brawley (Seismic Zone) alt 1,0.0037,0.365
541,Breckenridge 2011,1.0E-5,0.001
882,Bullion Mountains,9.0E-5,0.009
94,Burnt Mtn,0.0,0.0
561,Butano 2011 CFM,7.0E-5,0.007
165,Cady,3.0E-5,0.003
602,Calaveras (Central) 2011 CFM,0.00147,0.144
601,Calaveras (No) 2011 CFM,8.3E-4,0.082
621,Calaveras (So) - Paicines extension 2011 CFM,0.00114,0.111
603,Calaveras (So) 2011 CFM,0.00123,0.122
88,Calico-Hidalgo,6.2E-4,0.06
724,Camp Rock 2011,2.0E-4,0.02
173,Canada David (Detachment),2.0E-5,0.002
176,Carlsbad,9.0E-5,0.009
721,Carson Range (Genoa),2.1E-4,0.021
670,Casmalia 2011 CFM,1.4E-4,0.014
34,Cedar Mtn-Mahogany Mtn,0.0,0.0
172,Cerro Prieto,0.003,0.286
129,Channel Islands Thrust,5.0E-4,0.049
214,Channel Islands Western Deep Ramp,3.3E-4,0.033
238,Chino alt 1,3.0E-5,0.003
124,Clamshell-Sawpit,1.2E-4,0.012
844,Clayton,3.0E-5,0.003
81,Cleghorn,8.0E-5,0.008
884,Cleghorn Lake,9.0E-5,0.009
883,Cleghorn Pass,0.0,0.0
582,Collayami 2011 CFM,0.0,0.0
184,Compton,1.2E-4,0.012
622,Concord 2011 CFM,3.8E-4,0.038
626,Contra Costa (Lafayette) 2011 CFM,1.6E-4,0.016
633,Contra Costa Shear Zone (connector) 2011 CFM,1.9E-4,0.019
776,Coronado Bank alt1,3.2E-4,0.032
157,Coyote Canyon,0.0,0.0
163,Coyote Lake,0.0,0.0
125,Cucamonga,2.2E-4,0.022
894,Davis Creek,0.0,0.0
245,Death Valley (Black Mtns Frontal),4.8E-4,0.048
45,Death Valley (Fish Lake Valley),4.8E-4,0.048
46,Death Valley (No),5.9E-4,0.059
246,Death Valley (So),5.0E-4,0.049
51,Deep Springs,0.0,0.0
230,Del Valle,1.8E-4,0.018
889,Dog Valley,4.0E-5,0.004
888,Dry Mountain,0.0,0.0
249,Earthquake Valley,4.3E-4,0.043
255,Earthquake Valley (No  Extension),4.4E-4,0.044
256,Earthquake Valley (So Extension),2.9E-4,0.029
671,East Huasna 2011 CFM,0.0,0.0
672,Eaton Roughs 2011 CFM,6.8E-4,0.066
96,Elmore Ranch,0.0,0.0
103,Elsinore (Coyote Mountains),1.7E-4,0.017
296,Elsinore (Glen Ivy) rev,2.7E-4,0.027
102,Elsinore (Julian),2.6E-4,0.026
402,Elsinore (Stepovers Combined),2.5E-4,0.025
299,Elsinore (Temecula) rev,2.9E-4,0.029
196,Elysian Park (Lower CFM),2.0E-5,0.002
146,Elysian Park (Upper),1.6E-4,0.016
90,Emerson-Copper Mtn 2011,3.7E-4,0.037
95,Eureka Peak,0.0,0.0
20,Fickle Hill (alt1),2.0E-4,0.02
698,Fish Slough 2011 CFM,7.0E-5,0.007
893,Fitzhugh Creek,0.0,0.0
204,Fontana (Seismicity),0.0,0.0
634,Franklin 2011 CFM,2.8E-4,0.028
699,Garberville - Briceland 2011 CFM,5.1E-4,0.051
159,Garlic Springs,0.0,0.0
341,Garlock (Central),7.5E-4,0.075
48,Garlock (East),3.2E-4,0.032
49,Garlock (West),2.4E-4,0.024
700,Gillem - Big Crack 2011 CFM,0.0,0.0
160,Goldstone Lake,5.0E-5,0.005
701,Goose Lake 2011 CFM,0.0,0.0
86,Gravel Hills-Harper Lk,1.8E-4,0.018
131,Great Valley 01,0.0,0.0
133,Great Valley 02,0.0,0.0
132,Great Valley 03 Mysterious Ridge,4.7E-4,0.047
383,Great Valley 03a Dunnigan Hills,0.0,0.0
134,Great Valley 04a Trout Creek,4.7E-4,0.047
381,Great Valley 04b Gordon Valley,3.5E-4,0.035
717,Great Valley 05 Pittsburg - Kirby Hills alt1,0.0,0.0
645,Great Valley 06 (Midland) 2011 CFM alt1,2.0E-5,0.002
136,Great Valley 07 (Orestimba),0.0,0.0
137,Great Valley 08 (Quinto),3.0E-5,0.003
151,Great Valley 09 (Laguna Seca),1.4E-4,0.014
138,Great Valley 10 (Panoche),1.4E-4,0.014
139,Great Valley 11,1.8E-4,0.018
140,Great Valley 12,2.0E-4,0.02
142,Great Valley 13 (Coalinga),2.4E-4,0.024
141,Great Valley 14 (Kettleman Hills),2.5E-4,0.025
623,Green Valley 2011 CFM,5.4E-4,0.053
636,Greenville (No) 2011 CFM,3.9E-4,0.038
635,Greenville (So) 2011 CFM,2.3E-4,0.022
702,Hartley Springs 2011 CFM,3.0E-5,0.003
37,Hat Creek-McArthur-Mayfield,8.0E-5,0.008
639,Hayward (No) 2011 CFM,0.00142,0.141
638,Hayward (So) 2011 CFM,0.00115,0.114
637,Hayward (So) extension 2011 CFM,3.5E-4,0.034
167,Hector Mine,1.4E-4,0.014
84,Helendale-So Lockhart,1.5E-4,0.015
703,Hilton Creek 2011 CFM,1.2E-4,0.012
108,Hollywood,2.3E-4,0.023
228,Holser alt 1,6.0E-5,0.006
723,Homestead Valley 2011,1.0E-4,0.01
704,Honey Lake 2011 CFM,0.0,0.0
30,Hosgri,4.1E-4,0.041
208,Hosgri (Extension),8.0E-5,0.008
50,Hunter Mountain-Saline Valley,4.8E-4,0.048
677,Hunting Creek - Bartlett Springs connector 2011,9.2E-4,0.092
640,Hunting Creek - Berryessa 2011 CFM,6.0E-4,0.06
97,Imperial,0.00367,0.362
678,Incline Village 2011 CFM,0.0,0.0
65,Independence rev 2011,6.0E-5,0.006
892,Jess Valley,0.0,0.0
91,Johnson Valley (No) 2011 rev,1.1E-4,0.011
168,Joshua Tree (Seismicity),3.0E-5,0.003
679,Keddie Ridge 2011 CFM,0.0,0.0
542,Kern Canyon (Lake Isabella) 2011,2.0E-5,0.002
544,Kern Canyon (North Kern) 2011,2.0E-5,0.002
543,Kern Canyon (South Kern) 2011,4.0E-5,0.004
92,Kickapoo,5.0E-5,0.005
680,King Range 2011 CFM,9.0E-5,0.009
641,La Panza 2011,1.0E-5,0.001
104,Laguna Salada,2.0E-5,0.002
207,Lake Isabella (Seismicity),7.0E-5,0.007
642,Las Positas,0.0,0.0
890,Last Chance,4.0E-5,0.004
85,Lenwood-Lockhart-Old Woman Springs,2.6E-4,0.025
705,Likely 2011 CFM,4.0E-5,0.004
681,Lions Head 2011 CFM,0.0,0.0
144,Little Lake,6.0E-5,0.006
16,Little Salmon (Offshore),2.5E-4,0.025
17,Little Salmon (Onshore),4.0E-4,0.04
683,Los Alamos 2011 CFM,3.1E-4,0.031
780,Los Alamos extension,3.5E-4,0.035
643,Los Medanos - Roe Island,0.0,0.0
74,Los Osos 2011,8.0E-5,0.008
201,Lost Hills,0.0,0.0
166,Ludlow,9.0E-5,0.009
644,Maacama 2011 CFM,0.00202,0.2
22,Mad River (alt1),2.3E-4,0.023
221,Malibu Coast (Extension) alt 1,1.6E-4,0.016
220,Malibu Coast alt 1,1.5E-4,0.014
164,Manix-Afton Hills,1.1E-4,0.011
21,McKinleyville (alt1),1.1E-4,0.011
155,McLean Lake,0.0,0.0
13,Mendocino,6.2E-4,0.062
605,Mission (connected) 2011 CFM,1.3E-4,0.013
250,Mission Creek,2.1E-4,0.021
779,Mission Hills 2011,4.0E-5,0.004
78,Mission Ridge-Arroyo Parida-Santa Ana,3.4E-4,0.033
686,Mohawk Valley 2011 CFM,5.0E-5,0.005
707,Mono Lake 2011 CFM,0.0,0.0
646,Monte Vista - Shannon 2011 CFM,1.6E-4,0.016
11,Monterey Bay-Tularcitos,2.1E-4,0.021
188,Morales (East),0.0,0.0
187,Morales (West),4.0E-5,0.004
711,Mount Diablo Thrust North CFM,3.5E-4,0.035
713,Mount Diablo Thrust South,2.2E-4,0.022
156,Nelson Lake,0.0,0.0
