Duration (years),Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
1.0,7.43677,6.0,5.0,5.958454,1.0,3.0,11.0,21.0
2.0,7.43677,6.5,5.5,4.4560423,2.5,4.0,10.5,18.0
4.0,7.43677,6.75,6.0,3.3152344,3.25,4.75,9.75,15.75
6.0,7.4347606,7.0,6.1666665,2.751444,3.8333333,5.1666665,9.5,14.666667
8.0,7.4347606,7.0,6.375,2.4333723,4.125,5.375,9.375,13.625
10.0,7.43677,7.0,6.8,2.2287111,4.4,5.5,9.3,13.2
12.0,7.4347606,7.0833335,6.9166665,2.0216336,4.5833335,5.6666665,9.083333,12.583333
14.0,7.433582,7.142857,7.142857,1.9141629,4.714286,5.714286,9.071428,12.285714
16.0,7.4347606,7.125,7.0,1.7961597,4.875,5.8125,9.0,11.9375
18.0,7.438,7.1666665,6.9444447,1.6952453,4.9444447,5.9444447,8.944445,11.611111
20.0,7.43677,7.2,7.4,1.6264927,5.0,5.95,8.9,11.4
22.0,7.438182,7.181818,6.8636365,1.533472,5.090909,6.0454545,8.818182,11.272727
24.0,7.4347606,7.1666665,7.25,1.4894193,5.25,6.0833335,8.791667,11.041667
26.0,7.4466667,7.230769,6.8846154,1.4138308,5.3076925,6.1153846,8.769231,10.846154
28.0,7.448345,7.25,6.25,1.3754982,5.357143,6.142857,8.75,10.714286
30.0,7.438,7.266667,6.733333,1.3432,5.366667,6.1666665,8.7,10.6
32.0,7.4347606,7.25,7.25,1.3124456,5.40625,6.1875,8.65625,10.5
34.0,7.472353,7.2941175,7.352941,1.2567421,5.5,6.2647057,8.705882,10.382353
36.0,7.4607778,7.3055553,7.2777777,1.2440358,5.5277777,6.25,8.694445,10.333333
38.0,7.4503946,7.3157897,7.2894735,1.2091854,5.5263157,6.2894735,8.631579,10.236842
40.0,7.442875,7.3,7.5,1.1740886,5.575,6.325,8.575,10.175
42.0,7.448345,7.285714,6.452381,1.1490189,5.642857,6.3333335,8.571428,10.071428
44.0,7.438182,7.2954545,7.181818,1.1191897,5.6363635,6.3636365,8.522727,9.931818
46.0,7.4367285,7.304348,7.2391305,1.1024679,5.673913,6.3913045,8.5,9.956522
48.0,7.4347606,7.3125,7.0625,1.0831758,5.7291665,6.375,8.458333,9.895833
50.0,7.43677,7.32,7.08,1.0665352,5.72,6.4,8.48,9.76
52.0,7.517058,7.4423075,7.5,1.0255202,5.7884617,6.5,8.519231,9.826923
54.0,7.508796,7.4074073,7.0925927,1.006192,5.796296,6.5185184,8.5,9.722222
56.0,7.5120716,7.428571,7.410714,0.9917516,5.767857,6.553571,8.5,9.660714
58.0,7.5036035,7.413793,7.137931,0.98429346,5.793103,6.534483,8.431034,9.655172
60.0,7.4975166,7.4166665,7.2,0.9653119,5.7833333,6.55,8.4,9.633333
62.0,7.491097,7.403226,7.548387,0.9551926,5.774194,6.548387,8.387096,9.548388
64.0,7.4803123,7.375,7.15625,0.94431776,5.78125,6.5625,8.390625,9.484375
66.0,7.474212,7.3636365,7.3030305,0.92866206,5.8333335,6.5454545,8.363636,9.484848
68.0,7.472353,7.397059,7.397059,0.91944283,5.897059,6.5441175,8.3529415,9.514706
70.0,7.4681287,7.385714,7.0857143,0.91861033,5.857143,6.5571427,8.328571,9.471429
72.0,7.4607778,7.388889,7.4027777,0.9075309,5.875,6.5694447,8.319445,9.486111
74.0,7.4554863,7.3783784,7.310811,0.89522743,5.9054055,6.581081,8.283784,9.432432
76.0,7.4503946,7.381579,7.381579,0.88683623,5.9473686,6.5789475,8.276316,9.434211
78.0,7.4466667,7.3717947,7.025641,0.8742163,5.948718,6.5641026,8.282051,9.397436
80.0,7.442875,7.375,6.925,0.86061656,5.9875,6.575,8.275,9.375
82.0,7.443598,7.365854,7.1829267,0.85091066,5.987805,6.609756,8.243902,9.304878
84.0,7.448345,7.3809524,7.7261906,0.83547115,6.0119047,6.6190476,8.25,9.297619
86.0,7.4403605,7.395349,7.337209,0.82302654,6.0116277,6.627907,8.244186,9.244186
88.0,7.438182,7.3863635,6.8863635,0.81289357,6.034091,6.6136365,8.25,9.227273
90.0,7.438,7.388889,7.411111,0.80638325,6.0444446,6.633333,8.222222,9.188889
92.0,7.4367285,7.3913045,7.3913045,0.7992516,6.054348,6.652174,8.228261,9.184783
94.0,7.4328194,7.393617,7.6702127,0.7939593,6.06383,6.638298,8.202127,9.170213
96.0,7.4347606,7.3958335,7.46875,0.7868332,6.0520835,6.65625,8.177083,9.145833
98.0,7.433582,7.387755,7.897959,0.7804571,6.0306125,6.6530614,8.183674,9.091837
100.0,7.43677,7.38,7.25,0.7734033,6.04,6.67,8.18,9.11
