Parent ID,Parent Name,Total Mean Annual Rate,Total 500 Year Prob,Long-Term Fault System Solution Rate
861,Airport Lake,1.6E-5,0.008,7.597581E-5
667,Almanor 2011 CFM,0.0,0.0,0.0
219,Anacapa-Dume alt 1,1.2E-4,0.06,1.9134927E-4
197,Anaheim,2.2E-5,0.011,5.7360277E-5
722,Antelope Valley 2011,0.0,0.0,0.0
845,Ash Hill,0.0,0.0,0.0
881,Baker,2.4E-5,0.012,6.291715E-5
668,Bartlett Springs 2011 CFM,9.8E-4,0.435,0.0018742934
669,Battle Creek 2011 CFM,7.4E-5,0.037,1.3515844E-4
842,Bear River fault zone,1.46E-4,0.073,2.9906616E-4
581,Bennett Valley 2011 CFM,5.0E-5,0.025,6.4429725E-5
158,Bicycle Lake,0.0,0.0,0.0
741,Big Lagoon - Bald Mtn 2011 CFM,4.1E-4,0.196,5.07167E-4
192,Big Pine (Central),6.2E-5,0.03,5.2561645E-5
191,Big Pine (East),1.3E-4,0.064,1.12041205E-4
200,Big Pine (West),1.8E-5,0.009,1.2352267E-5
87,Blackwater,2.0E-5,0.01,2.4725085E-5
169,Blue Cut,1.34E-4,0.067,2.0261868E-4
170,Brawley (Seismic Zone) alt 1,0.00379,0.959,0.003998075
541,Breckenridge 2011,2.0E-5,0.01,3.5571426E-5
882,Bullion Mountains,6.4E-5,0.032,1.7905983E-4
94,Burnt Mtn,0.0,0.0,0.0
561,Butano 2011 CFM,2.44E-4,0.116,2.904399E-4
165,Cady,2.0E-5,0.01,3.578345E-5
602,Calaveras (Central) 2011 CFM,0.00246,0.786,0.0029983001
601,Calaveras (No) 2011 CFM,0.001124,0.481,0.0014444471
621,Calaveras (So) - Paicines extension 2011 CFM,0.00221,0.718,0.0026019937
603,Calaveras (So) 2011 CFM,0.002068,0.718,0.0025435886
88,Calico-Hidalgo,4.84E-4,0.232,7.6611905E-4
724,Camp Rock 2011,8.0E-5,0.039,2.8771404E-4
173,Canada David (Detachment),5.4E-5,0.027,1.2774584E-4
176,Carlsbad,6.6E-5,0.033,1.3081725E-4
721,Carson Range (Genoa),1.98E-4,0.097,3.9994184E-4
670,Casmalia 2011 CFM,7.6E-5,0.038,1.2043807E-4
34,Cedar Mtn-Mahogany Mtn,1.4E-5,0.007,2.6622296E-5
