Parent ID,Parent Name,Total Mean Annual Rate,Total 500 Year Prob,Long-Term Fault System Solution Rate
861,Airport Lake,3.06E-4,0.143,6.4634316E-4
667,Almanor 2011 CFM,0.001928,0.674,0.0032080284
219,Anacapa-Dume alt 1,1.5E-4,0.075,2.7066036E-4
197,Anaheim,6.6E-5,0.033,1.5264863E-4
722,Antelope Valley 2011,8.22E-4,0.372,0.0016513178
845,Ash Hill,8.78E-4,0.371,0.0011242339
881,Baker,1.62E-4,0.078,2.971852E-4
668,Bartlett Springs 2011 CFM,0.002064,0.714,0.0032548506
669,Battle Creek 2011 CFM,1.4E-4,0.069,3.1419643E-4
842,Bear River fault zone,6.58E-4,0.3,0.0012404737
581,Bennett Valley 2011 CFM,0.00115,0.493,0.0013300235
158,Bicycle Lake,9.74E-4,0.422,0.0010238567
741,Big Lagoon - Bald Mtn 2011 CFM,7.02E-4,0.299,9.757346E-4
192,Big Pine (Central),5.88E-4,0.267,7.7102927E-4
191,Big Pine (East),5.4E-4,0.25,5.174529E-4
200,Big Pine (West),3.2E-5,0.016,3.5641617E-5
87,Blackwater,0.001038,0.416,0.0016023546
169,Blue Cut,6.98E-4,0.302,0.0011076577
170,Brawley (Seismic Zone) alt 1,0.010998,0.999,0.013392845
541,Breckenridge 2011,2.6E-5,0.013,5.9955266E-5
882,Bullion Mountains,5.28E-4,0.253,8.568014E-4
94,Burnt Mtn,4.64E-4,0.231,8.178091E-4
561,Butano 2011 CFM,4.78E-4,0.217,4.988888E-4
165,Cady,7.8E-4,0.343,0.0010379759
602,Calaveras (Central) 2011 CFM,0.00652,0.985,0.007856056
601,Calaveras (No) 2011 CFM,0.002198,0.762,0.0025420743
621,Calaveras (So) - Paicines extension 2011 CFM,0.006708,0.987,0.007935263
603,Calaveras (So) 2011 CFM,0.006752,0.993,0.00887066
88,Calico-Hidalgo,0.00128,0.504,0.0021344922
724,Camp Rock 2011,1.48E-4,0.073,8.719521E-4
173,Canada David (Detachment),6.4E-5,0.032,1.708136E-4
176,Carlsbad,1.48E-4,0.073,2.9338954E-4
721,Carson Range (Genoa),0.001208,0.511,0.0021533736
670,Casmalia 2011 CFM,1.44E-4,0.072,2.1761062E-4
34,Cedar Mtn-Mahogany Mtn,9.02E-4,0.341,0.0014486995
172,Cerro Prieto,0.013244,1.0,0.015186971
129,Channel Islands Thrust,9.6E-4,0.396,0.0011560944
214,Channel Islands Western Deep Ramp,3.26E-4,0.151,3.141864E-4
238,Chino alt 1,0.001786,0.623,0.002055848
124,Clamshell-Sawpit,1.1E-4,0.055,1.6712814E-4
844,Clayton,3.56E-4,0.172,5.955206E-4
81,Cleghorn,3.34E-4,0.162,4.1360638E-4
884,Cleghorn Lake,7.48E-4,0.324,8.0706173E-4
