Duration (years),Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
1.0,7.91045,7.0,6.0,5.167876,2.0,4.0,11.0,20.0
2.0,7.91045,7.0,6.5,3.8643918,3.0,5.0,10.5,17.5
4.0,7.91045,7.5,6.5,2.8822224,4.0,5.5,10.25,15.0
6.0,7.911698,7.5,7.3333335,2.4178188,4.5,5.8333335,9.833333,14.0
8.0,7.911698,7.625,6.875,2.1280513,4.75,6.0,9.75,13.125
10.0,7.91045,7.6,7.0,1.9429646,5.0,6.2,9.6,12.7
12.0,7.911698,7.6666665,7.0,1.7852097,5.25,6.25,9.5,12.333333
14.0,7.9116836,7.642857,7.5,1.6681634,5.357143,6.357143,9.428572,12.0
16.0,7.911698,7.6875,7.3125,1.5755543,5.5,6.4375,9.3125,11.8125
18.0,7.9136887,7.7222223,7.388889,1.4774112,5.611111,6.5,9.277778,11.444445
20.0,7.91045,7.7,7.75,1.4264067,5.7,6.6,9.2,11.35
22.0,7.919739,7.7727275,7.7272725,1.356237,5.7727275,6.6363635,9.136364,11.136364
24.0,7.911698,7.7083335,7.3333335,1.3099232,5.8333335,6.6666665,9.125,10.958333
26.0,7.93009,7.8076925,8.192307,1.2647626,5.8846154,6.6923075,9.115385,10.884615
28.0,7.9285593,7.785714,7.571429,1.216859,5.892857,6.75,9.107142,10.785714
30.0,7.9136887,7.766667,7.733333,1.1756861,6.0,6.8,9.066667,10.566667
32.0,7.911698,7.78125,7.4375,1.1396394,6.0,6.84375,9.0,10.5
34.0,7.9446764,7.8235292,7.852941,1.0944916,6.0882354,6.9117646,9.029411,10.411765
36.0,7.935458,7.8055553,7.5277777,1.0655382,6.1666665,6.9166665,8.972222,10.277778
38.0,7.932579,7.7894735,7.1578946,1.0432818,6.1842103,6.9210525,8.947369,10.263158
40.0,7.9324126,7.825,7.875,1.0197942,6.2,6.95,8.925,10.2
42.0,7.9285593,7.8095236,7.952381,0.9982082,6.1904764,6.952381,8.904762,10.142858
44.0,7.919739,7.818182,7.659091,0.98137784,6.2272725,6.9772725,8.909091,10.068182
46.0,7.910674,7.7826085,7.7173915,0.96348584,6.2173915,6.978261,8.869565,10.0
48.0,7.911698,7.8125,7.6458335,0.9445495,6.2708335,7.0208335,8.854167,9.979167
50.0,7.91045,7.8,7.6,0.9336533,6.26,7.04,8.82,9.98
52.0,7.9906344,7.9038463,7.8846154,0.89957255,6.3846154,7.1153846,8.884615,9.884615
54.0,7.978352,7.888889,7.4814816,0.88085,6.4444447,7.1296296,8.833333,9.796296
56.0,7.9760895,7.892857,7.321429,0.8676681,6.482143,7.125,8.821428,9.75
58.0,7.9695687,7.913793,8.172414,0.8511916,6.4827585,7.137931,8.775862,9.706897
60.0,7.9622,7.9,8.133333,0.83317286,6.5333333,7.15,8.766666,9.716666
62.0,7.950984,7.887097,7.66129,0.81886303,6.483871,7.16129,8.758064,9.67742
64.0,7.950156,7.890625,8.078125,0.8048278,6.5,7.15625,8.734375,9.609375
66.0,7.946288,7.878788,7.818182,0.794789,6.5151515,7.151515,8.742424,9.560606
68.0,7.9446764,7.897059,8.382353,0.78836274,6.4852943,7.1764708,8.720589,9.6029415
70.0,7.9399714,7.885714,7.7714286,0.7809125,6.5142856,7.1714287,8.742857,9.528571
72.0,7.935458,7.9027777,8.166667,0.76989996,6.5416665,7.1666665,8.722222,9.486111
74.0,7.9387026,7.891892,7.9864864,0.7650207,6.5675673,7.1621623,8.716216,9.527027
76.0,7.932579,7.868421,7.7105265,0.75244695,6.5921054,7.1842103,8.710526,9.473684
78.0,7.93009,7.8846154,8.141026,0.74374616,6.576923,7.1923075,8.692307,9.461538
80.0,7.9324126,7.8875,7.6625,0.7324852,6.6125,7.2,8.65,9.45
82.0,7.930256,7.890244,8.158537,0.7239123,6.609756,7.207317,8.646341,9.426829
84.0,7.9285593,7.8809524,7.8690476,0.7165644,6.642857,7.214286,8.619047,9.380953
86.0,7.925221,7.883721,8.546512,0.707978,6.6511626,7.2093024,8.604651,9.395349
88.0,7.919739,7.875,7.8636365,0.70391524,6.625,7.181818,8.602273,9.375
90.0,7.9136887,7.866667,7.7,0.6991833,6.6222224,7.2222223,8.588889,9.344444
92.0,7.910674,7.847826,7.7826085,0.69098294,6.630435,7.228261,8.565217,9.358696
94.0,7.910564,7.861702,7.691489,0.6868512,6.680851,7.212766,8.563829,9.351064
96.0,7.911698,7.8645835,8.333333,0.6771129,6.71875,7.25,8.572917,9.364583
98.0,7.9116836,7.857143,7.7244897,0.6742465,6.7244897,7.255102,8.581633,9.336735
100.0,7.91045,7.86,7.46,0.6761431,6.72,7.24,8.56,9.34
