Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob,Long-Term Fault System Solution Rate
861,Airport Lake,1.8E-4,0.018,3.6484736E-4
667,Almanor 2011 CFM,6.3E-4,0.063,8.740102E-4
219,Anacapa-Dume alt 1,1.3E-4,0.013,2.7066036E-4
197,Anaheim,2.0E-5,0.002,5.9406997E-5
722,Antelope Valley 2011,5.6E-4,0.055,9.4100233E-4
845,Ash Hill,3.1E-4,0.031,3.6325454E-4
881,Baker,8.0E-5,0.008,1.4517152E-4
668,Bartlett Springs 2011 CFM,0.00196,0.19,0.0027160519
669,Battle Creek 2011 CFM,1.8E-4,0.018,3.1419643E-4
842,Bear River fault zone,3.8E-4,0.038,6.516702E-4
581,Bennett Valley 2011 CFM,5.6E-4,0.056,6.565412E-4
158,Bicycle Lake,3.9E-4,0.039,2.89994E-4
741,Big Lagoon - Bald Mtn 2011 CFM,8.6E-4,0.082,9.757346E-4
192,Big Pine (Central),1.4E-4,0.014,1.4073562E-4
191,Big Pine (East),2.3E-4,0.023,2.5185442E-4
200,Big Pine (West),3.0E-5,0.003,1.6456292E-5
87,Blackwater,2.5E-4,0.025,3.0697847E-4
169,Blue Cut,4.3E-4,0.042,4.6602596E-4
170,Brawley (Seismic Zone) alt 1,0.00719,0.607,0.009075132
541,Breckenridge 2011,3.0E-5,0.003,5.5550227E-5
882,Bullion Mountains,4.6E-4,0.046,5.3453795E-4
94,Burnt Mtn,4.6E-4,0.046,7.1063195E-4
561,Butano 2011 CFM,6.0E-5,0.006,4.0039053E-4
165,Cady,2.9E-4,0.027,3.1845164E-4
602,Calaveras (Central) 2011 CFM,0.00351,0.323,0.0054784776
601,Calaveras (No) 2011 CFM,0.00165,0.164,0.0023857106
621,Calaveras (So) - Paicines extension 2011 CFM,0.00322,0.293,0.0050596413
603,Calaveras (So) 2011 CFM,0.00276,0.265,0.0043864697
88,Calico-Hidalgo,8.7E-4,0.086,0.001058555
724,Camp Rock 2011,2.3E-4,0.023,4.1653516E-4
173,Canada David (Detachment),8.0E-5,0.008,1.708136E-4
176,Carlsbad,1.9E-4,0.018,2.0807843E-4
721,Carson Range (Genoa),7.9E-4,0.079,0.001339816
670,Casmalia 2011 CFM,1.7E-4,0.017,1.6153122E-4
34,Cedar Mtn-Mahogany Mtn,3.9E-4,0.036,3.803875E-4
172,Cerro Prieto,0.01081,0.784,0.013091409
129,Channel Islands Thrust,0.00126,0.117,0.0011560944
214,Channel Islands Western Deep Ramp,2.7E-4,0.026,3.141864E-4
238,Chino alt 1,5.9E-4,0.058,6.7926216E-4
124,Clamshell-Sawpit,1.3E-4,0.013,1.3494818E-4
844,Clayton,2.1E-4,0.021,3.7555463E-4
81,Cleghorn,1.3E-4,0.013,2.2669137E-4
