Parent ID,Parent Name,Total Mean Annual Rate,Total 100 Year Prob,Long-Term Fault System Solution Rate
861,Airport Lake,4.0E-4,0.039,6.4634316E-4
667,Almanor 2011 CFM,0.00227,0.204,0.0032080284
219,Anacapa-Dume alt 1,1.3E-4,0.013,2.7066036E-4
197,Anaheim,7.0E-5,0.007,1.5264863E-4
722,Antelope Valley 2011,9.4E-4,0.091,0.0016513178
845,Ash Hill,0.00108,0.102,0.0011242339
881,Baker,2.0E-4,0.02,2.971852E-4
668,Bartlett Springs 2011 CFM,0.00254,0.242,0.0032548506
669,Battle Creek 2011 CFM,1.8E-4,0.018,3.1419643E-4
842,Bear River fault zone,7.7E-4,0.074,0.0012404737
581,Bennett Valley 2011 CFM,0.00109,0.105,0.0013300235
158,Bicycle Lake,0.00138,0.128,0.0010238567
741,Big Lagoon - Bald Mtn 2011 CFM,8.6E-4,0.082,9.757346E-4
192,Big Pine (Central),6.2E-4,0.059,7.7102927E-4
191,Big Pine (East),4.3E-4,0.042,5.174529E-4
200,Big Pine (West),4.0E-5,0.004,3.5641617E-5
87,Blackwater,0.00132,0.122,0.0016023546
169,Blue Cut,0.001,0.092,0.0011076577
170,Brawley (Seismic Zone) alt 1,0.01084,0.784,0.013392845
541,Breckenridge 2011,3.0E-5,0.003,5.9955266E-5
882,Bullion Mountains,6.7E-4,0.067,8.568014E-4
94,Burnt Mtn,5.7E-4,0.057,8.178091E-4
561,Butano 2011 CFM,1.1E-4,0.011,4.988888E-4
165,Cady,9.3E-4,0.089,0.0010379759
602,Calaveras (Central) 2011 CFM,0.00533,0.444,0.007856056
601,Calaveras (No) 2011 CFM,0.00183,0.179,0.0025420743
621,Calaveras (So) - Paicines extension 2011 CFM,0.0059,0.462,0.007935263
603,Calaveras (So) 2011 CFM,0.00584,0.495,0.00887066
88,Calico-Hidalgo,0.0018,0.17,0.0021344922
724,Camp Rock 2011,5.0E-4,0.049,8.719521E-4
173,Canada David (Detachment),8.0E-5,0.008,1.708136E-4
176,Carlsbad,2.5E-4,0.024,2.9338954E-4
721,Carson Range (Genoa),0.00141,0.136,0.0021533736
670,Casmalia 2011 CFM,2.3E-4,0.023,2.1761062E-4
34,Cedar Mtn-Mahogany Mtn,0.00113,0.098,0.0014486995
172,Cerro Prieto,0.01256,0.832,0.015186971
129,Channel Islands Thrust,0.00126,0.117,0.0011560944
214,Channel Islands Western Deep Ramp,2.7E-4,0.026,3.141864E-4
238,Chino alt 1,0.00182,0.167,0.002055848
124,Clamshell-Sawpit,1.4E-4,0.014,1.6712814E-4
844,Clayton,3.5E-4,0.035,5.955206E-4
81,Cleghorn,2.7E-4,0.027,4.1360638E-4
884,Cleghorn Lake,7.8E-4,0.074,8.0706173E-4
883,Cleghorn Pass,6.7E-4,0.062,5.4906996E-4
582,Collayami 2011 CFM,8.7E-4,0.082,0.0016240462
184,Compton,2.6E-4,0.026,5.5336126E-4
622,Concord 2011 CFM,0.0022,0.217,0.003020393
626,Contra Costa (Lafayette) 2011 CFM,1.9E-4,0.019,3.4727142E-4
633,Contra Costa Shear Zone (connector) 2011 CFM,5.1E-4,0.05,6.8810565E-4
776,Coronado Bank alt1,0.00348,0.301,0.004669619
157,Coyote Canyon,0.00239,0.202,0.00183098
163,Coyote Lake,8.2E-4,0.078,0.0010333296
125,Cucamonga,3.9E-4,0.038,6.182335E-4
894,Davis Creek,0.00101,0.08,0.0012165429
245,Death Valley (Black Mtns Frontal),6.2E-4,0.062,8.7176583E-4
45,Death Valley (Fish Lake Valley),0.00131,0.128,0.0020205644
46,Death Valley (No),6.8E-4,0.068,0.0010474853
246,Death Valley (So),0.00101,0.095,0.001079285
51,Deep Springs,7.7E-4,0.077,0.0010337
230,Del Valle,3.4E-4,0.034,5.591551E-4
889,Dog Valley,2.0E-4,0.02,4.1480028E-4
888,Dry Mountain,1.9E-4,0.019,3.2469787E-4
249,Earthquake Valley,6.5E-4,0.065,0.001013129
255,Earthquake Valley (No  Extension),7.3E-4,0.071,0.0011406206
256,Earthquake Valley (So Extension),0.00106,0.104,0.0015755498
