Magnitude,Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
5.0,7.9285593,7.785714,7.571429,1.216859,5.892857,6.75,9.107142,10.785714
5.1,6.277179,6.142857,5.928571,0.9941065,4.642857,5.321429,7.25,8.571428
5.2,4.973131,4.892857,5.107143,0.8248006,3.607143,4.178571,5.75,6.821429
5.3,3.9224167,3.857143,3.9285715,0.6811847,2.75,3.2857144,4.571429,5.464286
5.4,3.0987618,3.0357144,2.7857144,0.56736845,2.107143,2.5714285,3.642857,4.357143
5.5,2.4378333,2.392857,2.392857,0.47663805,1.6071428,1.9642857,2.892857,3.5357144
5.6,1.9170595,1.8928572,1.8214285,0.39971852,1.2142857,1.5357143,2.2857144,2.8214285
5.7,1.5020833,1.4642857,1.4285715,0.3319285,0.9285714,1.1785715,1.8214285,2.2142856
5.8,1.1722976,1.1428572,1.2142857,0.27680182,0.6785714,0.89285713,1.4285715,1.75
5.9,0.9017738,0.89285713,0.89285713,0.23214309,0.5,0.6785714,1.1428572,1.3928572
6.0,0.7167619,0.71428573,0.71428573,0.19953687,0.35714287,0.53571427,0.89285713,1.1428572
6.1,0.5526786,0.53571427,0.5,0.16775604,0.25,0.39285713,0.71428573,0.89285713
6.2,0.43357143,0.42857143,0.39285713,0.14412457,0.17857143,0.2857143,0.5714286,0.75
6.3,0.3374762,0.32142857,0.32142857,0.12493967,0.10714286,0.21428572,0.4642857,0.60714287
6.4,0.258,0.25,0.21428572,0.10612673,0.071428575,0.14285715,0.35714287,0.5
6.5,0.19610715,0.17857143,0.17857143,0.09164117,0.035714287,0.10714286,0.2857143,0.39285713
6.6,0.15058333,0.14285715,0.14285715,0.07938309,0.035714287,0.071428575,0.21428572,0.32142857
6.7,0.11217857,0.10714286,0.071428575,0.067369536,0.0,0.035714287,0.17857143,0.25
6.8,0.08457143,0.071428575,0.071428575,0.05851919,0.0,0.035714287,0.14285715,0.21428572
6.9,0.063869044,0.071428575,0.035714287,0.051079493,0.0,0.0,0.10714286,0.17857143
7.0,0.04763095,0.035714287,0.035714287,0.044169053,0.0,0.0,0.071428575,0.14285715
7.1,0.03454762,0.035714287,0.0,0.03704586,0.0,0.0,0.071428575,0.10714286
7.2,0.023869047,0.0,0.0,0.030456552,0.0,0.0,0.035714287,0.10714286
7.3,0.017333332,0.0,0.0,0.025620442,0.0,0.0,0.035714287,0.071428575
7.4,0.011309524,0.0,0.0,0.020614496,0.0,0.0,0.035714287,0.071428575
7.5,0.006916667,0.0,0.0,0.01590092,0.0,0.0,0.035714287,0.035714287
7.6,0.004190476,0.0,0.0,0.012108032,0.0,0.0,0.0,0.035714287
7.7,0.0019880952,0.0,0.0,0.008293038,0.0,0.0,0.0,0.035714287
7.8,9.642857E-4,0.0,0.0,0.005862655,0.0,0.0,0.0,0.035714287
7.9,4.047619E-4,0.0,0.0,0.0037810998,0.0,0.0,0.0,0.0
8.0,1.7857143E-4,0.0,0.0,0.00251948,0.0,0.0,0.0,0.0
8.1,1.1904762E-5,0.0,0.0,6.5205066E-4,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
