Parent ID,Parent Name,Total Mean Annual Rate,Total 1000 Year Prob,Long-Term Fault System Solution Rate
861,Airport Lake,3.8E-5,0.038,7.597581E-5
667,Almanor 2011 CFM,0.0,0.0,0.0
219,Anacapa-Dume alt 1,1.3E-4,0.13,1.9134927E-4
197,Anaheim,3.8E-5,0.038,5.7360277E-5
722,Antelope Valley 2011,0.0,0.0,0.0
845,Ash Hill,0.0,0.0,0.0
881,Baker,4.9E-5,0.049,6.291715E-5
668,Bartlett Springs 2011 CFM,0.001441,0.826,0.0018742934
669,Battle Creek 2011 CFM,6.5E-5,0.065,1.3515844E-4
842,Bear River fault zone,2.13E-4,0.2,2.9906616E-4
581,Bennett Valley 2011 CFM,5.3E-5,0.051,6.4429725E-5
158,Bicycle Lake,0.0,0.0,0.0
741,Big Lagoon - Bald Mtn 2011 CFM,5.11E-4,0.423,5.07167E-4
192,Big Pine (Central),7.7E-5,0.076,5.2561645E-5
191,Big Pine (East),1.5E-4,0.143,1.12041205E-4
200,Big Pine (West),1.8E-5,0.018,1.2352267E-5
87,Blackwater,2.5E-5,0.025,2.4725085E-5
169,Blue Cut,1.91E-4,0.188,2.0261868E-4
170,Brawley (Seismic Zone) alt 1,0.004214,0.998,0.003998075
541,Breckenridge 2011,1.2E-5,0.012,3.5571426E-5
882,Bullion Mountains,7.5E-5,0.075,1.7905983E-4
94,Burnt Mtn,0.0,0.0,0.0
561,Butano 2011 CFM,3.08E-4,0.274,2.904399E-4
165,Cady,3.0E-5,0.03,3.578345E-5
602,Calaveras (Central) 2011 CFM,0.00301,0.984,0.0029983001
601,Calaveras (No) 2011 CFM,0.001365,0.822,0.0014444471
621,Calaveras (So) - Paicines extension 2011 CFM,0.002639,0.959,0.0026019937
603,Calaveras (So) 2011 CFM,0.002571,0.97,0.0025435886
88,Calico-Hidalgo,5.58E-4,0.486,7.6611905E-4
724,Camp Rock 2011,1.11E-4,0.111,2.8771404E-4
173,Canada David (Detachment),7.6E-5,0.076,1.2774584E-4
176,Carlsbad,1.03E-4,0.1,1.3081725E-4
721,Carson Range (Genoa),2.34E-4,0.22,3.9994184E-4
670,Casmalia 2011 CFM,1.19E-4,0.117,1.2043807E-4
34,Cedar Mtn-Mahogany Mtn,4.5E-5,0.045,2.6622296E-5
172,Cerro Prieto,0.005473,1.0,0.0048668785
129,Channel Islands Thrust,4.23E-4,0.371,4.5156674E-4
214,Channel Islands Western Deep Ramp,2.91E-4,0.271,2.463987E-4
238,Chino alt 1,1.06E-4,0.104,9.32119E-5
124,Clamshell-Sawpit,6.4E-5,0.064,9.479168E-5
844,Clayton,7.8E-5,0.075,1.08032815E-4
81,Cleghorn,1.62E-4,0.153,1.4745536E-4
884,Cleghorn Lake,8.8E-5,0.088,8.0133614E-5
883,Cleghorn Pass,0.0,0.0,0.0
582,Collayami 2011 CFM,0.0,0.0,0.0
184,Compton,2.46E-4,0.239,4.0034094E-4
622,Concord 2011 CFM,4.2E-4,0.38,5.119416E-4
626,Contra Costa (Lafayette) 2011 CFM,1.73E-4,0.164,2.3754746E-4
633,Contra Costa Shear Zone (connector) 2011 CFM,1.96E-4,0.185,2.552541E-4
776,Coronado Bank alt1,4.76E-4,0.417,5.7263015E-4
157,Coyote Canyon,0.0,0.0,0.0
163,Coyote Lake,0.0,0.0,0.0
125,Cucamonga,3.6E-4,0.33,4.895135E-4
894,Davis Creek,1.0E-6,0.001,3.3632054E-7
