Parent ID,Parent Name,Triggered 10 Year Mean Count,Triggered 1 Day Prob,Triggered 1 Week Prob,Triggered 1 Month Prob,Triggered 1 Year Prob,Triggered 10 Year Prob,Triggered 10 Year Primary Mean Count
861,Airport Lake,0.031525966,0.021962937,0.02594372,0.028002745,0.030565089,0.031434454,0.024250744
667,Almanor 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Anacapa-Dume alt 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Anaheim,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,Antelope Valley 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,Ash Hill,0.0044383435,0.0023793182,0.0032944407,0.0037520018,0.004255319,0.0043468312,0.0010066347
881,Baker,1.8302447E-4,1.3726836E-4,1.3726836E-4,1.8302447E-4,1.8302447E-4,1.8302447E-4,9.151224E-5
668,Bartlett Springs 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,Battle Creek 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,Bear River fault zone,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,Bennett Valley 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Bicycle Lake,5.9482956E-4,3.6604895E-4,4.118051E-4,4.575612E-4,5.0331734E-4,5.4907345E-4,0.0
741,Big Lagoon - Bald Mtn 2011 CFM,4.575612E-5,4.575612E-5,4.575612E-5,4.575612E-5,4.575612E-5,4.575612E-5,0.0
192,Big Pine (Central),0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Big Pine (East),0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Big Pine (West),0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Blackwater,0.006039808,0.0031571724,0.003843514,0.0044383435,0.005353466,0.0059025395,0.0024250743
169,Blue Cut,4.575612E-5,4.575612E-5,4.575612E-5,4.575612E-5,4.575612E-5,4.575612E-5,0.0
170,Brawley (Seismic Zone) alt 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,Breckenridge 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,Bullion Mountains,9.151224E-5,9.151224E-5,9.151224E-5,9.151224E-5,9.151224E-5,9.151224E-5,9.151224E-5
94,Burnt Mtn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,Butano 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Cady,4.575612E-5,0.0,4.575612E-5,4.575612E-5,4.575612E-5,4.575612E-5,4.575612E-5
602,Calaveras (Central) 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,Calaveras (No) 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,Calaveras (So) - Paicines extension 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,Calaveras (So) 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Calico-Hidalgo,1.8302447E-4,9.151224E-5,9.151224E-5,1.3726836E-4,1.3726836E-4,1.8302447E-4,9.151224E-5
724,Camp Rock 2011,4.575612E-5,4.575612E-5,4.575612E-5,4.575612E-5,4.575612E-5,4.575612E-5,0.0
173,Canada David (Detachment),0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Carlsbad,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,Carson Range (Genoa),0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,Casmalia 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Cedar Mtn-Mahogany Mtn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Cerro Prieto,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Channel Islands Thrust,4.575612E-5,4.575612E-5,4.575612E-5,4.575612E-5,4.575612E-5,4.575612E-5,0.0
214,Channel Islands Western Deep Ramp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Chino alt 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Clamshell-Sawpit,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,Clayton,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Cleghorn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884,Cleghorn Lake,9.151224E-5,0.0,0.0,0.0,4.575612E-5,9.151224E-5,0.0
883,Cleghorn Pass,4.575612E-5,0.0,0.0,0.0,0.0,4.575612E-5,0.0
582,Collayami 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Compton,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,Concord 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,Contra Costa (Lafayette) 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,Contra Costa Shear Zone (connector) 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,Coronado Bank alt1,9.151224E-5,0.0,0.0,0.0,9.151224E-5,9.151224E-5,0.0
157,Coyote Canyon,7.7785406E-4,5.0331734E-4,5.4907345E-4,5.4907345E-4,6.4058567E-4,7.320979E-4,1.8302447E-4
163,Coyote Lake,2.287806E-4,1.3726836E-4,1.3726836E-4,1.8302447E-4,2.287806E-4,2.287806E-4,4.575612E-5
125,Cucamonga,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,Davis Creek,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,Death Valley (Black Mtns Frontal),5.9482956E-4,2.7453672E-4,4.575612E-4,4.575612E-4,4.575612E-4,5.9482956E-4,2.287806E-4
45,Death Valley (Fish Lake Valley),1.8302447E-4,1.3726836E-4,1.8302447E-4,1.8302447E-4,1.8302447E-4,1.8302447E-4,9.151224E-5
46,Death Valley (No),3.2029283E-4,1.8302447E-4,2.7453672E-4,2.7453672E-4,2.7453672E-4,3.2029283E-4,1.3726836E-4
246,Death Valley (So),0.0016014642,6.863418E-4,0.0010523908,0.0012811713,0.0015557081,0.0016014642,2.7453672E-4
51,Deep Springs,1.3726836E-4,4.575612E-5,1.3726836E-4,1.3726836E-4,1.3726836E-4,1.3726836E-4,4.575612E-5
230,Del Valle,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,Dog Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,Dry Mountain,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,Earthquake Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,Earthquake Valley (No  Extension),0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,Earthquake Valley (So Extension),0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,East Huasna 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,Eaton Roughs 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Elmore Ranch,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Elsinore (Coyote Mountains),0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,Elsinore (Glen Ivy) rev,4.575612E-5,0.0,4.575612E-5,4.575612E-5,4.575612E-5,4.575612E-5,0.0
102,Elsinore (Julian),0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,Elsinore (Stepovers Combined),4.575612E-5,4.575612E-5,4.575612E-5,4.575612E-5,4.575612E-5,4.575612E-5,0.0
299,Elsinore (Temecula) rev,4.575612E-5,4.575612E-5,4.575612E-5,4.575612E-5,4.575612E-5,4.575612E-5,0.0
