Parent ID,Parent Name,Total Mean Annual Rate,Total 500 Year Prob
861,Airport Lake,0.0,0.0
667,Almanor 2011 CFM,0.0,0.0
219,Anacapa-Dume alt 1,5.2550233E-5,0.026275115
197,Anaheim,0.0,0.0
722,Antelope Valley 2011,0.0,0.0
845,Ash Hill,0.0,0.0
881,Baker,2.163833E-5,0.010819165
668,Bartlett Springs 2011 CFM,5.873261E-4,0.2828439
669,Battle Creek 2011 CFM,0.0,0.0
842,Bear River fault zone,0.0,0.0
581,Bennett Valley 2011 CFM,2.7820712E-5,0.013910355
158,Bicycle Lake,0.0,0.0
741,Big Lagoon - Bald Mtn 2011 CFM,2.0401855E-4,0.102009274
192,Big Pine (Central),3.0911902E-5,0.015455951
191,Big Pine (East),6.1823805E-5,0.030911902
200,Big Pine (West),0.0,0.0
87,Blackwater,0.0,0.0
169,Blue Cut,0.0,0.0
170,Brawley (Seismic Zone) alt 1,0.0017650696,0.68315303
541,Breckenridge 2011,0.0,0.0
882,Bullion Mountains,0.0,0.0
94,Burnt Mtn,0.0,0.0
561,Butano 2011 CFM,1.1128285E-4,0.05255023
165,Cady,0.0,0.0
602,Calaveras (Central) 2011 CFM,6.862442E-4,0.29366305
601,Calaveras (No) 2011 CFM,1.2364761E-4,0.061823804
621,Calaveras (So) - Paicines extension 2011 CFM,7.542504E-4,0.3153014
603,Calaveras (So) 2011 CFM,6.33694E-4,0.27666152
88,Calico-Hidalgo,1.5146831E-4,0.07573416
724,Camp Rock 2011,6.1823803E-6,0.00309119
173,Canada David (Detachment),0.0,0.0
176,Carlsbad,6.1823803E-6,0.00309119
721,Carson Range (Genoa),0.0,0.0
670,Casmalia 2011 CFM,3.709428E-5,0.017001545
34,Cedar Mtn-Mahogany Mtn,0.0,0.0
172,Cerro Prieto,0.0,0.0
129,Channel Islands Thrust,3.0911902E-5,0.015455951
214,Channel Islands Western Deep Ramp,3.4003093E-5,0.017001545
238,Chino alt 1,2.163833E-5,0.010819165
124,Clamshell-Sawpit,6.1823803E-6,0.00309119
844,Clayton,3.0911901E-6,0.001545595
81,Cleghorn,5.5641423E-5,0.02782071
884,Cleghorn Lake,0.0,0.0
883,Cleghorn Pass,0.0,0.0
582,Collayami 2011 CFM,0.0,0.0
184,Compton,4.327666E-5,0.02163833
622,Concord 2011 CFM,6.4914995E-5,0.032457497
626,Contra Costa (Lafayette) 2011 CFM,2.163833E-5,0.010819165
633,Contra Costa Shear Zone (connector) 2011 CFM,1.854714E-5,0.00927357
