Duration (years),Mean,Median,Mode,Std. Dev.,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
1.0,7.81424,6.0,5.0,11.123018,1.0,3.0,11.0,25.0
4.0,7.81424,6.5,5.75,6.3505607,3.0,4.5,10.0,21.0
8.0,7.816379,6.75,5.625,4.753266,3.875,5.0,9.875,18.5
12.0,7.8176584,6.9166665,5.75,4.0035853,4.25,5.3333335,9.833333,17.083334
16.0,7.816379,7.0,6.375,3.5415897,4.5,5.5,9.75,16.125
20.0,7.81424,7.1,6.55,3.2001827,4.7,5.65,9.65,15.4
24.0,7.8203897,7.125,6.2916665,2.9687183,4.8333335,5.7916665,9.583333,14.791667
28.0,7.821815,7.178571,6.214286,2.7458837,4.964286,5.857143,9.535714,14.535714
32.0,7.8203897,7.21875,6.34375,2.618106,5.03125,5.90625,9.46875,14.125
36.0,7.817173,7.2777777,6.5,2.4519327,5.138889,6.0,9.416667,13.805555
40.0,7.8203897,7.3,7.05,2.3497646,5.225,6.05,9.4,13.475
44.0,7.818719,7.340909,6.7045455,2.2512522,5.2727275,6.1136365,9.386364,13.181818
48.0,7.8203897,7.375,7.0,2.1586792,5.3541665,6.1666665,9.291667,13.125
52.0,7.817173,7.3653846,6.8076925,2.0894172,5.3653846,6.2115383,9.288462,12.769231
56.0,7.8273773,7.428571,6.928571,2.0161574,5.482143,6.25,9.267858,12.607142
60.0,7.8203897,7.4166665,7.233333,1.9466205,5.483333,6.3,9.2,12.466666
64.0,7.8273773,7.453125,6.703125,1.9095849,5.5625,6.3125,9.203125,12.296875
68.0,7.821815,7.4558825,6.9852943,1.8310632,5.5588236,6.352941,9.191176,12.279411
72.0,7.832625,7.4583335,6.75,1.8086749,5.625,6.388889,9.152778,12.125
76.0,7.8211975,7.4736843,7.368421,1.7324213,5.6578946,6.4342103,9.118421,11.960526
80.0,7.8203897,7.5,7.425,1.7045335,5.675,6.45,9.1,11.8375
84.0,7.8423214,7.5238094,7.2261906,1.6933967,5.714286,6.4761906,9.107142,11.916667
88.0,7.8294134,7.5227275,7.5795455,1.6449792,5.7272725,6.5113635,9.090909,11.568182
92.0,7.820635,7.521739,7.75,1.6079525,5.7934785,6.5326085,9.054348,11.576087
96.0,7.8203897,7.53125,7.1458335,1.5615823,5.8125,6.5729165,8.989583,11.479167
100.0,7.81424,7.52,6.98,1.5169009,5.84,6.58,8.97,11.45
200.0,7.8446274,7.675,7.275,1.1043268,6.275,6.915,8.725,10.385
300.0,7.8949966,7.7533336,7.8233333,0.9379473,6.5633335,7.0733333,8.643333,9.906667
400.0,7.8446274,7.7225,7.6625,0.81034124,6.6025,7.1275,8.5,9.715
500.0,7.81424,7.702,7.798,0.7234504,6.714,7.164,8.432,9.49
