Parent ID,Parent Name,Total Mean Annual Rate,Total 500 Year Prob
861,Airport Lake,2.8286854E-4,0.1374502
667,Almanor 2011 CFM,0.0019482072,0.69721115
219,Anacapa-Dume alt 1,1.19521916E-4,0.059760958
197,Anaheim,7.171315E-5,0.035856575
722,Antelope Valley 2011,8.6454186E-4,0.39243028
845,Ash Hill,9.920319E-4,0.42231077
881,Baker,1.752988E-4,0.08565737
668,Bartlett Springs 2011 CFM,0.0020398407,0.689243
669,Battle Creek 2011 CFM,1.03585655E-4,0.0498008
842,Bear River fault zone,6.374502E-4,0.29083666
581,Bennett Valley 2011 CFM,0.0010239044,0.43824703
158,Bicycle Lake,0.0010159363,0.45219123
741,Big Lagoon - Bald Mtn 2011 CFM,7.3705177E-4,0.32071713
192,Big Pine (Central),7.569721E-4,0.33864543
191,Big Pine (East),6.0159364E-4,0.28486055
200,Big Pine (West),2.3904382E-5,0.011952192
87,Blackwater,9.6015935E-4,0.39442232
169,Blue Cut,9.003984E-4,0.39243028
170,Brawley (Seismic Zone) alt 1,0.011207172,1.0
541,Breckenridge 2011,1.1952191E-5,0.005976096
882,Bullion Mountains,5.458167E-4,0.25896415
94,Burnt Mtn,3.9043825E-4,0.1932271
561,Butano 2011 CFM,4.6613545E-4,0.21314742
165,Cady,7.649402E-4,0.3446215
602,Calaveras (Central) 2011 CFM,0.006681275,0.9860558
601,Calaveras (No) 2011 CFM,0.0022191235,0.7729084
621,Calaveras (So) - Paicines extension 2011 CFM,0.007055777,0.98406374
603,Calaveras (So) 2011 CFM,0.0069721118,0.9940239
88,Calico-Hidalgo,0.0013466135,0.5557769
724,Camp Rock 2011,1.4741036E-4,0.07171315
173,Canada David (Detachment),7.9681275E-5,0.03984064
176,Carlsbad,1.7131474E-4,0.08565737
721,Carson Range (Genoa),0.001183267,0.4880478
670,Casmalia 2011 CFM,1.9123506E-4,0.09561753
34,Cedar Mtn-Mahogany Mtn,9.36255E-4,0.3565737
172,Cerro Prieto,0.013577689,1.0
129,Channel Islands Thrust,9.880478E-4,0.3864542
214,Channel Islands Western Deep Ramp,2.7888446E-4,0.12749004
238,Chino alt 1,0.001689243,0.6115538
124,Clamshell-Sawpit,1.7928287E-4,0.08964144
844,Clayton,4.183267E-4,0.20119523
81,Cleghorn,3.7848606E-4,0.18326694
884,Cleghorn Lake,7.848606E-4,0.34860557
883,Cleghorn Pass,7.4103585E-4,0.3007968
582,Collayami 2011 CFM,8.326693E-4,0.35458168
184,Compton,2.50996E-4,0.12151395
622,Concord 2011 CFM,0.002318725,0.7729084
626,Contra Costa (Lafayette) 2011 CFM,1.9123506E-4,0.0936255
633,Contra Costa Shear Zone (connector) 2011 CFM,5.0996017E-4,0.23904383
776,Coronado Bank alt1,0.0029561752,0.8187251
157,Coyote Canyon,0.0015737052,0.55378485
163,Coyote Lake,7.4103585E-4,0.32669324
125,Cucamonga,4.2629484E-4,0.1992032
894,Davis Creek,8.366534E-4,0.31474105
245,Death Valley (Black Mtns Frontal),4.98008E-4,0.24103586
45,Death Valley (Fish Lake Valley),0.0010597609,0.45816734
46,Death Valley (No),4.98008E-4,0.2430279
246,Death Valley (So),9.442231E-4,0.40836653
51,Deep Springs,6.374502E-4,0.30677292
230,Del Valle,2.9880478E-4,0.14741036
889,Dog Valley,2.1912351E-4,0.109561756
888,Dry Mountain,1.5537848E-4,0.07569721
249,Earthquake Valley,4.98008E-4,0.24501993
255,Earthquake Valley (No  Extension),6.2151393E-4,0.2868526
256,Earthquake Valley (So Extension),9.123506E-4,0.4063745
671,East Huasna 2011 CFM,4.38247E-5,0.021912351
672,Eaton Roughs 2011 CFM,0.0025537848,0.7310757
96,Elmore Ranch,0.003498008,0.8804781
103,Elsinore (Coyote Mountains),0.0011792829,0.48007968
296,Elsinore (Glen Ivy) rev,0.008199203,0.9920319
102,Elsinore (Julian),2.868526E-4,0.14143427
402,Elsinore (Stepovers Combined),7.011952E-4,0.3247012
299,Elsinore (Temecula) rev,8.9641433E-4,0.4003984
196,Elysian Park (Lower CFM),7.569721E-5,0.037848607
146,Elysian Park (Upper),0.0012231076,0.5
90,Emerson-Copper Mtn 2011,3.3466137E-4,0.16135459
95,Eureka Peak,7.3306775E-4,0.35258964
20,Fickle Hill (alt1),1.8725099E-4,0.09163347
698,Fish Slough 2011 CFM,1.4741036E-4,0.07370518
893,Fitzhugh Creek,2.3904383E-4,0.10557769
204,Fontana (Seismicity),2.2310756E-4,0.109561756
634,Franklin 2011 CFM,6.6533865E-4,0.30677292
699,Garberville - Briceland 2011 CFM,0.0015219124,0.5816733
159,Garlic Springs,8.007968E-4,0.36454183
341,Garlock (Central),0.0022749004,0.7689243
48,Garlock (East),0.002689243,0.80876493
49,Garlock (West),9.880478E-4,0.43426296
700,Gillem - Big Crack 2011 CFM,7.848606E-4,0.31075698
160,Goldstone Lake,0.0014103586,0.5597609
701,Goose Lake 2011 CFM,2.1115538E-4,0.09561753
86,Gravel Hills-Harper Lk,0.0010438247,0.4322709
131,Great Valley 01,1.19521916E-4,0.059760958
133,Great Valley 02,9.163347E-5,0.045816734
